 	mi	si	gonfiò	il	dito	</S>
m	0.397256773132	0.133135985476	0.205833849474	0.0627569684735	0.0596419398018	0.14137450146
u	0.210893987791	0.219935710807	0.377283263758	0.0599672619465	0.0684081974934	0.0635116060692
b	0.109838647284	0.186435549364	0.522967968692	0.0937312819008	0.0579318268433	0.0290947677388
r	0.092346217668	0.234296953635	0.467285193383	0.114722919167	0.0636793416611	0.0276694221363
i	0.108487845268	0.321435771798	0.351696415108	0.135003482792	0.0442863719328	0.0390901278768
s	0.06538091332	0.208628326946	0.395154388976	0.220208706167	0.0598685630501	0.0507590883503
t	0.0401773809069	0.153157903355	0.389346395725	0.243611596656	0.07005158757	0.103655135273
ì	0.03377031586	0.164858401142	0.343148250755	0.259506117178	0.0854756840033	0.113241219975
o	0.0188986568246	0.105194597744	0.292932838384	0.272931749238	0.254704709423	0.0553374481363
d	0.00750706144295	0.0409421460184	0.2359679265	0.185360483372	0.493130563963	0.0370918225248
à	0.00304857375505	0.0163256514625	0.264271364913	0.124883028311	0.532932681094	0.0585386915469
t	0.00472880161415	0.0172509568466	0.272067566158	0.151291112184	0.482446847851	0.072214713489
t	0.0469195019174	0.0395858220795	0.169124536013	0.193458079395	0.404367763017	0.146544298456
i	0.0622883398582	0.0427912980371	0.139853631941	0.169745929869	0.318952392632	0.266368407012
l	0.0394315724696	0.0216043467253	0.182489865762	0.0910794877935	0.418606185037	0.246788547737
o	0.0288118414951	0.0111577073089	0.13222236311	0.0498411876218	0.402799608679	0.375167314979
</S>	0.0169600434817	0.00825288208568	0.0797184312317	0.0362715416969	0.297042336839	0.561754792489
