 	ora	ho	finito	di	scrivere	</S>
à	0.841439309289	0.031507485655	0.0153376516017	0.00444276790327	0.00237232553126	0.104900470768
r	0.65442976237	0.118441119795	0.0799689206663	0.0120450121766	0.0938659788032	0.041249209957
t	0.403669367654	0.207354761865	0.203206992137	0.0157422081479	0.148291685019	0.0217349827338
e	0.377966123009	0.283907581288	0.246354734049	0.0076588739417	0.0750452654192	0.00906740977579
s	0.251581910507	0.292755804096	0.287547906386	0.0719652878086	0.0880833771443	0.00806569233049
p	0.16791137266	0.220042192965	0.398054027362	0.107504669144	0.0950803218026	0.0114074012964
ì	0.19299342952	0.270078082522	0.421354742832	0.0692320528513	0.037742746613	0.00859895245977
c	0.128205703278	0.281131267474	0.367128725371	0.0765280299404	0.139854601209	0.00715168850606
c	0.0987740539202	0.246340336325	0.332495505823	0.0869845919161	0.216285246396	0.0191202903234
e	0.0910493273697	0.259188324975	0.293700047453	0.153742019855	0.167870999199	0.0344493086665
t	0.0422663407368	0.187359866126	0.339590983345	0.221045875332	0.176847125899	0.0328898187362
s	0.0177726011423	0.0946390249967	0.486876103782	0.240709750804	0.13748365615	0.0225188709529
a	0.00818893282397	0.0669970267222	0.396110095496	0.373649573228	0.08784021627	0.0672141623325
t	0.00410973852786	0.0492026889941	0.294642561734	0.402635147176	0.113464867783	0.135944997048
s	0.00458185535575	0.028219562608	0.362753751311	0.362491926692	0.115763051541	0.12618984672
e	0.00452943036615	0.0350615416867	0.252489677472	0.434621046231	0.125317476367	0.14798082446
g	0.00198209668248	0.0338620408314	0.097698316978	0.382322001384	0.272681221189	0.211454329294
r	0.00303674511703	0.0262644628889	0.0515742264613	0.292146826901	0.40344978027	0.223527960372
à	0.00356875585681	0.0214262887134	0.0296574932544	0.221250553634	0.510855561297	0.213241343657
t	0.00439195677176	0.0431770149426	0.0807600645621	0.211772145478	0.482380559766	0.177518256719
s	0.0203164031229	0.0587751043844	0.130490765614	0.248298113226	0.281722888895	0.260396717173
i	0.0228253963512	0.0295081671621	0.0787556344265	0.165441046782	0.203863677072	0.499606056958
</S>	0.0116880509199	0.0153171735581	0.041593224896	0.100979263951	0.199936168236	0.630486094479
