 	forse	non	li	ha	a	casa	</S>
f	0.644228069518	0.0710299433665	0.054910312125	0.0204028484797	0.0112237760218	0.0869617676922	0.111243257466
ò	0.770611673039	0.0766073814555	0.0548768103513	0.0215642235652	0.00913863482585	0.0297065949994	0.0374946752382
r	0.633349172453	0.123356201618	0.0780003100868	0.080465791823	0.0368501967019	0.017484116707	0.030494198839
s	0.420776245152	0.209971193339	0.133796336696	0.110885876688	0.053905438494	0.013678603546	0.0569862876343
i	0.322102194193	0.357887207246	0.168446783365	0.0715354614467	0.026384621924	0.00539644766602	0.0482472699754
e	0.18064535384	0.390643822682	0.271330970455	0.102668503798	0.0345030802063	0.00342562892421	0.0167826356945
t	0.117817427139	0.233886728094	0.379690870752	0.105797007737	0.118035994467	0.0165336451233	0.0282383113695
u	0.0814282336781	0.158599957898	0.453411698851	0.116947206979	0.136269485116	0.0213969720564	0.0319464190019
s	0.042094349283	0.118668228659	0.410198530257	0.175773804526	0.168506526752	0.0488341074521	0.0359244342408
è	0.028990553755	0.0755682687263	0.291737467592	0.299636325775	0.193210320317	0.072319579364	0.0385374736889
c	0.0416639285137	0.0864776525888	0.218188554197	0.329131575792	0.174816285906	0.108284739415	0.041437258265
h	0.038700912519	0.0690753614163	0.179276161866	0.266857592864	0.236620034369	0.135752911485	0.0737170259543
i	0.0191913212207	0.0366578578891	0.137254344422	0.271479915355	0.296726890923	0.135455605242	0.103234079951
è	0.0149881935751	0.0247693894813	0.0736937301873	0.245160974152	0.300816141841	0.233127842481	0.107443734484
s	0.025567172323	0.0326149843271	0.0571425261758	0.196498718084	0.28863183368	0.323201285494	0.076343477228
s	0.0237042647794	0.0327227342596	0.0496227911519	0.132920954271	0.325751280227	0.301304039898	0.133973934709
u	0.0110683657825	0.0149197603184	0.027804177995	0.075556265297	0.254032977809	0.274843074499	0.341775367303
</S>	0.00822254469928	0.0096451194491	0.015198490074	0.0491814575945	0.161146943505	0.283183822949	0.473421606652
