 	non	ha	che	li	aspettiamo	</S>
e	0.622341427025	0.0830219388857	0.0835194800124	0.0683011929131	0.0117297513373	0.131086203272
n	0.452215830808	0.149358771562	0.160533117337	0.090840038731	0.0272536571099	0.11979859069
è	0.209150840516	0.330033269521	0.226935376712	0.083433662585	0.0326210525685	0.117825796668
n	0.0888919689216	0.455609179174	0.231623033504	0.16304190947	0.018460272365	0.0423736181743
a	0.0471774684949	0.361284694125	0.339373814568	0.220497898383	0.0153391997951	0.0163269024958
t	0.029242492702	0.239307082175	0.450259582856	0.170759193394	0.0622676196216	0.0481640141637
u	0.0211484872524	0.191639506852	0.394133038552	0.249233002131	0.0824812900905	0.0613646622547
s	0.015856605913	0.128876886704	0.281822999517	0.307089490244	0.201136277903	0.0652177383107
m	0.0479847915003	0.096905429728	0.249032037506	0.195537065081	0.312384824501	0.0981558614716
ì	0.0608471561008	0.0816528719255	0.250659801835	0.176195676094	0.280670235434	0.149974252472
n	0.0751910360503	0.0631660681514	0.165010619745	0.217311615965	0.324024983958	0.155295649691
o	0.084392511962	0.0604729215138	0.0976416997483	0.221832570788	0.349681068953	0.185979198244
m	0.0523162086246	0.0506041162132	0.0696479998161	0.222425261529	0.334697923671	0.270308474295
e	0.0346696273367	0.0355000989056	0.0495639872054	0.164761130043	0.316766528824	0.398738620365
</S>	0.018127947639	0.0210109158966	0.0312406828027	0.110294547921	0.303341362912	0.515984536183
