 	la	casa	la	costruiscono	i	muratori	</S>
t	0.689867606438	0.0973723767863	0.0241983810626	0.0407509443763	0.00258271758694	0.0142432356089	0.130984704482
o	0.608677510813	0.255729010395	0.0437871976935	0.0287923847179	0.0016914557516	0.00949566570511	0.0518267448607
s	0.407182986991	0.336637981465	0.118908388745	0.069014603275	0.0116709810067	0.00407351353608	0.0525115461255
p	0.36727214905	0.290716589955	0.179284359027	0.0937676817807	0.0153203340213	0.00226321487845	0.0513757140648
ì	0.346007383548	0.434540423452	0.143521598408	0.0496539956706	0.0058397185688	0.000773559203055	0.0196633526354
t	0.220057614647	0.509807900457	0.195232132803	0.0375830166269	0.0128490000284	0.0126665644319	0.0118037928391
i	0.129297661854	0.430280646126	0.340831606534	0.058124172051	0.0155313871223	0.0166473348079	0.00928721746296
t	0.0725548282367	0.360091221342	0.417042814178	0.078957916597	0.0288357374561	0.0279053027583	0.0146122115095
o	0.0459270784722	0.258672868641	0.445294788059	0.167947429012	0.0338647693014	0.0317263642522	0.0165667139885
f	0.0232972796167	0.159557857694	0.397151689786	0.309293799571	0.0238512874148	0.0710993719361	0.0157487049593
a	0.0111621090898	0.089490290318	0.310419703829	0.453281321557	0.0352786397386	0.084465181564	0.0159027454838
b	0.0133035841102	0.0666032828393	0.279020540943	0.511179512019	0.0348473733295	0.0847135530173	0.0103321478519
b	0.126958186837	0.0989204447971	0.192870815721	0.343107714553	0.0871935535272	0.141748341145	0.00920094727063
r	0.240049479615	0.10173358173	0.13533768848	0.218560103498	0.160567599733	0.130410800615	0.0133407308822
i	0.167370632346	0.0587320643475	0.14270156726	0.317883123033	0.171095740322	0.0728755837717	0.0693412577894
k	0.0625017180357	0.0504940408853	0.10417796986	0.411489285627	0.124419927205	0.106733967324	0.140183070866
è	0.0246690060203	0.0376952899944	0.06815445708	0.428173233558	0.178087256373	0.143000786208	0.120219960902
o	0.0101533503857	0.0258331736394	0.0419555578533	0.380426921786	0.321120898119	0.142529524869	0.0779805782207
n	0.00690715813502	0.0195759769004	0.0458390063831	0.268578914747	0.277236368396	0.31945222589	0.0624103609269
e	0.00499717121596	0.0176329285056	0.050180888653	0.306820092981	0.214997686692	0.364446007097	0.040925230489
i	0.00203973916063	0.0137545566139	0.027991012999	0.33542269082	0.271608850344	0.312000546832	0.037182605659
f	0.00463601872483	0.00948104305921	0.0192068379623	0.199376935503	0.247735987435	0.481518034944	0.038045149489
a	0.00574098867912	0.00735131137253	0.0169534536794	0.24256121997	0.170754434972	0.502106513915	0.054532076183
b	0.00724215933342	0.0115165584776	0.0320938380791	0.306990314838	0.122047102211	0.467555248238	0.0525547628643
b	0.106990064674	0.0528460236382	0.0456214785834	0.2006133673	0.11930947981	0.450060467679	0.0245590941648
r	0.212328910336	0.0600699253991	0.0376184535901	0.106951351264	0.150540089957	0.38505030616	0.0474409282083
i	0.148753765209	0.0218500356668	0.0252442456185	0.0623650974969	0.178573652638	0.382572985387	0.180640186616
k	0.0523015671551	0.0187162232897	0.0168688359186	0.0790551120158	0.184049072835	0.430937025129	0.218072148879
a	0.0399957424778	0.0251129288708	0.0203796453349	0.12824653403	0.153511184397	0.44052142751	0.1922325337
t	0.034938891108	0.0205322464322	0.0308374356018	0.112089524269	0.096333161644	0.542981100303	0.162287637967
ò	0.0162498126504	0.0146084311478	0.0294078392511	0.0849877557309	0.103593634458	0.648042563434	0.103109970056
r	0.0456445797049	0.0175109886698	0.02672042858	0.0926921859923	0.163458883093	0.567283788478	0.0866891498853
i	0.0521292611042	0.0156419097789	0.0235173016703	0.0675515151166	0.131435047007	0.445931596673	0.263793360828
</S>	0.0267045935404	0.00970863531155	0.0132491962326	0.0453479539071	0.0860729707177	0.351043535106	0.467873111414
