 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.661496214895	0.141641289247	0.031075676496	0.0047698510746	0.0206196057779	0.0306487741506	0.109748595436
t	0.590623323098	0.211061911596	0.0459706107573	0.00400368686945	0.022228191229	0.0278568884149	0.0982554028273
e	0.453648233566	0.373112387779	0.0460034185418	0.0119616488237	0.010974408022	0.0103917670307	0.0939081351954
k	0.238727248385	0.514736055926	0.103800764781	0.0440218948997	0.0426262167075	0.010538258298	0.0455495576999
a	0.119919593048	0.610531357309	0.13043903166	0.0530316330799	0.0528215953536	0.0105158433728	0.0227409557494
m	0.0740107878733	0.574354103836	0.18870568142	0.0399675346666	0.0751607253613	0.0361600797385	0.0116411147191
m	0.154011197724	0.347574587079	0.304589776048	0.0310201743081	0.085777502418	0.0456503901679	0.0313764118725
è	0.178335195028	0.377756136933	0.320651072524	0.0252383712886	0.0341554936459	0.0162852231254	0.0475785147467
n	0.143990948214	0.421240504151	0.295289292868	0.0433986763362	0.0391071527296	0.0213732759039	0.0356001316922
i	0.138303101348	0.31388797045	0.337254707849	0.126023223412	0.0416364372745	0.023581295559	0.0193132672804
s	0.0621370701792	0.238987400297	0.380164301616	0.189572776271	0.0480488872255	0.0630246540078	0.0180649224585
t	0.0394440588604	0.177468466646	0.406375410472	0.17631501211	0.0946198161918	0.0778077818815	0.0279694470813
o	0.0323801046569	0.172727375642	0.376119394691	0.272516776123	0.0906490372639	0.0308305779728	0.0247767276561
g	0.0162153121679	0.144930867374	0.289028144897	0.309951404924	0.139991041808	0.0780937730823	0.0217894643332
i	0.0162973866969	0.110960777057	0.256095904832	0.332186800258	0.168335771069	0.0952761181408	0.0208472468307
a	0.0139380583605	0.102841207309	0.218630178211	0.437204179399	0.133834467356	0.0765991226003	0.0169527889628
r	0.00683936718622	0.0542273080672	0.145976856624	0.403430396386	0.171574380252	0.16746408312	0.0504876000582
d	0.0469987225001	0.0594489121891	0.104681706348	0.330355966202	0.192785998017	0.1993310063	0.0663976672794
ì	0.0614648729767	0.11177908639	0.098450350036	0.278928078867	0.225155482939	0.16973794996	0.0544841748398
n	0.0431562988768	0.100471766654	0.0717816332253	0.212357455989	0.25321600278	0.24160922852	0.0774076187133
o	0.0386373845424	0.0857528079757	0.0608795177304	0.182548199963	0.26022482346	0.268262387013	0.103694881071
s	0.0230867253063	0.0866706738689	0.0454835591855	0.169606741188	0.291792163953	0.295742680978	0.087617456377
t	0.0205655633301	0.049666131631	0.0339019615552	0.140538712896	0.372078229118	0.316757825193	0.066491576983
o	0.0152662462282	0.0255668607931	0.0268728351227	0.105249268999	0.364617074506	0.303089007331	0.159338720498
c	0.00655015608913	0.0282903823657	0.0371908468852	0.0716837423597	0.347766355469	0.315548359377	0.192970171486
ì	0.00413827805448	0.0374854158621	0.0428909020884	0.0528374166132	0.341580181656	0.332143482726	0.188924315815
p	0.0418192621144	0.0364550350836	0.0259690857761	0.0354570936044	0.300759321752	0.381516869775	0.178023320672
o	0.0550939415325	0.0269122725445	0.017235589381	0.0285287099575	0.232002221584	0.346586588525	0.293640684957
</S>	0.0307588559413	0.0174689347872	0.0108285698939	0.0267442764127	0.144860087492	0.297855100862	0.471484194478
