 	non	aveva	da	stare	</S>
e	0.683360950054	0.103065949449	0.081641047721	0.0375490321337	0.094383037191
n	0.483862237751	0.246207316616	0.14837716924	0.0837092961847	0.0378439931987
ì	0.204536046841	0.547514062672	0.139132257042	0.0896267591625	0.019190868766
c	0.0921392781801	0.706129260891	0.110225409962	0.0842112879638	0.00729475444378
h	0.0874324200191	0.65830407363	0.153792402121	0.0850529637903	0.0154181393233
e	0.0953835962239	0.52227954621	0.31664332424	0.0404403918134	0.0252531438228
n	0.0541385680091	0.322387625737	0.516547228747	0.0799976579671	0.0269289094697
a	0.0275920456353	0.210896919259	0.543995629582	0.181766236198	0.035749144679
s	0.0210679201061	0.15414667556	0.450195949061	0.288116296199	0.0864731407263
t	0.0167992309905	0.0838788529733	0.384019835	0.411371864333	0.103930212222
a	0.0104891895822	0.0545733529405	0.276835328007	0.489098347818	0.169003785934
s	0.00866486636666	0.0738914900532	0.149359306021	0.514205587048	0.253878756178
ì	0.0107531360898	0.0622453901887	0.0836454830261	0.394522482678	0.448833509193
</S>	0.0123980581563	0.0318987076753	0.0472847813545	0.257091865029	0.651326588597
