 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.741582239859	0.0556969237128	0.0763759609508	0.008717196995	0.00230691326619	0.00328498676545	0.00477273309151	0.107263054884
t	0.72913928942	0.129948136473	0.0789979239046	0.0135111222305	0.00255089390316	0.00268231106808	0.00367726216782	0.0394930660287
i	0.667158253673	0.245264804358	0.0432200651782	0.0207208869862	0.0025609350137	0.00161648131777	0.0029727324391	0.0164858440201
p	0.422508055784	0.265569112786	0.124734979659	0.0687634831061	0.042955308511	0.0135568265944	0.0415660313415	0.0203462133318
à	0.257927164321	0.336113273395	0.178710331886	0.0775029675514	0.0563295632329	0.0175495625095	0.0544368269693	0.0214303117624
s	0.223687543074	0.435777901132	0.200505193822	0.0440483802251	0.0434485295015	0.0149388249923	0.0287264485392	0.00886716439323
t	0.127068857758	0.511395851504	0.176082408687	0.096152816817	0.0398464855429	0.016710315614	0.0266356759077	0.00610757509876
a	0.0642062675689	0.466068546228	0.283565167115	0.138119912262	0.0205311396654	0.0083642933031	0.0153925351921	0.00375212179658
v	0.0588238677612	0.251378619609	0.439055414372	0.139920082413	0.0513996972218	0.0164357214072	0.0306636195502	0.0123229708875
à	0.0558782392337	0.14773908447	0.451685490124	0.197557817158	0.0723060314073	0.0212505687487	0.0365749225795	0.0170078526862
l	0.0566130253292	0.137714163823	0.392822597641	0.193942497159	0.0975130925358	0.0236456548909	0.0572492781366	0.0404996960098
e	0.0557877667327	0.111674109418	0.263755710107	0.24045583936	0.188589724845	0.027330882451	0.0638463958787	0.0485595755299
à	0.0248372091676	0.0487309224974	0.248631525329	0.344379194904	0.226981331315	0.0626066789703	0.0243300003007	0.0195031255188
l	0.0237643680594	0.0357362471768	0.20050847431	0.318646060545	0.213311975205	0.0906768569068	0.0881202433815	0.0292357611935
a	0.024113598789	0.0338766623178	0.123728772856	0.255610086842	0.311212149468	0.0973771999523	0.111572258847	0.0425092754502
e	0.00956460047917	0.0158981593762	0.111578799969	0.174591931287	0.423262085156	0.174247834787	0.0621570382223	0.0286995563417
t	0.00512305991982	0.0114212698061	0.089610786531	0.104862123422	0.392198325339	0.201731178162	0.149096984047	0.0459562759255
è	0.00405824105357	0.0106671401259	0.0859677978583	0.0709960614873	0.341014726066	0.199491905674	0.224002287109	0.0638018409685
l	0.0222171094968	0.0234527376132	0.0873391893441	0.0415603144758	0.321782297555	0.183907107711	0.25091724993	0.0688239781895
i	0.0291133740537	0.0296516313852	0.0543061985126	0.0296173529746	0.258819023585	0.192294269285	0.266891353503	0.139306784863
t	0.0142947914307	0.0167153208778	0.0568233509721	0.0228659254109	0.177745244395	0.231345244543	0.316862124161	0.163348005728
à	0.00804898215141	0.00983581254304	0.10180042524	0.0137442032662	0.109320769958	0.201910768179	0.40721429484	0.148124758683
l	0.0172818151463	0.00928571344545	0.0999119158263	0.0095428394946	0.0801585054793	0.177664624457	0.460006516467	0.146148076494
a	0.0213499898137	0.0119101357648	0.0494752403127	0.00824195208913	0.0747850075451	0.153375864795	0.422877604816	0.257984204698
</S>	0.0122889319322	0.011246026553	0.0276403796823	0.00943771588096	0.0641623313505	0.136072432662	0.349687727798	0.389464457749
