 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.544552266452	0.130192530827	0.113425017698	0.0402478567758	0.00664487751504	0.0376627069418	0.0104852765208	0.116789442247
u	0.509205576551	0.248720226809	0.0810310209423	0.0466616755086	0.0100272331951	0.033314378268	0.00566518489415	0.0653746988744
à	0.371087432144	0.463077784936	0.072357681902	0.0278394902415	0.00726736653423	0.012249468048	0.00192052318988	0.0442002574894
i	0.183878098021	0.616104430312	0.124284032234	0.0277764427045	0.0184146710539	0.0086061796378	0.00149678695517	0.0194393551645
m	0.0787571530897	0.589404494245	0.182808724985	0.0354256974302	0.0411377242954	0.0513211861901	0.010239159453	0.0109058527401
è	0.0522479265443	0.59780073289	0.207828262608	0.0296899641301	0.0345756515356	0.0611502738257	0.0124068167803	0.00430035100394
r	0.0423828229332	0.544929959337	0.256018598976	0.0477760411967	0.039891847096	0.0452038876697	0.00720432873392	0.0165924949123
i	0.0255321545422	0.344604630806	0.400211423392	0.100251479232	0.0632431042328	0.0402601399758	0.0053938342871	0.0205032322813
n	0.0185429581392	0.168002769922	0.551439680497	0.116853233944	0.0612128911816	0.056089807307	0.0107761636332	0.0170825030916
g	0.0282125347071	0.137786765907	0.478662271732	0.145969067048	0.0493661711645	0.100513570698	0.0380836958681	0.0214059315705
h	0.0359018359144	0.141861008942	0.408310893644	0.220973323883	0.0453597211282	0.088488790234	0.0446805915856	0.0144238343485
ì	0.0241447796313	0.133588769501	0.443302685948	0.218724260161	0.0672766656561	0.0469353244413	0.0227376205208	0.0432898869346
z	0.0216363874982	0.15989901451	0.401781727783	0.188807405587	0.112193192692	0.0358761096427	0.0176603583556	0.0621458050795
i	0.0179984765532	0.122991908937	0.290590427461	0.277334012862	0.193554686397	0.0475097950545	0.0151037176221	0.0349169721125
n	0.0117823699153	0.0602405790887	0.200718177874	0.367631712621	0.202729397092	0.0615642405975	0.0687867535776	0.0265467584382
a	0.00741375429782	0.0313724985705	0.180091299991	0.311336276207	0.262047637097	0.0956130311898	0.0891693558465	0.0229561288527
v	0.00816703006893	0.0262234235978	0.164859886836	0.224804810002	0.292431501832	0.123527905901	0.14586434387	0.0141210689408
o	0.0104751413351	0.0299942710934	0.136845789017	0.171203496067	0.278657987411	0.18101061002	0.175878628857	0.0159340506403
r	0.0126983037138	0.0432955738133	0.0986355578023	0.132863323449	0.294730871024	0.194558783252	0.189017037986	0.0342005345868
à	0.0146792760167	0.0559863863798	0.0571266219941	0.0989908577917	0.209645622461	0.163531105989	0.310613164929	0.0894269583289
s	0.0108546673043	0.0610451248553	0.0479921011414	0.0882967926126	0.152020929767	0.141616614296	0.376119630976	0.122054142156
o	0.00957002088623	0.056875433275	0.0591055211328	0.0907384578975	0.139603007056	0.197919590139	0.307240986019	0.138946998432
m	0.00782261170034	0.0332507989892	0.0699141833893	0.0630386955885	0.128431968129	0.285511825093	0.292495922633	0.119534001424
e	0.00817925179671	0.0318924101034	0.0722130850952	0.0442134748928	0.110655482318	0.285918920104	0.310565099744	0.136362279088
o	0.00815995788907	0.0300305096826	0.0403118612101	0.0312097056933	0.0901501840513	0.230811495639	0.351119169181	0.218207139363
t	0.00362723572819	0.0172909663553	0.0343957545486	0.0185018477894	0.0632673288264	0.17966181715	0.48330788506	0.199947194588
s	0.00373978806353	0.0142839763901	0.0378559454072	0.0191488946598	0.0481178347981	0.210248824963	0.499038852353	0.167565893916
o	0.00380557742396	0.00813427831929	0.0209376094602	0.0145109467215	0.0298533564618	0.182425509504	0.408590457184	0.331742267892
m	0.00312576344677	0.00540532632702	0.0478723710882	0.0109834952801	0.037029330741	0.111970965471	0.434176013061	0.349436740763
ì	0.00248619525553	0.00296533385934	0.0549834864808	0.00992501805672	0.0380183272566	0.0752999351328	0.431385869954	0.384935830386
</S>	0.00162469371367	0.00173359574917	0.0277842200751	0.00621424696639	0.0215555684457	0.0528961642501	0.328620468977	0.559571034193
