 	sta	e	dorme	nel	letto	</S>
s	0.650159771653	0.0574136780066	0.0551477486656	0.0788980686725	0.0492312138464	0.109149520415
t	0.558276448738	0.163771447242	0.0632914377702	0.0894087382897	0.0545412156257	0.0707107187877
e	0.405203615579	0.367984371721	0.0972688231021	0.0493389814701	0.024562495439	0.0556417114249
c	0.198389320784	0.379831134414	0.154490700007	0.104019700626	0.140438114913	0.0228310159035
e	0.0953903758279	0.405465933311	0.187767891876	0.120063944711	0.179384063313	0.0119277816172
p	0.057479174697	0.434586652904	0.256466607359	0.102883388072	0.136661328213	0.0119228512637
l	0.0982900114107	0.332762843901	0.239588106746	0.188369987757	0.126054781689	0.0149342790846
ò	0.116928425517	0.300527681567	0.289918664409	0.229561331986	0.0501677128703	0.0128962028345
n	0.0600374879017	0.253496921722	0.385414281936	0.164837762995	0.117053250953	0.0191603069145
n	0.113257027203	0.220746302641	0.324506199112	0.163119057265	0.147476983304	0.0308944383808
i	0.127782293768	0.170468985524	0.284443166904	0.296562680622	0.0758688309147	0.0448740466896
s	0.0543855390952	0.106707046899	0.308978621261	0.341616100721	0.143310685615	0.0450020130099
t	0.0331368902775	0.088501372113	0.27116407738	0.386137749687	0.168594186048	0.052465737292
o	0.024769791056	0.0900690118932	0.1961363985	0.481400688562	0.104016099703	0.103608019139
g	0.0102903777929	0.0531537154859	0.165609334513	0.453621108207	0.202654116654	0.114671370906
r	0.0105963688597	0.0330979151926	0.132373450611	0.411947294089	0.291018098551	0.120966887029
à	0.0176579121317	0.0275054619935	0.082507964337	0.380034178696	0.335876053917	0.156418431076
t	0.0184714447084	0.0264581917865	0.080943994579	0.324808021099	0.424258371506	0.125059973025
t	0.0338960102833	0.0391840407555	0.0760702987568	0.343329486766	0.367270013035	0.14025015244
i	0.0340942747426	0.0307619117141	0.0346409949294	0.266007998409	0.238534601745	0.395960236245
</S>	0.017841923749	0.0189539105465	0.0218104487348	0.148525839135	0.193589518872	0.599278374123
