 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.37371289105	0.30574926038	0.053438087346	0.0059662646605	0.0767845171475	0.0094646749332	0.006952391187	0.0046959926676	0.00216159458882	0.0109244447889	0.00620631091057	0.011412375242	0.00404711482224	0.00974694413536	0.00611290843239	0.00767306537292	0.0192037205623	0.0857474240465
m	0.238349264408	0.49298336466	0.0730612229027	0.0119721608208	0.0761313253725	0.0119142905984	0.007920077202	0.00639104216979	0.00272499668162	0.00671095350076	0.00504593446492	0.0061619942466	0.0024363226238	0.00462808343363	0.00529284499574	0.00662892788692	0.0109214132509	0.0307257636838
e	0.179357271825	0.547861194753	0.0686548336916	0.0566521644636	0.0648264694008	0.0140789774668	0.00865266606007	0.00716059140005	0.00293916932944	0.00531264135621	0.00467193385309	0.00442293833678	0.00192470292696	0.00295843737704	0.00501803857929	0.00624477374806	0.00809649379883	0.0111667088291
s	0.120667515484	0.549395756518	0.0861251921219	0.100387173515	0.0775331111936	0.0215054819023	0.0135920747744	0.00581633174934	0.00138671922219	0.00415602518188	0.00212186402267	0.00206304203108	0.000976162639474	0.00178886067887	0.00184434559243	0.00232409793907	0.00279446395752	0.00552178727006
s	0.119670230075	0.534100846639	0.0868060710653	0.0757083558783	0.120644694951	0.0216942530301	0.0138230645835	0.00661393924532	0.00188678043463	0.00490651919376	0.00254535980989	0.00204252203556	0.00101785815583	0.00141553640444	0.00114744682393	0.00104711167953	0.00150518811262	0.00342422246836
è	0.0856072360857	0.47938317908	0.162748184755	0.0648975675594	0.171135481364	0.0136207285709	0.0053776321145	0.00419075070645	0.00174858485355	0.00282362255173	0.00215434568529	0.00147946622684	0.000736964530625	0.000541323093823	0.000746046332842	0.000388138680632	0.000983070822634	0.00143769292076
r	0.0335861396012	0.393558834893	0.244299727118	0.126004686986	0.122490920248	0.0311571182178	0.0134174160188	0.00911718022968	0.00791056988481	0.00322947472008	0.00445503081374	0.00128674652279	0.00145299439398	0.000504132016335	0.00125016124127	0.00187052686903	0.000553123481071	0.00385524220883
e	0.0180487831714	0.267743084864	0.261177137573	0.213778733795	0.102960442763	0.0661339355419	0.0268921557623	0.0120719348349	0.0102030842747	0.00348359565855	0.00527636524024	0.00125019226719	0.00173341823548	0.000503175038067	0.0014211543478	0.00236601474909	0.000410851440324	0.00454595772595
m	0.0560574320934	0.177539475228	0.235321466548	0.216185309398	0.0986963938143	0.0958687374673	0.0399432733721	0.0215084298444	0.0122691660377	0.013270204309	0.00692286517398	0.00438637741886	0.00169022038402	0.00154028847804	0.00687834099426	0.00702821536866	0.00269599826338	0.00219781213667
u	0.0678310801984	0.141014706987	0.175142246207	0.244808494599	0.107873253165	0.118139220356	0.050234158934	0.0256652545308	0.0132483479219	0.016597204667	0.00764347544119	0.00555305407858	0.00181178747105	0.00207250233859	0.00872331080278	0.00860817818546	0.00346159256129	0.00157213314663
