 	avete	cucinato	le	verdure	</S>
e	0.5789910453	0.134974961385	0.074152183008	0.0159726410613	0.195909194425
m	0.475822701127	0.272208131395	0.123299446501	0.0478229519806	0.0808467926655
a	0.344875652356	0.414903636465	0.121422697746	0.0586309510535	0.0601670933512
r	0.296322100339	0.462950327155	0.158303019081	0.0302675290276	0.0521570571071
è	0.263764056713	0.529042387452	0.151109274922	0.0215064116457	0.0345778924994
s	0.269139990071	0.534116741417	0.143714758135	0.0295408257992	0.0234877054521
s	0.261497510577	0.386999411339	0.291128373578	0.0368650541305	0.023509657162
a	0.286107833809	0.234287120133	0.401160714211	0.0190308885272	0.059413439706
t	0.263301229596	0.111145450531	0.468666504889	0.0839185982787	0.0729682088753
o	0.245833887289	0.0606627074703	0.498738298896	0.108171548436	0.0865935357318
t	0.219210489289	0.0360236388301	0.500992791165	0.131800986512	0.111972059471
a	0.199939331609	0.021280160372	0.488149211335	0.143452921337	0.14717833509
l	0.192974931953	0.018215980996	0.449230790425	0.143606171399	0.195972104961
à	0.110452300351	0.0460398477799	0.324076528455	0.324380359153	0.195050958184
c	0.17180316117	0.0577300211584	0.149523087816	0.49048587426	0.130457857961
h	0.170812087216	0.0390961150201	0.20708436479	0.533117031004	0.049890404027
a	0.0603326935584	0.0312519148561	0.309862856984	0.455962567632	0.142589959149
n	0.0313147998286	0.0240693241634	0.310007237682	0.418941627133	0.215667005783
a	0.0323378416795	0.0171833940434	0.232147182936	0.328859693738	0.389471873128
</S>	0.0344871688555	0.0142522226222	0.147802502381	0.202129527909	0.601328556564
