 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.536165132785	0.102899924248	0.113942402346	0.011383142247	0.0120981666787	0.0513507490829	0.00568413778744	0.00427863792039	0.0247322918886	0.137465390698
d	0.43610149118	0.205568561443	0.118553690242	0.015777730875	0.0562696081567	0.0777295234017	0.0159009569931	0.00819848903362	0.0118969329859	0.0540029947961
r	0.315271653193	0.284918271881	0.124469565279	0.0490118533757	0.0915604791765	0.0688087184468	0.0241858584297	0.0100215588455	0.00456679169497	0.0271852416294
e	0.20490793307	0.39319628056	0.175293445318	0.0678571085959	0.0921576368181	0.0341021703338	0.0135723692203	0.004074931337	0.00153084515264	0.0133072841405
f	0.107253446803	0.505703653787	0.144517544139	0.0614827966986	0.081643788417	0.0225248840253	0.00970998240722	0.00325704657112	0.00134497790113	0.0625618903902
f	0.145119871514	0.502949239396	0.0758717822097	0.0627738185169	0.053027552669	0.0262350711728	0.043770738432	0.00754571979966	0.00128108789865	0.0814251255551
ò	0.135227377534	0.489576127465	0.0740320118999	0.100800728956	0.075957389261	0.027938114399	0.0567226987271	0.00734158923579	0.000447734184989	0.0319562189543
m	0.0711975112026	0.480417066755	0.0893328249533	0.126872294519	0.0926389309003	0.02463381948	0.040271057431	0.0188449662769	0.00591156119752	0.0498799629913
m	0.105355664385	0.381484213918	0.0590271023111	0.0978374616197	0.0988283584001	0.04470791395	0.0609721155604	0.0260011342	0.00778447841735	0.118001558902
u	0.0965292282936	0.21195931121	0.15977220801	0.139072266587	0.14179885374	0.07568614925	0.0551152315893	0.012685307638	0.00270365030305	0.104677796777
e	0.0375605421252	0.102290512577	0.282789721337	0.229939595396	0.164379303327	0.103610007217	0.0265557263524	0.00850676899702	0.00387205950586	0.0404957734131
m	0.0478550383686	0.0998456638223	0.224241631712	0.231017332019	0.132532852809	0.124327037426	0.0674812601838	0.0318932765523	0.0193864514334	0.0214194541401
o	0.0500548556067	0.093448825767	0.150664386904	0.201783700626	0.16367186847	0.175507885695	0.0867301727016	0.0405856254508	0.0221046435142	0.0154480435114
m	0.0301587091687	0.0654665057952	0.133961441468	0.165384936475	0.178425022557	0.230602942498	0.101975334474	0.0436656593169	0.0285715305654	0.0217879308418
a	0.0242192317167	0.0533144206192	0.118957139569	0.125125784692	0.173271383586	0.287697119433	0.111657840598	0.0449479190656	0.0320614579558	0.0287477050159
i	0.0103177133661	0.0305526442583	0.102054690988	0.102333206231	0.199275439862	0.372148833811	0.0918629285327	0.0503129041819	0.016870410101	0.0242712286069
g	0.0145152555705	0.0245319267319	0.0708206202613	0.0641887781903	0.158568201554	0.362493794337	0.128791895839	0.086627351394	0.0496063745641	0.0398558014219
r	0.0594910906701	0.0216916929993	0.0354577701871	0.0445299013568	0.126127397851	0.284348253446	0.163866931407	0.116048368198	0.089186104078	0.0592524964273
a	0.0644834024352	0.0141064646056	0.0199348321377	0.0403746941256	0.10477426455	0.313653976549	0.169228088702	0.143408597673	0.0775418631793	0.0524938192758
m	0.0359499299916	0.0203211465207	0.0170636712586	0.0447411431549	0.0843024601167	0.315338768916	0.168993700792	0.140127397498	0.11468082454	0.0584809576919
m	0.0353937937459	0.0237862192926	0.0263959975302	0.0350220461886	0.0733771649789	0.221661222865	0.211204862522	0.147243183433	0.11730704278	0.108608455114
è	0.0222948581991	0.0131506235855	0.0265522723574	0.0227376531935	0.0797153545863	0.193459223402	0.229657535087	0.182353351438	0.0865711755	0.143507942488
n	0.0786036428295	0.0107240023196	0.0161098874699	0.0217645061658	0.0971469423848	0.185937774221	0.177385521062	0.168414112639	0.131513338167	0.112400273109
a	0.0973056453327	0.00806446092677	0.010100395235	0.0264018432408	0.0859165989765	0.162203712994	0.174815436914	0.1638765235	0.158359577842	0.112955813583
a	0.0335580921016	0.00364627846909	0.00653680393633	0.0230106176701	0.045525829397	0.131114104354	0.175770531678	0.217103172787	0.218376918867	0.145357671208
n	0.0133755269425	0.00315991369961	0.00494007434805	0.0168785533077	0.0451688551097	0.091889391612	0.106255552793	0.270896855729	0.286486599922	0.160948695129
g	0.035677438837	0.00439050418138	0.00526527873296	0.0166908252193	0.0566252009879	0.100800392995	0.0906480160977	0.30827081911	0.235212574407	0.146418964356
r	0.0889181938977	0.00554249966961	0.00470452113899	0.00989647348777	0.0397854191413	0.100086983192	0.128582379099	0.32183612237	0.164694046936	0.135953374961
à	0.0777874679703	0.00430787776179	0.00232262862498	0.00642881365728	0.0186033165984	0.050180237524	0.109704386395	0.309013356901	0.208237638232	0.213414299029
m	0.042505545665	0.0226536577408	0.0132988111698	0.0236274389318	0.0316285025285	0.0375796471213	0.0991535132541	0.264813832678	0.243604554457	0.221134521063
m	0.0423123628255	0.0296919813288	0.0179440805327	0.0281555192552	0.0415166334185	0.0382273679871	0.129225712545	0.249136241853	0.198607968426	0.225182141738
a	0.0266656269176	0.0112443972603	0.00809710977937	0.0148219714493	0.0218636758299	0.0249770861166	0.10323394895	0.216467262293	0.164129710155	0.40849920691
</S>	0.0143682153225	0.00608617120944	0.0055449452185	0.0142562550161	0.0134957009715	0.0190356438397	0.068416393877	0.16510288462	0.157613067577	0.536080711455
