 	è	che	stanno	ancora	svegli	</S>
è	0.584944097677	0.210519455021	0.0615121860563	0.0126200997806	0.0219343842074	0.108469768558
n	0.454955595045	0.33046669874	0.119905500116	0.0291977207166	0.0225521315257	0.0429223292452
a	0.283215816701	0.43705085638	0.216283140545	0.0292677944049	0.0131767517751	0.0210056368001
s	0.134358362443	0.460274708793	0.282955205222	0.0985200383266	0.0120846701625	0.0118070422385
t	0.11339809505	0.443741120264	0.294555956807	0.125172768823	0.0116651377119	0.0114669394818
a	0.0899837108748	0.457358205421	0.377663217602	0.0533935021963	0.00973625209567	0.0118650977595
t	0.0518834856364	0.350050004607	0.434597668867	0.12400918357	0.0204330841829	0.0190265467362
ù	0.0382819809131	0.253663540069	0.454210949289	0.188804041408	0.0412863508678	0.0237531188146
n	0.030484040716	0.181188765356	0.46840380043	0.207879793563	0.0860844231755	0.0259591638674
e	0.0230301555702	0.112496731182	0.402851253543	0.359116625454	0.0818881574492	0.0206170474558
a	0.0156215320688	0.0660139384326	0.283497849961	0.539431505818	0.0785314576024	0.0169036844211
n	0.00647996265221	0.0286936453595	0.1776174746	0.509568490873	0.171232907584	0.106407511916
k	0.0653326037021	0.0696347053598	0.191225695567	0.333962670424	0.192503757187	0.147340568787
ò	0.0987321302101	0.086872654417	0.248483351309	0.288887454675	0.180740154652	0.0962842445377
r	0.0537151644376	0.0411139847827	0.211020959956	0.368897630892	0.236280912851	0.0889713283192
a	0.0252865711139	0.0260907356336	0.192466284293	0.385031240731	0.302326360968	0.0687987910731
a	0.0116481602939	0.0173465927353	0.164193354082	0.31415531281	0.442410102967	0.0502464693844
t	0.0256403065467	0.0175337893962	0.08512543588	0.235345061603	0.488636328616	0.147719070128
s	0.088265243161	0.0225354722751	0.080158677516	0.189852314601	0.365509605952	0.253678672263
ù	0.0892554791294	0.0145120950936	0.0831241996204	0.187358433491	0.350682889064	0.275066885174
n	0.031553353636	0.00672480673752	0.0475844092606	0.136349289144	0.433687578421	0.344100545258
n	0.0697251993758	0.0116602956255	0.0270800528306	0.0843215138707	0.435817133854	0.371395807686
i	0.0812935015901	0.011880041884	0.0204322964262	0.0827368437702	0.438515026865	0.365142299895
t	0.0640633244758	0.0274810054135	0.0177896935601	0.0780040559334	0.400298661388	0.412363263892
i	0.057935929522	0.0327558735349	0.0183694253125	0.0648975898905	0.237369320496	0.588671858557
</S>	0.0292574972286	0.0171022043202	0.0138006131045	0.0551182216193	0.143272338048	0.741449114279
