 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.692927701789	0.0411200404305	0.0098567274524	0.00281564586338	0.00335023001975	0.000670787074353	0.00286115745669	0.00125990823746	0.000601463882593	0.000932689874289	0.00293769897208	0.094511378188	0.146154583658
ò	0.696824657322	0.0724719751705	0.0153903218991	0.00152860432995	0.00211070939551	0.000334930823037	0.00109670484479	0.00191211846511	0.000480877711119	0.00214892292812	0.00632917643685	0.10422982113	0.0951411977905
t	0.672859490844	0.102191415536	0.0224880586547	0.001037700128	0.00164756328035	0.00082316803113	0.000658944807548	0.00216881839639	0.000464948569535	0.0026242880006	0.00767956198834	0.111711194151	0.0736448669309
t	0.569490748238	0.138679394166	0.0201602711201	0.0654204383225	0.00824190761088	0.0111014957072	0.00195451452763	0.00300322216968	0.00946685398678	0.0129884169093	0.00673774691831	0.116863851437	0.0358911335537
e	0.354700939986	0.32099817453	0.0342384015145	0.0870305264207	0.0107229743053	0.0139394554233	0.00219020725673	0.00324312631492	0.0124353375353	0.0166939570232	0.0108027388749	0.0917571576754	0.0412469860348
j	0.272235550615	0.336911001277	0.116270130124	0.0864172144151	0.0266656662758	0.0160099135438	0.0167941171659	0.00308761304332	0.00687880545526	0.00640257644047	0.00890916600538	0.0703259570973	0.0330922778715
è	0.210307064209	0.314495888759	0.202240349201	0.0874015984165	0.0317873879287	0.0166245741494	0.0216448435086	0.00325627904802	0.00507179277494	0.00322801478711	0.00682140294448	0.035733780558	0.0613870257792
n	0.106750206514	0.350865225049	0.265749241659	0.0436312570754	0.0171149650254	0.0141028570779	0.0161213762182	0.00445584016756	0.00636132921044	0.00353193123548	0.0067618204785	0.0888692510024	0.0756846931389
o	0.0752539017134	0.220552122612	0.401959376491	0.0668743758558	0.0188660921211	0.0142093504075	0.0147131720431	0.00607898143661	0.00786492258334	0.00495997080344	0.0106307204986	0.120454404215	0.0375826011313
m	0.0639437166732	0.155573297271	0.457033164537	0.103914777164	0.0389309551917	0.0153600416079	0.0145976189109	0.00833183632245	0.00873946438154	0.00520062112245	0.0142174761638	0.0902601901029	0.02389684503
e	0.0442516892531	0.125249979699	0.499412794132	0.100380625625	0.0434394080866	0.0154124850581	0.0145449433911	0.0080816617877	0.00814082837579	0.00361304827772	0.0107874414984	0.109170370112	0.0175147412298
v	0.0325544921131	0.072201929615	0.565667495131	0.097623988312	0.0474865621822	0.0248532218202	0.0175987979011	0.00902039933735	0.00741202872918	0.00251261135659	0.00797791621604	0.0985618370995	0.016528738242
è	0.0252106192144	0.0411721076517	0.56063900343	0.138498058857	0.0484789045754	0.0282178862547	0.018551609839	0.01046752397	0.00731685730411	0.00288282099455	0.0105082206909	0.0670190213608	0.0410373612197
k	0.0148659415882	0.0203233355439	0.48722976549	0.172598755011	0.0809863078398	0.0144657205929	0.018873053625	0.0103332458575	0.00825755186039	0.00678864348226	0.0131002446261	0.100061540877	0.0521158810526
k	0.132188146898	0.0227936872651	0.32734293025	0.170181759709	0.129777512107	0.0161378491616	0.023342448991	0.0124540684802	0.0170382029573	0.0093800943217	0.0155090596207	0.0918089712981	0.0320452669237
i	0.195496490072	0.0279876293331	0.239979385743	0.214235779676	0.135502042262	0.0451711317712	0.0215698625263	0.0138943639554	0.0178405396572	0.00887038561194	0.0143894624698	0.044667758924	0.0203951669207
o	0.113987327926	0.0264595732011	0.194977932728	0.284908768218	0.165068579554	0.0686460615771	0.0221534021848	0.0289702894311	0.0149349152763	0.0112622826566	0.0105212401112	0.0409423714203	0.0171672437252
p	0.0635568597679	0.0236852688796	0.163433129923	0.263353983185	0.216716025118	0.0988721423457	0.0256093318709	0.050087305893	0.0148967123876	0.0114885646038	0.0107181904466	0.0445410066371	0.0130414591635
u	0.0286878768585	0.0145277356095	0.159764343414	0.217611519944	0.268533341239	0.116359929315	0.0357273963436	0.049710319321	0.0127615022799	0.00903626721629	0.0193551912156	0.0564616134372	0.0114629561818
l	0.0123779659674	0.00949780486937	0.125706963911	0.167621785704	0.32880527148	0.119947012838	0.0458854583679	0.0357579930403	0.0135425333186	0.00899649534176	0.0205623226637	0.0828771979604	0.0284211949606
ò	0.00673441470798	0.00761151508839	0.129953662797	0.134495787835	0.32951316708	0.141011246746	0.051417895176	0.0275029108934	0.0121299881995	0.00777230277592	0.0120067762289	0.104498488551	0.0353518376911
t	0.00344753520049	0.00793853022743	0.141227676783	0.114202408985	0.26318432588	0.174738706275	0.0728646095787	0.0404969484111	0.0187876955732	0.0200958780116	0.0232538476719	0.0961213490875	0.0236404832519
o	0.00316106451649	0.0132307945338	0.0923148930044	0.0798957485017	0.20440796216	0.205262349318	0.14068289846	0.0793575900437	0.0298931986977	0.0380083029822	0.0335919011475	0.061274341513	0.0189189637388
s	0.00352426480284	0.0125784719752	0.0562195155722	0.0558130811774	0.187422658167	0.206748076175	0.172318116667	0.0855533317212	0.0254866569859	0.0441551994474	0.0279628698412	0.0915836781373	0.0306340973171
p	0.0745448724186	0.0277210485103	0.0360661524421	0.039722162336	0.194474299169	0.195948329927	0.136563788536	0.0677487924404	0.039242389042	0.0371870956825	0.0275049698217	0.0941588288802	0.0291172743805
ì	0.0968516864716	0.0308977628726	0.0757943534074	0.061327686012	0.172843363225	0.175393481242	0.124729113205	0.0660238064801	0.0417315665473	0.0206192119275	0.0240993417736	0.0918837179342	0.0178049050056
t	0.0336771032401	0.013304914762	0.118885611724	0.078865491054	0.13332477989	0.181257313081	0.144755508228	0.0975712942934	0.0276536769158	0.0290005488385	0.0185436913175	0.10884431408	0.0143157609934
i	0.0217033076022	0.0213176863657	0.0814828030518	0.065640393585	0.10238035139	0.174164180894	0.193003832076	0.141728773964	0.0427982964386	0.0683511680288	0.0178148788858	0.0588928692472	0.0107214660553
m	0.0169023343685	0.0226659139174	0.0518907346542	0.0444132777733	0.134595275577	0.170223312165	0.194462366025	0.165324682855	0.0526809079662	0.0829782692076	0.0196784016019	0.0334263812673	0.0107581424344
u	0.00605726359884	0.00915038399712	0.0375143753307	0.0300449949178	0.164241835826	0.150654860722	0.193402411075	0.163628273152	0.0532078065421	0.0928565757539	0.0250682862006	0.0421692254185	0.0320036994381
c	0.00449156365429	0.00781917738873	0.0729786615747	0.0190413018913	0.199947872842	0.115771470241	0.185168837358	0.148422779117	0.0465751640474	0.0826298320313	0.0233802541935	0.0513227373002	0.0424503329314
e	0.00535759520906	0.00813450200568	0.0868153683646	0.0167474812571	0.211382724147	0.11174960748	0.170173357053	0.145112516839	0.0522127828158	0.0801086238971	0.0313132235198	0.0493552332367	0.0315369772651
p	0.00497511509578	0.00694521148066	0.0356814323673	0.013139301091	0.187324010549	0.104448660093	0.185854497851	0.15670464408	0.0606004070319	0.092273003519	0.0311219895113	0.0939799160156	0.0269518137057
