 	le	canzone	si	scrivono	alla	notte	</S>
a	0.555320349932	0.20159136266	0.0275336573452	0.0668066418433	0.00398059794607	0.0109309679187	0.133836413143
t	0.45444195331	0.312503324983	0.0327069557784	0.0705432475513	0.00860022260079	0.0105320780164	0.110672234839
r	0.520144324203	0.24622425048	0.0443721602001	0.0701405102086	0.0091365056353	0.0048581038655	0.105124152392
a	0.572677850191	0.281339714216	0.06782536515	0.0251400665457	0.004208268848	0.00273837391539	0.046070347973
ù	0.323651644375	0.529826821405	0.08029161711	0.0102840011659	0.0269377517254	0.00767134886876	0.0213367903181
d	0.159028700739	0.518032625135	0.114002783143	0.0143604764733	0.0781185169245	0.0881688058301	0.0282880869471
i	0.0950052557073	0.364876027045	0.290997875048	0.0306117633978	0.0775156348908	0.110528167624	0.0304652931742
a	0.0428507243544	0.287753884148	0.450137640283	0.0533216713718	0.0721948694016	0.0797478380821	0.0139933755439
g	0.0161232297851	0.163300296356	0.329501519154	0.169259654603	0.141089899738	0.149206323412	0.0315190754521
r	0.0582385278444	0.0932833187053	0.203103760845	0.212976777144	0.177837635646	0.153593488071	0.100966484905
à	0.0729170839774	0.0693767944018	0.184676988675	0.240773289718	0.203284747282	0.124928995937	0.104042091062
f	0.046160469513	0.0458463655139	0.116800571818	0.296505108766	0.244179865361	0.162578893412	0.0879287299607
u	0.0403623924012	0.0373914733153	0.124532822653	0.228108016842	0.320458251187	0.154163607544	0.0949834364536
t	0.0270008083395	0.029083201727	0.115366577472	0.188378432757	0.390749787462	0.170960730395	0.0784604590085
t	0.0327826724374	0.0161677542282	0.060679976858	0.234238735509	0.365871617354	0.166053226212	0.12420602267
e	0.0267117419851	0.00855737719955	0.057841235402	0.195369131982	0.406829383585	0.122420009304	0.18227112652
t	0.0098593376622	0.0066637085472	0.044641455968	0.11634919937	0.441742997275	0.209446253148	0.171297042073
s	0.0118232752026	0.00496349808293	0.0213550966873	0.166107439414	0.374496624838	0.236424155116	0.184829890478
e	0.0119887660197	0.00300809612247	0.0163100171396	0.142754344566	0.364722904279	0.190950518172	0.270265325759
n	0.00457806251597	0.00192135172705	0.0114491334563	0.060291928225	0.336185783986	0.347984696457	0.23758902912
ì	0.0021533224063	0.00131208830975	0.0087360786374	0.0837475922677	0.259435564289	0.510809664152	0.133805688507
t	0.00604333523555	0.00114649999566	0.0095724002603	0.0950060046746	0.228008121496	0.564374830051	0.0958488026357
t	0.0262813696972	0.00391383120314	0.0106312640734	0.0949848043599	0.197710150165	0.504059076417	0.162419503879
a	0.029884113301	0.00471959312767	0.0114366768879	0.0883580539963	0.186088333448	0.296715712606	0.382797521626
</S>	0.018042160405	0.0028531889645	0.0101056313819	0.0527572566621	0.195454061814	0.193296786403	0.527490918813
