 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.37303391218	0.395406437281	0.0286979551267	0.0349085352378	0.0192603721231	0.00917156381507	0.00983807158158	0.00389208617076	0.125791088764
k	0.238476668636	0.447298137107	0.149396575334	0.0184664124298	0.0170108447804	0.00783912064794	0.0352388336938	0.0123308721625	0.0739425537593
à	0.129136048422	0.539152787049	0.188572961815	0.0119008416323	0.0163300495012	0.00514915307392	0.0434417247705	0.0145127537206	0.0518036810972
j	0.157671736724	0.56778517915	0.1277589835	0.00951934734643	0.0459793239738	0.00411872000076	0.0460014139571	0.0214791390845	0.0196861562288
o	0.202385426908	0.522597773183	0.119837289891	0.0112992741488	0.0594203914015	0.00439757469986	0.047096903677	0.0238232095956	0.00914215485103
t	0.160572255149	0.494818593381	0.149636793043	0.0222122667229	0.0657825069341	0.00336116384872	0.0292380804066	0.016448357628	0.0579299684828
r	0.233713447134	0.322846236314	0.208280836153	0.0429535212876	0.0659884346074	0.00480787039031	0.0268694377044	0.0140352636941	0.0805049584046
a	0.25248542437	0.254579941491	0.259327566864	0.128865667316	0.0390810408538	0.00612233060291	0.0171137141571	0.00531137477134	0.0371129577526
ù	0.118813761128	0.291220658215	0.33986498323	0.171789532449	0.0337224073713	0.015118923111	0.0106218060466	0.00255817944626	0.0162897493855
d	0.0546512984528	0.259351826936	0.336312054999	0.160091734847	0.0714567100704	0.0231363255437	0.031089837967	0.0458215859046	0.0180886269981
i	0.0447453655671	0.162136452043	0.2357002179	0.296540267282	0.12190211091	0.0178386744679	0.0415687203557	0.0605652408322	0.0190029421639
a	0.0278346657798	0.174097606071	0.139434132773	0.412994260995	0.166036383237	0.0218191302226	0.0213739258059	0.0286802932632	0.00772958707165
a	0.00980704033272	0.168136953791	0.0894182036977	0.359165982893	0.265300840346	0.0560413182742	0.0232751032286	0.0240529405365	0.00480161561733
s	0.00516019154234	0.110071529142	0.0608864981326	0.250875607624	0.349411057115	0.0767302033114	0.0762475362722	0.0282950728318	0.042322294524
ò	0.00354796392862	0.0514112784387	0.0511043193775	0.170816316375	0.445414589838	0.10081200119	0.0920149284707	0.0291840150219	0.0556945914692
z	0.0128944316454	0.0397854736323	0.0390990069192	0.177382864258	0.437831353013	0.101764703557	0.0880952180236	0.0524676687473	0.0506792906986
i	0.0174518193029	0.031481450831	0.0316571020848	0.202535914373	0.355620782871	0.104943368512	0.139194098808	0.0657249717091	0.0513904912295
g	0.0161992742203	0.0190696550159	0.0287401891867	0.159716877718	0.31111199469	0.174922625537	0.159859202069	0.100116093263	0.0302640945498
r	0.0268233473923	0.010024755323	0.0172979404516	0.141239168799	0.22891399273	0.188051556379	0.17060763969	0.145954460421	0.0710871542566
à	0.0220253185262	0.00521380789354	0.00980179844253	0.138634600441	0.168205695877	0.190550828726	0.183023808297	0.17540940102	0.107134765299
t	0.0240508766541	0.00595351935926	0.0128217683441	0.125301621668	0.148797558626	0.197117102909	0.198672020832	0.203316521487	0.0839690171463
s	0.0366270497093	0.00608392670669	0.0125622236315	0.137324007929	0.124116650249	0.149313639276	0.232290480944	0.151599199596	0.15008281895
i	0.0249370000287	0.00328335585106	0.00556211758577	0.114740629084	0.096643879107	0.131008775365	0.281229934048	0.111104859332	0.231489455171
i	0.00873457180868	0.00450934262427	0.00455166730379	0.0738938047485	0.101040347353	0.147681727155	0.305262284083	0.173202461077	0.181123806457
n	0.00334815773342	0.00447618091278	0.00418830947439	0.0430946719108	0.0972717022443	0.129736826445	0.274849814094	0.306186243692	0.136848094886
ì	0.00153791400507	0.00212022340736	0.00934092742914	0.0241560566527	0.104184547164	0.097296787075	0.248792295431	0.404566840897	0.108004392729
t	0.00498073141892	0.00120213852764	0.011579111401	0.0275832391943	0.134324110237	0.0768863886917	0.24650442321	0.434862328632	0.0620775044097
t	0.0148364802065	0.00235757109965	0.0150601098613	0.0702515114564	0.119414193708	0.0505175064639	0.235578550137	0.378836011744	0.113148041025
a	0.0138768069243	0.00283058161366	0.0151941296499	0.0767113574874	0.0711079052127	0.0428998480433	0.188322827646	0.243051573581	0.346004966163
</S>	0.0072644938434	0.00176142022788	0.00813345437368	0.0426018243636	0.0498902788673	0.0472527376046	0.155454348223	0.17164102799	0.516000422081
