 	il	morto	vuole	pianto	</S>
o	0.396921305682	0.303946719965	0.14529270781	0.0093542532713	0.144485012281
p	0.179453507831	0.503537168502	0.195146035463	0.0411702479438	0.0806930425292
e	0.085076813187	0.616909871834	0.188882715901	0.0504339028269	0.0586967097526
s	0.117343425356	0.580100483611	0.15453858494	0.105664024579	0.0423534934731
a	0.118885379139	0.61431256187	0.106085118533	0.124172968165	0.0365439584687
m	0.0560721323663	0.684090936623	0.0846653750443	0.116868906007	0.0583026424946
m	0.0900691352908	0.591991590541	0.0461323409826	0.194081904637	0.0777250307313
è	0.101167380222	0.511608933747	0.145952846162	0.169011992832	0.0722588324499
n	0.13333703974	0.407226273922	0.254089376587	0.133539495329	0.0718077999897
o	0.150716249175	0.280896094281	0.400117975796	0.117884067243	0.0503856089166
t	0.0649268145857	0.15950869314	0.528333996971	0.202862252468	0.0443682395389
è	0.024820786403	0.0822876525333	0.595537838029	0.251988791856	0.0453649208283
l	0.0647813279671	0.107852126818	0.567708169343	0.211040471619	0.0486178940181
i	0.0843938880763	0.127381084713	0.413796195781	0.273114133386	0.101314697666
g	0.0427268703954	0.0730951920376	0.369368127527	0.349666397089	0.165143425255
l	0.0762052388151	0.0643064884699	0.258355535509	0.449416724363	0.151716034236
a	0.0812806738121	0.0587494411563	0.12479963317	0.509932872554	0.22523739183
m	0.0309120085951	0.0299546828344	0.0780872294567	0.555923684351	0.305122385343
m	0.0476115159717	0.0806507320691	0.0604767474522	0.557372998117	0.253887980083
è	0.0502462704977	0.0898263115794	0.0883300701441	0.486625861652	0.284971464397
n	0.121400212376	0.0350905286718	0.107908014208	0.484688901137	0.250912326732
o	0.145699191115	0.0162699179901	0.0739163477827	0.435139797381	0.328974735044
</S>	0.0742619063456	0.00966093089435	0.0520964439613	0.362535540733	0.501445178022
