 	possono	essere	ancora	svegli	</S>
i	0.566190877585	0.0719715978087	0.0377384293743	0.116009407813	0.208089667302
s	0.630411725862	0.110668374316	0.0814723917236	0.102248919704	0.075198574252
ò	0.660634694754	0.182263082945	0.0926559962531	0.0361361472963	0.0283100640832
z	0.562254994845	0.279081911315	0.0909691959769	0.0368780226875	0.0308158614011
o	0.354492544548	0.464303195572	0.111873240228	0.0373578989555	0.0319731182987
n	0.191854698016	0.587214709057	0.162939018389	0.043656093926	0.0143354801174
e	0.0917984156491	0.603827519552	0.244263041003	0.0503154953048	0.00979553418073
ì	0.0516455231254	0.573016868051	0.271479319808	0.0955029905209	0.00835532171304
n	0.0398094597205	0.480711201217	0.293830571303	0.161214292777	0.0244344868901
e	0.0398432366616	0.364248353166	0.412095077301	0.154135005764	0.0296783160834
a	0.0207861825507	0.217538745593	0.5323390883	0.203778985325	0.0255569846211
n	0.0131184936363	0.119248491728	0.4731089747	0.282503900155	0.112020131487
k	0.142935883261	0.090403166596	0.3546578299	0.261895591765	0.150107521876
ò	0.183941017489	0.0968009885427	0.344262707167	0.270442169568	0.104553111599
r	0.0730950540718	0.0767099677916	0.399853923856	0.346029714523	0.104311341286
a	0.0363766845742	0.0920182812722	0.386480638592	0.380241177181	0.104883227382
a	0.0161165843722	0.098621686132	0.308140408371	0.478430929267	0.0986903864607
t	0.024070395169	0.0570609270471	0.20311892219	0.521870712756	0.193879035354
s	0.0921275336901	0.0395035242886	0.154806078623	0.408124445139	0.305438431625
ù	0.0974007116599	0.0212821980051	0.157985319801	0.396587632133	0.326744156048
n	0.037010212658	0.00847315578697	0.111091174471	0.467903123311	0.375522339749
n	0.0989796782292	0.0104584444742	0.0599128672361	0.450281568217	0.380367444383
i	0.11580136699	0.010948077171	0.0525696443114	0.431935602919	0.388745313328
t	0.104967272398	0.0080529944169	0.0577046542238	0.387099660458	0.442175425683
i	0.100864998916	0.00965768979488	0.0483909969237	0.230141216371	0.610945106268
</S>	0.0506764746259	0.00943891811166	0.0356659082414	0.134190615785	0.770028089134
