 	il	morto	vuole	pianto	</S>
t	0.560287444332	0.182886410895	0.0966980251244	0.015899459322	0.144228653993
o	0.439351863097	0.331643754632	0.162672735584	0.0134553971815	0.0528762420348
n	0.318483576841	0.353647695544	0.191590141375	0.0898977239281	0.0463808650271
a	0.182128573055	0.451807469715	0.210620603665	0.113722774479	0.0417206042302
p	0.075737096931	0.594065518505	0.198031660415	0.074480048145	0.0576856975361
e	0.0382924042037	0.658783701035	0.175554042998	0.062618587657	0.0647512578788
s	0.0542278479399	0.605711089812	0.177751777786	0.121163077221	0.0411462154131
a	0.0639014875303	0.574910275404	0.185502465422	0.14197400378	0.0337117962124
m	0.0350805658818	0.588221969535	0.146925750141	0.156728319907	0.0730434021321
m	0.0794386634273	0.479979139578	0.0773573737199	0.245075932929	0.118148892987
è	0.0972768788122	0.390016475099	0.192307505646	0.212902158573	0.107496979061
n	0.155461104683	0.274786316553	0.300103875215	0.175136389054	0.0945123057357
o	0.176661489068	0.176555345498	0.405960875072	0.156389252845	0.0844330478119
t	0.0694413272037	0.0954987874927	0.525437144815	0.236417074148	0.0732056714573
è	0.0256921894112	0.0457432983296	0.561312774063	0.303566614683	0.0636851102304
l	0.0550172988175	0.0522802796485	0.524056241354	0.295746043661	0.0729001353681
i	0.0692947883364	0.0567955958791	0.345927461718	0.360083835774	0.167898314589
g	0.0338822430869	0.0289722629319	0.286755158406	0.407041620078	0.24334868239
l	0.0666627452331	0.037281271216	0.224357994129	0.474237796759	0.197460159528
e	0.0729648709364	0.0384444667435	0.0962805082563	0.5153838176	0.276926323181
m	0.0289420486108	0.021667757928	0.0463043593054	0.548973531213	0.3541122923
m	0.0434726073025	0.0629237212913	0.0397566860885	0.573270923738	0.280576052119
è	0.0443311590541	0.0690456501691	0.0588783700295	0.518844417119	0.308900393819
n	0.121546096844	0.0278301759577	0.0698631541898	0.5072906003	0.273469951846
o	0.14781873178	0.013753405726	0.0475805947266	0.427416475686	0.363430788655
</S>	0.0752770490307	0.0077835356631	0.0302696682583	0.332414578142	0.554255187827
