 	voglio	un	forno	che	vende	rustici	</S>
t	0.633742101197	0.0677724728082	0.064260614829	0.0316327262613	0.0163277386329	0.0163185417453	0.169945819219
è	0.744642761399	0.0782663369827	0.0638069824057	0.0298295502344	0.0158587036037	0.00623914011069	0.0613565330187
l	0.708704625753	0.0854425266209	0.0286972323139	0.0577179015892	0.0396469132333	0.0128214731201	0.0669693236498
o	0.451627597071	0.30224298532	0.022199144142	0.0770369049311	0.0624495128349	0.0154741876364	0.0689696644234
è	0.270449532477	0.4356914089	0.112792912658	0.100644711322	0.0511585152009	0.00579717326626	0.0234657250486
n	0.151214536979	0.395054012093	0.18618142625	0.136373270487	0.0968870020592	0.0251764463538	0.00911327820639
a	0.094387469716	0.381229020698	0.255098064403	0.122842647362	0.10986107389	0.0319298937122	0.00465181977898
f	0.0719366553163	0.316547540519	0.336610746588	0.144877340987	0.0935248837629	0.0319480612865	0.00455476081761
ù	0.0394551305548	0.237369485193	0.379066942756	0.193568807662	0.111057347768	0.0335296160229	0.0059526624756
r	0.0295699969309	0.163598877998	0.380586109325	0.213066575954	0.104272399616	0.0575136076926	0.0513924415589
n	0.103462152304	0.105507180333	0.321361888572	0.211915955585	0.112608157272	0.0667077800539	0.078436901207
o	0.12011793972	0.090287676211	0.224123048394	0.315421085195	0.161322063557	0.036921319864	0.0518068753883
k	0.0517363691323	0.0808860110237	0.130675798686	0.423365703065	0.213832559186	0.0663524325107	0.0331511309254
a	0.028394338452	0.0588516022176	0.104525198177	0.411841424355	0.289146643062	0.0826246750836	0.0246161211151
p	0.0154309441071	0.0470464324956	0.0854277893736	0.335665793852	0.352315743687	0.135996358341	0.0281169395184
u	0.0105867200021	0.0264356581198	0.0928834742545	0.260262697017	0.403825171896	0.174069758514	0.0319365252595
l	0.0101764228891	0.0169710047639	0.0791933401134	0.190464533872	0.387695076432	0.281179919105	0.0343197053798
ì	0.00975091061583	0.010249730627	0.0424976866151	0.121204081491	0.295609011411	0.461294939635	0.0593936450866
r	0.0120293696401	0.0048873404087	0.021655361349	0.0815215312303	0.262145118337	0.541710421145	0.0760508714289
ù	0.0127838342359	0.00307352487315	0.0114471527665	0.0515455714801	0.248309959779	0.568295192315	0.10454478001
s	0.0185633177923	0.0065311969533	0.00967113379437	0.0496371507967	0.249916816526	0.542500952238	0.123179444343
t	0.0855453666246	0.0126930734855	0.0548008670975	0.0452329572856	0.254239639242	0.385214684893	0.162273418862
i	0.0937168219072	0.0103463163392	0.0661692299431	0.0309682650016	0.216145496467	0.249511121391	0.333142751761
k	0.0341588982453	0.00527817070917	0.0235830715706	0.0388006355869	0.228942558942	0.34435303301	0.324883625954
u	0.0143188650998	0.00368710264224	0.00980913663822	0.038796377869	0.227577685027	0.373407455803	0.332403368018
</S>	0.00734507366001	0.00301718813329	0.00609459207664	0.0263486993445	0.181290393883	0.313978252901	0.461925793009
