 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.483213929009	0.264704257469	0.005503718988	0.00411186397232	0.00150043835923	0.00235136547824	0.0105247685143	0.00912779142047	0.00477586760982	0.0440219549879	0.0684447873653	0.101719290131
j	0.417394462132	0.359352725414	0.0122243826827	0.0252620195767	0.00218284202543	0.00495341447678	0.00520799811208	0.0042075196787	0.00439380605708	0.0417618217283	0.0550238538245	0.0680351760636
i	0.434909864451	0.377184721089	0.0439387331596	0.0329271002286	0.00276115904761	0.00581678053801	0.00428777338851	0.00275297915045	0.00418488484537	0.0187816793312	0.0413751568052	0.0310791807898
n	0.381036057624	0.418342671447	0.123505823133	0.0172745134069	0.00324145382554	0.00492123359601	0.00365487013889	0.00151461089301	0.00162862632984	0.00633382685765	0.0183603492433	0.020185963368
è	0.237502433623	0.517651054748	0.135724520911	0.0115156439966	0.00331339470765	0.00459035468226	0.0027405476405	0.00110933045605	0.000851923693851	0.00267058962508	0.0123665011085	0.0699637047866
k	0.125141197022	0.567948666895	0.084458400437	0.0335091031998	0.0170127714769	0.00444951103391	0.00432509783386	0.00816929041355	0.00151889512306	0.0134212781654	0.049290560375	0.0907552469095
a	0.0977319870806	0.396718212765	0.255843158412	0.0512824802666	0.0250371096711	0.00511746278425	0.00688332968254	0.0123646771965	0.00229257105991	0.0168903897501	0.076195297749	0.0536433541142
t	0.0740500700048	0.235724898441	0.430210195604	0.0792711807555	0.0312303467585	0.0060222258235	0.00698201229503	0.00965545674702	0.0023857363312	0.00653310494176	0.0635506680382	0.0543841146183
è	0.0529598628134	0.172636763404	0.484640347135	0.105311294732	0.0346334880495	0.00642655978343	0.0064149384385	0.0102715544451	0.00545273672188	0.0118389605098	0.0587186157002	0.0506948622751
l	0.0494740077582	0.155941829345	0.452175340578	0.133142733657	0.0509873343198	0.00597908914608	0.00863091386059	0.0134744183064	0.00683811109084	0.0199908926432	0.0555580280309	0.0478072757346
i	0.0520401087808	0.110408260913	0.354791279926	0.247099453486	0.0792194714933	0.00883169205203	0.0101949937881	0.0119641634479	0.00419692427351	0.0142080375735	0.0617937734875	0.0452518133656
n	0.0244758671497	0.0472062956421	0.343474625609	0.305226921895	0.0718706465178	0.033830279807	0.0161479679807	0.0128852014041	0.0037021312453	0.0118331806951	0.0940663123428	0.0352805356282
a	0.0123492252805	0.0227234029462	0.309817810503	0.346589814498	0.0898369711926	0.0468011787033	0.0200767058576	0.0132224583148	0.00900654459004	0.0183110019673	0.0859255450137	0.0253393135726
p	0.00719902953611	0.0151550829496	0.213291848548	0.419925628166	0.113556193038	0.0539093378344	0.0191841227325	0.0160480721173	0.011010691218	0.0164642093953	0.0900103569153	0.0242454208005
u	0.00420598550118	0.00936406814613	0.150068503929	0.415310775322	0.149418783519	0.0644748804715	0.0259372253775	0.0209725546945	0.00642787282384	0.00877814034263	0.119210250093	0.0258309581872
l	0.00274059198954	0.0144313554543	0.125860371716	0.396703212012	0.177969248553	0.0594280648038	0.0305703715458	0.0246351073037	0.00576853802515	0.0047488548265	0.111140225003	0.0460040541155
i	0.00225788002706	0.0151259901728	0.0961310193653	0.349930586909	0.221029787031	0.0657481308479	0.0471783655019	0.0289800310627	0.00779597056545	0.00320583747769	0.111537171005	0.0510792175383
z	0.00192518031023	0.0095887584836	0.0842229258751	0.300797687688	0.253012918777	0.0803659997493	0.059407326574	0.0284606550011	0.0143440531721	0.0026084154843	0.101785182016	0.0634808792532
z	0.0995305735561	0.0240077189272	0.055126849465	0.296326321205	0.183930710892	0.0750670312631	0.041321403558	0.021632322091	0.0142182648116	0.00502582079357	0.0657322012083	0.118080768861
è	0.131077387252	0.0293832038627	0.0453790441983	0.267298228912	0.184808169591	0.0986000959877	0.0320607269927	0.0113042967601	0.00732268238853	0.00528056056877	0.0895588162334	0.0979267732827
s	0.0514211751075	0.0201517303998	0.0659073993028	0.231295848424	0.21834430049	0.145018439029	0.0731500810109	0.0214036328354	0.0126777624668	0.0078947496352	0.109635155232	0.0430997196586
s	0.10515916304	0.0144884788819	0.0548151308323	0.225939731721	0.181014565797	0.169270229456	0.102209351184	0.0260446308311	0.0169565977289	0.0229784390966	0.0574582453513	0.0236654331829
i	0.115960167043	0.0071305097554	0.0230243889309	0.17168978634	0.165885969099	0.207529459985	0.145952327575	0.023502427973	0.0301093379496	0.0241391002682	0.0620104618804	0.0230660575036
o	0.0392173901657	0.00302397128411	0.0155215481175	0.08000375686	0.159455568966	0.237762491995	0.194695599925	0.0483723614243	0.0410125260272	0.0530198405454	0.0988661285315	0.0290488186256
s	0.0148634469762	0.00264576084751	0.0195853745443	0.0413966458467	0.179714738975	0.245140638242	0.174127146082	0.0591448098154	0.0369114451597	0.0772743213194	0.0954882236845	0.0537074600509
p	0.0697532969767	0.0255244923511	0.0266725641948	0.0912220133489	0.187064911445	0.200998524558	0.142070620201	0.0394253868525	0.0328855463999	0.0702240356374	0.0586847500782	0.0554738769324
i	0.0871449822009	0.0339310889527	0.0222303901405	0.102103372023	0.146520331815	0.198849398953	0.181873876867	0.0340053204242	0.0450224498466	0.0684007072911	0.0432254121941	0.0366926683076
t	0.0633354090016	0.0146906850185	0.0273976081971	0.044080925001	0.131465402172	0.241143030158	0.222400313889	0.0338485748327	0.0568614800735	0.0441293802339	0.0661283310414	0.0545188484859
i	0.0549921684305	0.00930990476091	0.0304787960297	0.0335903172787	0.118221213357	0.210408504359	0.25614871023	0.0444796118022	0.0941777668892	0.0350532536815	0.0614048263758	0.0517349302666
k	0.0224853778088	0.00717195762117	0.0252542720028	0.0278525639512	0.0941848146057	0.1716930517	0.28031593541	0.0662248287907	0.124331307468	0.0487805862951	0.0936994326453	0.0380058759955
u	0.011208361705	0.00372428561037	0.0205816609639	0.0171705072031	0.0727854843952	0.160722728613	0.284338585137	0.0766556890536	0.143235381794	0.064600199285	0.112679316508	0.0322978168318
à	0.00379020355275	0.00622877856657	0.0273779852533	0.0150999169482	0.0547522570184	0.181888213604	0.256769530912	0.130020509818	0.152747587131	0.0641811832623	0.086970314136	0.0201735389239
i	0.00131668616533	0.00749890494762	0.0371584307066	0.0174859081862	0.0478753901821	0.216731045135	0.175650214504	0.181113219806	0.13048708931	0.0788340514441	0.0895521851053	0.0162968700213
m	0.00312359623886	0.00382464851204	0.024086294541	0.0208897097417	0.0512020548367	0.161569656645	0.174013321368	0.155712917935	0.119404799677	0.0977214109147	0.173556569555	0.0148950331004
è	0.00370419212051	0.00192242614811	0.011729989738	0.0152306053639	0.0374618058856	0.112700561208	0.168491078456	0.146065402312	0.124945879669	0.0725838868362	0.284544120918	0.0206200849068
r	0.0056244379704	0.00918391111037	0.0150417405375	0.00848281097597	0.0226878769639	0.099687777076	0.155851994312	0.161556164637	0.13768602116	0.0641732405101	0.295010881173	0.0250131773356
i	0.00634064670601	0.0117273176299	0.0155651333618	0.00810327812658	0.0192098817509	0.0661022962853	0.137230239131	0.124216036612	0.15284666996	0.12088626113	0.237606657084	0.100165617279
n	0.00230847261968	0.00434256764723	0.00653773315473	0.0075765873456	0.018165535679	0.0613449130684	0.11004617471	0.0872335991373	0.172454273473	0.13317255897	0.251847739121	0.144969853873
a	0.000934644819664	0.0024192650154	0.00442379658416	0.00921064488411	0.0193320279147	0.0569771228375	0.0916176891033	0.0746081785124	0.189798881538	0.146178929414	0.269923408174	0.134575398738
s	0.00229418332779	0.00347752750399	0.0118689922586	0.013277876362	0.0222659601656	0.0722785326472	0.0768780529011	0.0650333248641	0.202990040066	0.159607243149	0.252193333858	0.117834925233
t	0.0243816136509	0.0101457961604	0.0213163335312	0.0191199344432	0.0262742108385	0.0739243956291	0.0901098339004	0.055991876448	0.192659688709	0.163132364683	0.233038069753	0.089905873971
a	0.0298162515636	0.0106954448765	0.0157981738035	0.0156909005111	0.0196202949868	0.0472002470504	0.0656331554601	0.0381581330027	0.17549755693	0.206164913576	0.174679357838	0.201045558564
s	0.0107024896457	0.00421201357291	0.011646682777	0.00666781565264	0.0115310372493	0.0512743697555	0.0381493148467	0.0279084851376	0.14985903913	0.232839137414	0.234524972466	0.220684636788
ì	0.00433551251572	0.00407251012084	0.0118825188918	0.00458434822227	0.0086649459351	0.0623261104075	0.0294866292356	0.0457694310425	0.122765809617	0.177010397192	0.347973459889	0.181128326863
p	0.00161763225003	0.00447931775755	0.0119682316058	0.00463596362821	0.0121215479756	0.0703324377002	0.0370094374319	0.0888750559275	0.134203485734	0.0770942675107	0.39553248363	0.162130145868
u	0.000718353048575	0.00351595636669	0.0104997632956	0.00394163676643	0.014357249368	0.0754616325601	0.0386607833306	0.0821304220358	0.12001028966	0.0923645928256	0.34606195301	0.212277383536
l	0.000860825434557	0.0027426491747	0.00721736277361	0.00387442811317	0.0128619911535	0.0686533079867	0.0444977714302	0.0525838186053	0.11762671722	0.105466764184	0.349017425803	0.234596952279
i	0.000910478941341	0.00148743514862	0.00580583206557	0.00335374477382	0.0109612700189	0.0550862859882	0.0450297425101	0.0403403350018	0.119188613582	0.100092984189	0.365293204068	0.25245008386
t	0.0021635797216	0.001442983681	0.00866910676892	0.00686304923147	0.0128562821743	0.0487579694247	0.04612411593	0.0334635260673	0.101317901716	0.106957573384	0.354684658156	0.276699254553
a	0.00272130119938	0.00139524729386	0.00961569182295	0.00787681638789	0.0126267054046	0.0392290074786	0.0456378046233	0.0307409603024	0.10229965789	0.104213620461	0.321664885452	0.321978290784
</S>	0.00159945521997	0.00077461710515	0.005100187824	0.0042938156805	0.00755814634726	0.0255349054209	0.0274524276916	0.0227914299712	0.088777724902	0.11612827416	0.251504978826	0.448484022392
