 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.745364685853	0.0452724956377	0.0015964208125	0.00140404855995	0.000380649028892	0.00994115437663	0.0978119934411	0.0982285570268
A	0.683508648935	0.169468277979	0.0054355351952	0.000787046029781	0.000512666702385	0.00901598093964	0.0968910045558	0.034380833344
n	0.613911028257	0.197391488926	0.00936756704657	0.000576864925749	0.0193948375289	0.0316477113758	0.114376256061	0.0133342594732
n	0.521556100198	0.195626565365	0.0591534069709	0.0189020276125	0.028583851682	0.0467393238044	0.11718053931	0.0122581930442
a	0.348348482833	0.435156813911	0.105052883939	0.0252944299715	0.012865960299	0.0233069922258	0.0396163974738	0.0103580201071
à	0.220675488715	0.63292195197	0.10357849974	0.0120417752836	0.00486911708503	0.00891276032401	0.0133777555064	0.00362263921784
r	0.174049161436	0.500243266323	0.185642025647	0.0192332628743	0.0321290699433	0.0215631194776	0.0603100589176	0.00683004160458
t	0.161197796732	0.273668130189	0.296205585416	0.0630330137381	0.0635790569686	0.050418830879	0.0766032973911	0.0152942945071
e	0.120080690385	0.226865119811	0.425455674005	0.0971547871594	0.0477052080962	0.0430771352418	0.026523419245	0.0131379661723
n	0.0491885070951	0.228073928533	0.473172993635	0.0705914570065	0.0386118320141	0.0891611973087	0.0432437870697	0.00795630900133
a	0.0234635909309	0.202032338774	0.474547653778	0.0988654505622	0.0406041046847	0.105699130877	0.04884936068	0.00593838525536
s	0.0148846753709	0.138680803091	0.474462539259	0.159478603994	0.0308581801816	0.103569189807	0.0710046931011	0.00706132661191
t	0.0310271813477	0.0739182535197	0.437437953886	0.179585828198	0.0404548057605	0.132825569732	0.0804749812665	0.0242754201465
è	0.0341117888602	0.0831568075959	0.434735309029	0.233283133066	0.0723267268335	0.082009537564	0.0311401852766	0.0292365022799
i	0.0154867746623	0.106065392999	0.33472259661	0.262368761639	0.149855316658	0.0724247946347	0.0274915523222	0.0315847997143
i	0.00971819171225	0.0944602056772	0.20348258965	0.238376629017	0.243209457686	0.129613577805	0.0505801120494	0.0305592028521
t	0.0130097852003	0.0603505195167	0.136753783857	0.254145781159	0.235961031809	0.145091312368	0.10888349627	0.0458042672792
t	0.0163264957099	0.0353284510376	0.120325617046	0.327566840886	0.17477479705	0.120872035256	0.12335961375	0.0814461324923
u	0.0122559229427	0.0303991408425	0.107776797588	0.310677844375	0.217980542217	0.177008912485	0.0793688305433	0.0645319755667
m	0.00961232552293	0.0209508212881	0.0655124431427	0.245853761954	0.223655577339	0.286939315828	0.113434044448	0.0340416861022
b	0.0189071684017	0.0338108069387	0.0512123949882	0.283227504467	0.16813441618	0.259196046876	0.152905472949	0.0326061857194
r	0.0284086649396	0.0344618873309	0.0601251246587	0.273722948189	0.17727394106	0.189543175025	0.198686497183	0.0377777673751
ò	0.0186157789877	0.0167388593796	0.0407514476384	0.203832433848	0.169594007753	0.226344332942	0.232090652461	0.0920324869884
s	0.0114417529568	0.0171828531859	0.0277496241723	0.166636934081	0.215830414851	0.279643917447	0.171138702687	0.110375796003
e	0.00890681748152	0.0168557610678	0.0267744887042	0.145002774599	0.21805344565	0.306888634549	0.196117771529	0.0814003062743
m	0.00354611407728	0.0100605902625	0.0165846118855	0.108544320952	0.138637060097	0.338673186583	0.296734385876	0.0872197353781
è	0.00222714763467	0.00518701636683	0.00953236570237	0.108950021441	0.0959979205457	0.319259828328	0.352409738092	0.106435959746
n	0.0207868638932	0.00373371023054	0.00979096880732	0.106400574214	0.113107458115	0.273021528909	0.375107421231	0.098051473982
a	0.0268949235677	0.00476834764531	0.0122943654897	0.0859588652523	0.119920115336	0.23558526577	0.357245277544	0.157332850061
s	0.0100806565019	0.00496853880996	0.0138364774489	0.0718076327684	0.08752954117	0.220506051723	0.413763385248	0.177507729654
t	0.00872906625638	0.00419320853599	0.0108102731512	0.0544967621535	0.119395891557	0.234752726774	0.451969173749	0.115652912851
e	0.00871655089567	0.00437730625063	0.00819568267363	0.052097332093	0.110090039951	0.191719400325	0.383024241916	0.24177945895
p	0.00384687872686	0.00249503144885	0.00696983183797	0.0263366699184	0.0596065708621	0.181285714775	0.471227157305	0.24823214695
l	0.0237167645544	0.0197502006159	0.0112238810158	0.0284518857551	0.0522666002074	0.191294463925	0.564559411435	0.10873678975
ò	0.0308845078693	0.0265832318876	0.0111298647157	0.0321485387024	0.0406576633841	0.141411421708	0.498041442812	0.21914333205
n	0.013725556795	0.0107031382472	0.00540060868653	0.0166281471608	0.036982659463	0.118650273369	0.522003577604	0.275906036283
n	0.0493847322259	0.00497082665253	0.00359492020485	0.0113231705608	0.0383536394863	0.114527671963	0.545107707868	0.232737315228
i	0.0587487274341	0.00301875779656	0.00249371141605	0.00971630601312	0.025072037357	0.0746517928477	0.383465206956	0.442833440609
</S>	0.0297244760032	0.00227866285165	0.00230404874694	0.00838436126899	0.0217612778028	0.0528242048539	0.264596299978	0.618126652304
