 	non	mi	aspetti	che	non	vengo	</S>
m	0.228853380883	0.279474431395	0.164973159083	0.105402830699	0.013520463583	0.0212282455454	0.186547449569
ì	0.168284810802	0.373586833501	0.26119360872	0.113826266466	0.0107582411016	0.00939095540014	0.0629592595479
m	0.0882055015847	0.413681937941	0.326030638126	0.0753148548753	0.0346273110358	0.0384430109367	0.0236967280197
e	0.0480763544932	0.385838444355	0.380537488595	0.0805921835584	0.0459958115159	0.0481706922124	0.0107890241225
m	0.0559493542005	0.342988817938	0.405242184263	0.0910624183828	0.046104356146	0.0529566831113	0.00569619288955
ì	0.0568577654091	0.192651860652	0.468400811423	0.148521970924	0.071004866392	0.0556800264094	0.00688268102232
n	0.055774583079	0.134561714677	0.462736610966	0.186912290975	0.109762169797	0.0395632367225	0.0106893800329
i	0.052991092129	0.0903237040335	0.354195546011	0.311782518992	0.146798562666	0.0338216191942	0.0100869505613
k	0.0258671204183	0.048420375434	0.298532823496	0.368836317664	0.133777264555	0.112459171885	0.0121069016441
a	0.0196079969373	0.0346859144798	0.260973810243	0.352030024555	0.168703664185	0.146761271662	0.0172373130947
e	0.0132013282453	0.018716050853	0.19506875049	0.345301540318	0.285585454328	0.110364339607	0.0317625601549
n	0.00514848082437	0.0131110906299	0.125479058051	0.213071626837	0.300265543063	0.243234969889	0.099689250555
è	0.00381433890682	0.0224077245059	0.096470286149	0.128929068943	0.266540536108	0.352544488896	0.129293554452
r	0.00482859201052	0.0330396161408	0.104477808661	0.100054094534	0.253563497703	0.411395933232	0.0926404450173
k	0.0194080253421	0.0251565339968	0.0753351719393	0.108523511531	0.199237400834	0.439655946144	0.132683389012
o	0.047128558362	0.0262097066902	0.040727146955	0.097445086441	0.149018024478	0.354634406381	0.284837057944
m	0.0431281114672	0.0265491150925	0.055927872279	0.0623095517443	0.165703982693	0.364240016327	0.282141352681
e	0.0211391880895	0.0146869055321	0.0573580647901	0.0415172770474	0.155782497824	0.343063224042	0.366452834927
</S>	0.0163373841552	0.00913580489979	0.0300213190007	0.0263438609227	0.107647642302	0.257780327521	0.552733644464
