 	la	pasta	vuole	sale	</S>
i	0.621226290621	0.0891094756398	0.148953743288	0.0121196415476	0.128590862395
p	0.402159714174	0.138411256947	0.202641994936	0.156062482852	0.100724555733
à	0.219169266491	0.303946834982	0.185521532312	0.200869971057	0.0904924038822
s	0.227514275297	0.427427213661	0.217776602371	0.0872182685964	0.0400636478936
t	0.182278248386	0.467413561707	0.173933189977	0.151710191675	0.0246648055729
a	0.122606652459	0.464594175322	0.233481019846	0.16511508451	0.0142030566843
ì	0.0895739753984	0.292713386334	0.532085239282	0.0758880957153	0.00973928917183
t	0.0361601926982	0.142721715605	0.629146192827	0.178849291206	0.0131225873808
e	0.0421547315819	0.0893408582648	0.503970855076	0.320150519602	0.0443830247667
l	0.0702873449525	0.0676941525514	0.388832276359	0.401759058934	0.0714271678756
e	0.05951120921	0.0486290914737	0.308434480053	0.454696831378	0.128728390999
à	0.0242538423315	0.0441134500973	0.310223675864	0.478201696559	0.143207343306
l	0.0104669907595	0.0290048708953	0.278236452375	0.55433981322	0.127951878529
a	0.00616896053092	0.0142994617244	0.169534195116	0.487901897807	0.322095500896
</S>	0.0036285379221	0.00950720608119	0.116416344685	0.379468389003	0.490979551948
