 	il	vino	buono	deve	essere	invecchiato	</S>
o	0.501881684208	0.312114667158	0.0071533210216	0.0059014913805	0.0069294983361	0.00447491184759	0.161544404021
k	0.313268685611	0.472406816119	0.0486864770872	0.034899282723	0.0505457967882	0.012346541928	0.067846394609
r	0.268724965749	0.50303482704	0.0736720642324	0.0424902877007	0.0618199965754	0.0146084058885	0.0356494189349
a	0.236973105332	0.64669768468	0.0586959887263	0.0176519880737	0.0215171392738	0.00491643200509	0.0135476306131
s	0.103346748356	0.66455889156	0.106810843864	0.0311339088784	0.0545602397226	0.0222655841473	0.0173237720195
ì	0.0563183085524	0.669699685187	0.121631760711	0.0393691850788	0.0672951575165	0.0281073113858	0.0175785506526
k	0.0960333932545	0.651125229729	0.0796449004937	0.0416636333123	0.0384557117658	0.0311476384135	0.0619294637644
a	0.111363072383	0.49906385531	0.189754352518	0.0551852285241	0.0348631383899	0.0324368588815	0.0773334816731
l	0.0700445325329	0.422073790503	0.260248605393	0.0791588406414	0.0631775507446	0.0669092740469	0.0383874000537
ò	0.0457671146366	0.303473092901	0.229831746064	0.157468967414	0.149832466848	0.084150147703	0.0294764592536
e	0.0186178012824	0.168735289956	0.260163917052	0.295727509138	0.188355866683	0.0440708163097	0.0243287941555
n	0.00869643493869	0.0779710295407	0.208664010575	0.354595124379	0.219357796094	0.102110020773	0.0286055959511
a	0.00715370628419	0.0677098579157	0.111404633872	0.295431476126	0.372586381031	0.121154461398	0.0245594880156
è	0.00528550467497	0.0562495296396	0.055705121364	0.260006036975	0.53464264101	0.0729357913193	0.0151753842261
n	0.00743082981927	0.0293890406341	0.032765517172	0.225190754392	0.487181753203	0.20033012784	0.017711994431
e	0.00909111152035	0.0259031292292	0.0271634087683	0.170105014287	0.415768631934	0.314280121947	0.037688585017
a	0.00414405394286	0.0182035774478	0.0260016564093	0.133065218476	0.434669781978	0.334241447449	0.049674249347
n	0.00155498010777	0.00768952057823	0.0218002067126	0.084719205476	0.363013462793	0.446230616883	0.074991981897
v	0.0734279423353	0.00886177944621	0.0451133810809	0.0578166363853	0.301454149331	0.422403720094	0.0909223730323
e	0.097841157328	0.00939746045664	0.090125631717	0.0522894946471	0.23270183791	0.365229675031	0.152414730777
k	0.0352348543829	0.00702174579545	0.071191613411	0.0342764725077	0.15402085077	0.54007450621	0.158179941499
k	0.050399533785	0.0145132774272	0.0583834675477	0.0313181568626	0.19280720519	0.561730952737	0.0908473914863
i	0.0541192465274	0.0145918105562	0.0549055647281	0.0295717935374	0.193078048123	0.432907740912	0.220825788109
à	0.0202972449494	0.0111221205965	0.0369187434764	0.0376706253085	0.167798448801	0.465037257904	0.261155548436
t	0.0135607465721	0.0124761185732	0.0335968372552	0.0530533778477	0.157048979534	0.592662616901	0.137601309092
o	0.00996266645147	0.00863682424592	0.0175081920076	0.0451726375519	0.114017407258	0.513954068967	0.290748194911
</S>	0.00530142886524	0.00604430032969	0.0100601550082	0.0357191418619	0.106588769399	0.358571640483	0.477714560455
