 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.442803571134	0.230161067892	0.0548208706226	0.018771819253	0.0109369640265	0.0156439737876	0.0163076244515	0.0402715012496	0.170282601617
g	0.362878244963	0.261930690431	0.116755772301	0.0377647555249	0.0469139862632	0.0302709414686	0.0266417038938	0.0329542805018	0.0838896060176
e	0.307796246123	0.299657819877	0.175127994887	0.0441541699596	0.0568145220283	0.0276855615405	0.0234942843379	0.0125384186657	0.0527309658842
n	0.214852518769	0.452226333492	0.149026516496	0.0401419008712	0.0492494993233	0.0156387894492	0.0302429824186	0.00784893246591	0.0407725287803
i	0.120525042588	0.533664269097	0.154812429165	0.0518176191437	0.0513559870644	0.0123591671511	0.0326353107078	0.00627802671673	0.0365521522734
t	0.0771445240564	0.550868953166	0.148561989208	0.0519874238946	0.0593774543875	0.0114670429704	0.0691259104073	0.00516869301584	0.0262980165873
ò	0.0640793230101	0.456363921042	0.179908805889	0.0939061157649	0.0811326749585	0.0142137720408	0.0825399108033	0.00491298022897	0.0229425003825
r	0.134369874134	0.304284421534	0.213908215734	0.115539296275	0.0939683348482	0.0175433587931	0.0557587108251	0.00513599281925	0.0594917849895
u	0.134831883555	0.180885878245	0.321100710082	0.123505058178	0.0964446642781	0.0209452230898	0.0455508715941	0.00511642893077	0.0716192663417
e	0.0587927230511	0.128889421322	0.415157566027	0.169923306726	0.132695613426	0.0347022052033	0.0297536145502	0.00271714390722	0.0273683932062
n	0.0221334263857	0.102202728731	0.266912225102	0.179998547235	0.208685073909	0.0460393210678	0.115550128657	0.0137474732584	0.0447310688792
è	0.0109413050445	0.056671338637	0.149043070994	0.276101833405	0.252895159736	0.0497350565893	0.139872959258	0.0170770522654	0.0476622129669
n	0.0660548502461	0.040672099075	0.106174869438	0.290877695468	0.269459258445	0.0620648349964	0.103341489369	0.0268771706982	0.0344777358732
u	0.0843375780518	0.0377807346255	0.094073791176	0.224408632223	0.290722212682	0.121408175032	0.0863987887297	0.0304198943179	0.0304502025819
s	0.0324071470636	0.0271683441486	0.0760934812993	0.244081580541	0.296883201961	0.165094872411	0.100254925923	0.0421132487102	0.015903213266
a	0.0128291431003	0.0304720572378	0.0609757205391	0.236800980047	0.253113023054	0.21959702467	0.126799436574	0.0478427272691	0.0115699048509
l	0.00688702653803	0.0303994927666	0.054714004891	0.216175610069	0.195459036818	0.227444378757	0.149133475298	0.10272969551	0.0170572796374
l	0.01584114255	0.0197533916075	0.028282009753	0.16716989161	0.205528773406	0.195808248386	0.200132911966	0.137157011177	0.0303266124591
i	0.0177727940224	0.0170395063828	0.0227544253523	0.10812378487	0.216504898802	0.238471510329	0.233684648329	0.082105727777	0.063542689973
m	0.0121332322839	0.0165386503843	0.0207996328241	0.07216037617	0.171288683067	0.263663891643	0.251862038608	0.124533848884	0.0670196462977
o	0.0112181657247	0.0155398929247	0.0200056892567	0.0705733896167	0.153417498622	0.291550191481	0.230448034361	0.155171118744	0.0520760356192
n	0.00625174724858	0.0109366968858	0.0133216280633	0.0815627072856	0.124158198807	0.257737202274	0.233024619027	0.220195691284	0.0528114944131
ì	0.00324605440449	0.005982639053	0.00526913986003	0.0553732255452	0.0659984768023	0.153329241805	0.289915534782	0.379871257155	0.0410144033337
s	0.0325430373513	0.00635134434807	0.00692217664854	0.0385795929251	0.0444274700674	0.120378523868	0.291678687194	0.409695256845	0.0494238935739
o	0.0424326006521	0.00676442851573	0.00831756645294	0.0396790391777	0.0433059752538	0.124344726823	0.239126077251	0.388726945555	0.107302623305
m	0.0168518838171	0.00424583018654	0.00573316396094	0.0285083820009	0.0363709277426	0.114934307741	0.217747863662	0.428540769858	0.147066869702
e	0.00815848551244	0.00341667840275	0.00435136158406	0.0202332706253	0.0305798353991	0.0963345677337	0.205878318926	0.456804325799	0.174243151567
m	0.00419775490656	0.0022995821751	0.0030347649971	0.0141727216769	0.0226683114046	0.0762759270646	0.196588183809	0.49563112378	0.185131636989
a	0.00311716837373	0.00201440754723	0.00269744267081	0.0124970736973	0.0219272747015	0.0695833203815	0.18212228301	0.511894222327	0.19414681673
i	0.001707049756	0.00146328634969	0.00194210453289	0.009415562683	0.0166794660712	0.0540042375385	0.174119915357	0.508025805176	0.232642566243
</S>	0.00111103676213	0.00119883890027	0.00160574917652	0.0055105857236	0.00998159886167	0.0478532343462	0.173710380979	0.520997011588	0.238031560521
