 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.747637892469	0.104232979607	0.017066541742	0.0103664590786	0.00181580288546	0.00192989655227	0.00296959335023	0.00670765591727	0.00281887249235	0.0186980092057	0.085756277729
ù	0.67525267729	0.210942649069	0.0396971003971	0.00727074198946	0.00450584993018	0.0137600840168	0.00264955023066	0.00636728937796	0.00176072998444	0.00777070481687	0.030022605704
r	0.45671401505	0.328933432356	0.0754358558221	0.00609875181435	0.00529770856859	0.0172174002303	0.0514927417225	0.00777374118059	0.012460849719	0.00466861207488	0.0339068872878
u	0.219566510897	0.558553048119	0.0750408972074	0.00574564383985	0.00311997788369	0.00759975896038	0.0681474901395	0.00797827439608	0.0160300464224	0.0036354009333	0.034582934655
k	0.10720257695	0.583184224973	0.116281123002	0.0330596827546	0.00884105540296	0.00530504054894	0.0542184917408	0.0130496610047	0.0174376689656	0.0437034011902	0.017717068062
a	0.0707762276533	0.517005682591	0.200257038934	0.0430646851715	0.0120573476397	0.00534221517626	0.0496120690728	0.014838923775	0.0179140447383	0.0570597544367	0.0120720237337
s	0.0516359210231	0.465533153197	0.295957397711	0.0249153900772	0.0109403905766	0.0127879385347	0.0580308066601	0.0214055679085	0.0251469392887	0.0222494716906	0.0113970170635
e	0.0395203288555	0.346215894866	0.41443551967	0.0314528410544	0.0149674192722	0.0190023767075	0.0613593448743	0.0235821937022	0.0276055713105	0.010645672616	0.0112128248214
t	0.0308042871557	0.257446900755	0.474184194257	0.0481595513215	0.0183561919487	0.026794297566	0.0491147178276	0.0225525534514	0.035958777116	0.00908550706542	0.0275430153749
o	0.0283294904492	0.202300168712	0.431636193086	0.100746320797	0.0446184137076	0.0415520456001	0.0477191521351	0.0224460712435	0.0389831568985	0.00857161464936	0.0330973703897
r	0.0258295194931	0.176195493364	0.319662579229	0.201482799646	0.0613739465559	0.0476744812332	0.0527560934997	0.0184081478153	0.0374645522401	0.013121461264	0.0460309134644
ò	0.0251213013891	0.114552971761	0.187418701196	0.328476012782	0.077024902852	0.0731695209291	0.0714840052066	0.0184376129382	0.0393417150046	0.0146988350643	0.0502744163936
m	0.0441660663209	0.108429912214	0.108448775119	0.373904639281	0.0970767847507	0.0807209047744	0.0657007205155	0.0299266781718	0.0309618979281	0.0341739345607	0.0264896879033
ì	0.0411600561877	0.0727069953333	0.0891534318297	0.35485061777	0.13326402709	0.0895613153315	0.0913293729585	0.0358995903539	0.0325092039874	0.0409740385212	0.0185913369191
a	0.0192949803732	0.0385027294313	0.0477036274861	0.337070876064	0.244393443783	0.0801940118932	0.151317399533	0.0225470245168	0.0348689220785	0.016726798299	0.00738016959476
f	0.0175287763645	0.0172733243298	0.0236031427216	0.253605583113	0.304818967881	0.0753937788631	0.152144402578	0.0354055392245	0.0730012048595	0.0368107910006	0.010414474284
o	0.0199282062729	0.015795253041	0.0289115291272	0.157153957584	0.330645582534	0.103312104397	0.168544629393	0.0483787102748	0.0746480469065	0.0417034740377	0.0109784854783
r	0.0102278979533	0.0142188111797	0.0297037416157	0.105379232195	0.330877401511	0.111353669079	0.174544605871	0.0561394791116	0.0729962770288	0.0640339734479	0.0305248966811
à	0.0043415423042	0.0101279948892	0.0189829120841	0.0979107138563	0.230570372404	0.115843450906	0.201051662097	0.0604991979039	0.139875501283	0.083324736616	0.0374719075577
e	0.00215157567898	0.00741944390017	0.00997001032752	0.132575990706	0.12873595251	0.077497536294	0.322895294099	0.0786105490653	0.167354066894	0.050421951708	0.0223676192796
n	0.00175557792567	0.00436309846723	0.0100416538354	0.10473847012	0.0858349344249	0.0422323188367	0.278289898366	0.137545552072	0.207650963625	0.0890696415467	0.0384778858496
s	0.0169856885174	0.00452195378848	0.0189887772241	0.074361281242	0.093790328455	0.0607532830256	0.149154932122	0.213720224824	0.217927849068	0.100880701286	0.0489149673399
e	0.0216058887979	0.00470100616549	0.0190541168412	0.0671482215229	0.0836178951183	0.0679027880052	0.166958183041	0.253747706841	0.170731485956	0.0728728335087	0.0716598583233
s	0.00784843032138	0.00528449887096	0.0114659524666	0.0263907572866	0.0448361986861	0.0402781105784	0.169483055947	0.27185002378	0.162262390772	0.13144145993	0.128859111768
c	0.0136552528923	0.0138739095101	0.0102456310212	0.0667703813723	0.0454140975087	0.0569311589728	0.132828659056	0.254623922727	0.13756565054	0.134014057377	0.134077266753
e	0.0179609994659	0.0157542463266	0.0114868771013	0.0833514545121	0.0473520389029	0.0624209571243	0.185019248225	0.208486957309	0.161294340609	0.0883861813923	0.118486686554
r	0.0100609869898	0.00736271192339	0.00867713039267	0.0320843583007	0.0379715559823	0.0404356201308	0.175470816503	0.191689112216	0.215011788056	0.182584068611	0.098651837898
r	0.00878557651447	0.00378782949246	0.0112596770096	0.0369636615689	0.0417072753021	0.0364906121369	0.0988808726957	0.191607283919	0.272051132539	0.23568395147	0.0627821190593
è	0.00713534897414	0.00191498345192	0.0110717258342	0.0399265682786	0.0277221500924	0.0224979486203	0.0692993053119	0.143147970716	0.34131254786	0.251351324623	0.0846201399998
o	0.00274064422793	0.00113371144321	0.0042663624346	0.0168436702003	0.0116895554681	0.00985699200597	0.0661092500173	0.0822034686103	0.279364349167	0.379207012874	0.146585002667
m	0.00368609228115	0.00423209086901	0.00450697104328	0.00953301605925	0.00897997143697	0.00899226695519	0.0654865666724	0.105576462432	0.186497530789	0.468434210291	0.134074833956
à	0.00413394260175	0.00495664485126	0.00496564233949	0.00602880088162	0.00790644572252	0.0107560932074	0.0463211015241	0.0967112897183	0.198469998556	0.535437325884	0.084312719012
i	0.00190441229953	0.0020352158772	0.00252525656283	0.00276194332603	0.00462234783665	0.00608332236593	0.0255926305747	0.0452689034271	0.154557543279	0.564500247748	0.190148183831
</S>	0.00133747270804	0.0014090173071	0.00168366597563	0.00200533865945	0.00333294835974	0.00314129088166	0.0225254789374	0.0328384116336	0.0891750276395	0.543502734874	0.299048631216
