 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.432730207234	0.351042572031	0.0465540292573	0.0024171839918	0.0181527666523	0.00675614833735	0.00926651104891	0.133080562961
m	0.231769334729	0.530282134877	0.0692234080858	0.0114498640996	0.0727934544043	0.0225072860553	0.0161305548667	0.0458439430225
a	0.127264804766	0.623765077826	0.0781793062286	0.0193079519465	0.088308982614	0.0272502736604	0.0184635717398	0.0174600072611
r	0.116340236157	0.588379021942	0.10699081261	0.0663187367355	0.0676388728319	0.0152365009943	0.0245735519113	0.01452225802
ì	0.0935556063137	0.539985998647	0.176303512737	0.0839242976952	0.0574521423585	0.0103337680758	0.0265532086379	0.0118914706623
o	0.0386598756268	0.446039773216	0.404896238446	0.0535736812694	0.0308881950475	0.0117767872061	0.00952908151396	0.00463638118911
e	0.0170471159688	0.200526848139	0.637525985482	0.0702159000175	0.0397693482526	0.0284854127054	0.00406340389762	0.00236598784202
t	0.00924176239116	0.0928587015397	0.612996607294	0.148375940246	0.0479158416462	0.0347066768312	0.0407226220879	0.0131818328263
è	0.00702799997032	0.114291550767	0.523103151898	0.216337420549	0.0478152356754	0.0215582525207	0.0529970958872	0.0168692871476
l	0.0463919415954	0.140127747116	0.438735189166	0.262022741716	0.0642939856051	0.0171551662772	0.0202839161679	0.0109893150383
i	0.0608165549804	0.0900354925453	0.296281430722	0.384061753039	0.129436989522	0.0206267062804	0.0094928869532	0.00924817760323
f	0.0342186471881	0.0492950372218	0.221007352441	0.42318009068	0.197282956058	0.0399731856668	0.0301381544135	0.00490456295861
a	0.0239051239872	0.0271688072019	0.174853152014	0.420143458227	0.257997523437	0.0543936366356	0.037920552147	0.00361774424754
m	0.0151832561709	0.017810724592	0.098536032538	0.398005549942	0.330366952146	0.0661691926119	0.0695802237277	0.00434805985918
è	0.0106681007093	0.011629812121	0.056279026066	0.297851076214	0.410021367049	0.116061404471	0.0905307839986	0.00695841401773
n	0.0555809397784	0.00595932336723	0.0979183073147	0.213038274105	0.43466428605	0.111728234824	0.0692543237222	0.0118563045372
o	0.0709447329496	0.00450371906549	0.109172463004	0.148622605208	0.444243865717	0.144742981675	0.0596828723541	0.0180867570037
a	0.0241516078458	0.00326926808834	0.0887000660547	0.101472148329	0.420897237239	0.254650829592	0.087927555318	0.0189313007966
p	0.0261147852758	0.00423465876348	0.0905088150579	0.0670687319297	0.406163337146	0.229747921164	0.157398835973	0.0187629287342
p	0.065150644429	0.00970579254983	0.0544559246623	0.14348686959	0.357244811049	0.159734168788	0.193285020091	0.0169367717914
è	0.0606083466344	0.00950128651959	0.0249937952634	0.159173386745	0.292232505616	0.159524549696	0.246040160864	0.0479259803705
n	0.0444281470049	0.00452203685462	0.0217394988016	0.067677989423	0.324688727172	0.137642912665	0.335447223221	0.0638534730302
a	0.0388045758524	0.00403474615089	0.0229079123838	0.0535954631623	0.275826927957	0.171278508088	0.326061098674	0.107490763183
o	0.013218905368	0.00299560739263	0.015195456149	0.0459968768548	0.184165393786	0.233625056696	0.374872186891	0.129930521361
m	0.00979950035197	0.00297834680363	0.0112245646835	0.0443432417776	0.171549762362	0.245950542299	0.44761258363	0.0665414539737
a	0.014487972317	0.00324599590628	0.0101729312988	0.0576852388285	0.230839931341	0.233903165966	0.373870057077	0.0757946951446
r	0.0118171570247	0.00179231015716	0.0110198511676	0.0408367484088	0.19225971667	0.210546665582	0.448768919559	0.0829586194015
è	0.00548756517252	0.00233038139585	0.0093744221208	0.0212259568089	0.0923380896667	0.161296682994	0.645847699186	0.0620991884205
i	0.00253734693444	0.00259220077092	0.00537061370677	0.00958555904051	0.0472790632919	0.101381303983	0.620962694129	0.210291226007
</S>	0.00167220760979	0.00189166985372	0.00476683099375	0.00550708282267	0.0288473774404	0.0891671317585	0.514848703664	0.353299015004
