 	non	ho	cosa	a	fare	</S>
e	0.664245347998	0.0707710645587	0.101688951708	0.013260604881	0.0107715558175	0.139262437439
n	0.473284007166	0.143076498053	0.173439581143	0.0564568405603	0.0629709115208	0.0907721152782
è	0.208081940242	0.332884238018	0.226517271448	0.0765618008381	0.0812247077456	0.0747300098237
c	0.100644501347	0.390765504406	0.307307228216	0.109380867931	0.0570129084525	0.0348889707259
h	0.0721826810157	0.385185587202	0.308684667739	0.120295804797	0.0498704965108	0.0637807435256
o	0.0681821442664	0.358931565801	0.375652522646	0.110196577819	0.0205926740769	0.0664445008458
t	0.0415696286942	0.204625508134	0.482939631949	0.176642119873	0.023869747579	0.0703533682982
i	0.0224507127641	0.125499638219	0.40352572585	0.321054146624	0.0447367795997	0.0827330173594
k	0.0114537965052	0.0785549036883	0.24624963055	0.377423939075	0.16303238832	0.123285346653
à	0.00625774664888	0.03652075676	0.110663465323	0.244103700158	0.443226682693	0.159227640744
i	0.00311318447185	0.0148154059452	0.0470142710343	0.137707262853	0.547217708498	0.250132172741
</S>	0.00271409794159	0.00889349857657	0.0310566117971	0.111730086226	0.479331468649	0.366274252371
