 	il	muro	vuole	uno	specchio	</S>
o	0.444155642554	0.113010604594	0.137472710388	0.109252866851	0.0107723109894	0.185335874636
t	0.316754200411	0.222117571445	0.163977733879	0.157546247066	0.0741079003324	0.0654963704511
ì	0.18395001094	0.427230459395	0.139280159116	0.133940468148	0.0899382033222	0.0256607163463
c	0.101127574263	0.488198012865	0.141931777245	0.1515936817	0.0864252994138	0.030723650754
h	0.213233051674	0.306110022755	0.119612765615	0.182248581227	0.0849679539216	0.0938276027421
o	0.231092750961	0.253058696605	0.246644049005	0.141948483609	0.0288743841994	0.0983816062492
t	0.088015947903	0.241999848288	0.408373354335	0.123424174603	0.098486098126	0.0397005516922
è	0.0363724695521	0.207947676563	0.455269168112	0.128499508494	0.122829584498	0.049081578412
l	0.0515325074688	0.280057287894	0.411204678704	0.131660122298	0.0570152757353	0.0685301191006
i	0.0578242545479	0.282281570417	0.335371295835	0.212223203566	0.0464020671518	0.0658975942985
n	0.0276718814031	0.174779887472	0.272182805545	0.307325491209	0.168457678624	0.0495822405095
a	0.0145573861735	0.142176435641	0.231505538288	0.324842997223	0.258734680975	0.0281829412772
n	0.00875797033457	0.12365062374	0.181310954263	0.330844790808	0.322807619758	0.0326280337324
g	0.0885311372917	0.0528155514293	0.110511067981	0.341675313803	0.364064139953	0.0424028044975
h	0.149762721664	0.0313263379098	0.0909052844937	0.304198484734	0.301243469984	0.122563702695
i	0.0868615965806	0.0257826282686	0.0860354974379	0.226488340711	0.281434681295	0.293397255168
a	0.0295220358302	0.0216558427666	0.0684235010816	0.24382599087	0.320576144432	0.315996497343
l	0.0104133283908	0.0228423303366	0.0331917624828	0.279990271043	0.484154182144	0.169408129168
ì	0.00448254086725	0.0233673598011	0.0194574499383	0.179891300934	0.516159958981	0.256641392823
</S>	0.0029996524341	0.0161929286999	0.0160389499452	0.107544297067	0.439298948891	0.417925234412
