 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.644943690839	0.179284708962	0.0118732979918	0.0100067851598	0.0132675910497	0.0113136867158	0.00703222201779	0.00384848033903	0.00242897817439	0.039094395925	0.0769061809965
d	0.565096052613	0.245982157621	0.0487873797913	0.013021195875	0.0186307162503	0.011622112046	0.0135529165688	0.00169979822558	0.0252047481292	0.0179812896697	0.038421668006
ì	0.523170104984	0.253653832115	0.0999417789978	0.0171064485533	0.0237659622857	0.0105269535784	0.0142843250998	0.000948240177194	0.0324441286123	0.00940983349248	0.0147484352113
s	0.417155883041	0.297712391286	0.101916561053	0.0658458010087	0.0242969016502	0.0340669565103	0.00713412940752	0.000470873443946	0.0159259141062	0.00853768051851	0.0269369249464
o	0.268463166485	0.421189974795	0.0707338723043	0.103176010773	0.0194222529238	0.0598501458785	0.00794820932597	0.000364185689171	0.010364890794	0.00818951061613	0.030297773749
n	0.153436005328	0.477597191654	0.0998458030548	0.0945349125385	0.011602374353	0.0793701411916	0.00924846003843	0.000420224216807	0.0192811602361	0.0354306750316	0.0192330359783
t	0.07710998089	0.46352534018	0.147656786905	0.0859259446284	0.0337100334523	0.0870756952395	0.0147403277162	0.00106636255524	0.0264755099321	0.0448060175204	0.0179079962824
a	0.0714741958648	0.423331279007	0.235215051722	0.090190018721	0.0428919067561	0.0673122530026	0.030836053792	0.00108988200586	0.0131567698503	0.0152461281326	0.00925647041264
o	0.0580827673754	0.246758526042	0.346613998774	0.134801837807	0.0741867525227	0.067858411381	0.0320163422029	0.0033462495027	0.0148773138684	0.0140752583388	0.00738255878741
n	0.0304892920701	0.122016716831	0.324179455325	0.215280116336	0.100634854525	0.104823627774	0.0213333535288	0.00576330433459	0.0255641006172	0.0178364557957	0.0320787287805
a	0.0169876827633	0.0839726784737	0.302494888242	0.299466380979	0.092127086155	0.100162236391	0.0346727558777	0.00414427650523	0.0188838489624	0.0101353568552	0.0369527974351
d	0.0129975015273	0.0514002412846	0.258561985821	0.38605722566	0.0755717871117	0.0807459654637	0.0421033511213	0.00591310513401	0.0313279456422	0.0286483137205	0.0266725626126
e	0.00995213253637	0.0275939110922	0.18192699188	0.411889288487	0.110536400164	0.114938228221	0.0425806546418	0.0067332157592	0.0356898823846	0.0348447873662	0.0233144970733
r	0.00788048552312	0.0160630152481	0.1628271211	0.414432837696	0.130096805052	0.136897607274	0.0419170743779	0.00576023907653	0.0212784876311	0.0196087484831	0.0432375693573
f	0.016236491491	0.0775704053094	0.203634051087	0.352312634699	0.0807720438413	0.127187036676	0.0304594142626	0.00662315952991	0.0271988902567	0.0155396311824	0.0624662474262
ò	0.0197586357506	0.0948401578604	0.180657253096	0.3465421785	0.0760050546204	0.12381317261	0.0903987384609	0.0052956009529	0.0226127780891	0.00634999994489	0.0337264420483
m	0.0424858360838	0.0464992906107	0.0984246872407	0.395896428433	0.10095501632	0.11103059147	0.109378873397	0.0120642703776	0.0234927026391	0.0381608746619	0.0216114248743
m	0.0558577386469	0.0543281833236	0.116055438034	0.263272135611	0.190620956107	0.065028930672	0.117458062374	0.0170472955879	0.0396437979312	0.0492556039117	0.0314318437114
u	0.0286489054689	0.043487842118	0.115466830775	0.144503331357	0.303561086306	0.103432483406	0.166727446471	0.0141036746726	0.0354096855224	0.0179662217667	0.0266924854593
o	0.011794257413	0.0155649588324	0.0699925307397	0.099373911301	0.297179220839	0.232018304602	0.138893688822	0.0357549698509	0.0426173336275	0.0428045256323	0.0140062952455
n	0.0046688980812	0.00593337764437	0.0368238784532	0.0649663646157	0.173641187633	0.381485095481	0.092999292114	0.043138112497	0.0633368416652	0.114951626827	0.018055317165
ì	0.00214966574424	0.00266689605166	0.0230463508597	0.0524891196919	0.121670528571	0.449454963174	0.151000280211	0.0293661706323	0.0465966782604	0.103733544386	0.0178258072851
c	0.0389195847108	0.0211629981774	0.0189752500439	0.0587874971773	0.119761317144	0.379396361609	0.165878259174	0.027652713741	0.0338421141321	0.117106762571	0.0185171608838
h	0.0676666613524	0.0448219053705	0.0425953696316	0.0653577767058	0.113896080568	0.243473634507	0.185446399829	0.0524369156039	0.035964180004	0.124961121661	0.0233799794889
a	0.0395491454644	0.0327687192736	0.046984590655	0.0450292275544	0.128957050249	0.165802716656	0.265413654876	0.139074692748	0.0575724813013	0.056097211687	0.0227505237933
p	0.0165737093243	0.0147252066895	0.0234961435366	0.0270924024189	0.0921087607963	0.204736709122	0.243152438865	0.169480086083	0.0795988199204	0.110919224869	0.0181164951004
à	0.00868350111325	0.00845166538315	0.0133687474201	0.0205553409806	0.0782128951201	0.222327671644	0.296288441795	0.152489798928	0.0642352971268	0.126154175676	0.00923246471347
r	0.0203138241519	0.0066279100275	0.0207140773115	0.0218336753103	0.103980450863	0.174152616443	0.312009848465	0.166912687776	0.0582908588023	0.102597168332	0.0125668950512
o	0.0241811912504	0.00603882231278	0.0235449940362	0.0211024122598	0.0962711689343	0.183858200222	0.208884831955	0.224039859459	0.0790979887608	0.107513328275	0.0254672165771
n	0.00963225397033	0.00518065874999	0.0184928717894	0.0120962718051	0.0752621703934	0.188147863127	0.115938772898	0.2689718134	0.10116204832	0.170770310436	0.0343449769657
t	0.00742130944051	0.00573841700945	0.0220030317889	0.0127353934972	0.0654198466611	0.119453756238	0.081554320546	0.282336142247	0.150004350307	0.216956810725	0.0363766247486
a	0.00524212968533	0.00280888014082	0.0134934979687	0.0108329642035	0.0460998970612	0.086003369842	0.0847643345153	0.334742377416	0.186577835169	0.160435706775	0.0689990072962
d	0.00560807761804	0.0025196531919	0.00568824002947	0.00760820859391	0.0206064443929	0.088867035634	0.0636081345251	0.308269612139	0.195380453923	0.226243252992	0.0756008850687
e	0.00584234757789	0.00242520783871	0.00487708047935	0.00751963123014	0.0183636521826	0.137608427675	0.0696969757617	0.256328099313	0.189353652974	0.247858038584	0.0601268764796
f	0.00373652806394	0.00491622452502	0.00873121266435	0.00757002477006	0.0193721211775	0.148360283571	0.0669954004206	0.222746344324	0.175901281958	0.284916931115	0.0567536268599
ò	0.00313100514929	0.00573606832043	0.00813586039982	0.00662185563642	0.0225020323362	0.10852758243	0.0995996717402	0.173213255621	0.166622810553	0.359850491438	0.04605935132
r	0.0218710153363	0.00584912304717	0.0114561340645	0.0119432843496	0.0357656514726	0.0978842211365	0.113933627273	0.1451503381	0.152208865651	0.356427750213	0.04750999404
e	0.0279296667335	0.00591915125832	0.0132263699216	0.0137485079928	0.0345817027966	0.0918020229029	0.060945838091	0.1265512716	0.143736888577	0.317106448871	0.16445213748
m	0.01056226335	0.00226484612216	0.00552215670532	0.00644489219083	0.0210921128297	0.0695181547948	0.0366868333223	0.0987363949	0.141669150952	0.376113638424	0.231389553107
a	0.00487298002992	0.00107190760288	0.0023122870837	0.00371937270036	0.0113039811294	0.0652435876886	0.0234798469928	0.0814330261	0.126667424851	0.448170437875	0.231725146316
m	0.00278221160592	0.000719745543136	0.00113189234529	0.00250770213411	0.00621870194347	0.0578556523435	0.0163744878243	0.0704905891667	0.12404498495	0.480939604358	0.236934428372
è	0.00199590751577	0.000631773825071	0.00072297150483	0.00172901850244	0.00505617938696	0.0242508947615	0.0126176240214	0.0513685895889	0.117954488117	0.594855850119	0.188816693324
n	0.00879843786995	0.00536277527278	0.00613656449628	0.00278936467718	0.00870431798579	0.0191263379272	0.0119935727009	0.057145136863	0.0950469101723	0.623053991373	0.161842590775
