 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.475364101757	0.154153861249	0.031294675758	0.121497452749	0.0610647602482	0.029859462039	0.126765662871
n	0.423223956742	0.247090748521	0.0980185411703	0.103279323577	0.0693641188599	0.0120025462927	0.0470207461931
a	0.316673105783	0.368263936174	0.148520947354	0.0690606574873	0.0713877367786	0.00605762551034	0.0200359748299
v	0.219414164348	0.339029574258	0.173122550142	0.147953183417	0.0746477470132	0.0219749758444	0.0238577962911
o	0.208972461011	0.243773116939	0.247378457141	0.167298582886	0.0796296959352	0.0274043771192	0.0255432967584
r	0.180102251047	0.3071440719	0.25994859534	0.0887938017093	0.0928654424479	0.0132576941947	0.0578881373409
à	0.137649618093	0.244635212167	0.252933472013	0.0839909798364	0.181490886038	0.0106662426159	0.0886335920349
s	0.132456403902	0.114838648222	0.260041879904	0.174111776345	0.208640049413	0.0171967482644	0.0927144758456
o	0.11222512791	0.0941667253403	0.261543491835	0.284444437448	0.152429894306	0.0179453886976	0.0772449043709
t	0.0965581956004	0.0813724716464	0.260404287145	0.359785886483	0.129541929422	0.030504060878	0.0418331464427
o	0.0649729892522	0.0723282579663	0.223793255582	0.427088404828	0.139810097253	0.0367357329543	0.0352712247301
t	0.0556506455013	0.0607839236266	0.159358373194	0.451182475609	0.142203090951	0.0647638133144	0.0660576550459
s	0.0288892793076	0.0430127694159	0.146034401598	0.474141725203	0.120342518797	0.0741691707001	0.113410152982
o	0.0178472697245	0.0339997409256	0.121825703308	0.394344909501	0.145856534332	0.05120652964	0.234919325065
m	0.0793629366271	0.0394574401955	0.0616154107447	0.279881567334	0.205543740977	0.0734909310133	0.260647983326
ì	0.100118804225	0.0404464137145	0.0416910650898	0.219086554738	0.263628237726	0.146211260738	0.188817667362
k	0.0468246372537	0.0146331952108	0.0198638021475	0.160490606306	0.318596386375	0.277083977113	0.162507383521
a	0.0271890602117	0.00616871299395	0.0116071931466	0.102877152409	0.354654786458	0.342611462704	0.154891627707
i	0.0108011585279	0.00272693719215	0.00602664183615	0.041916858103	0.387447999686	0.365073695301	0.186006713902
m	0.00622312045318	0.0212574980386	0.0285167582499	0.0453306333543	0.324849514895	0.4400947817	0.133727693687
è	0.0048925457889	0.0271350465356	0.0348931453334	0.0446906682581	0.216492098298	0.5813826545	0.0905138434157
r	0.00464165196638	0.0104597509351	0.0152700584532	0.030683541926	0.189203133746	0.6701013375	0.0796405289719
i	0.00456081789537	0.00515907775965	0.00905977340594	0.0251926545818	0.149624894229	0.523168045167	0.283234739024
</S>	0.00345287428693	0.00301854560995	0.00521111423928	0.0128033609106	0.0866518536145	0.381436601584	0.507425654512
