 	è	possibile	che	è	entrato	da	qui	</S>
i	0.517083158223	0.19982192899	0.0843989930925	0.0327174552909	0.0111315554792	0.0225789607907	0.00845720482258	0.123810771078
s	0.421494857394	0.27016403473	0.115484483951	0.0588845432776	0.0297591567397	0.0488024886136	0.00460040586448	0.0508100417524
o	0.281978733358	0.333503053577	0.185561294317	0.0849453113942	0.0338162066929	0.0507794933572	0.00295131477825	0.0264646160664
g	0.124034247835	0.346585110159	0.203834146106	0.0960815506931	0.091823703884	0.110489343216	0.0165340014828	0.0106179198005
g	0.142226812634	0.345622667753	0.142194091335	0.0916500333377	0.121252296611	0.131049248117	0.0211132054919	0.00489163961499
è	0.157041071939	0.458663092851	0.145582468078	0.0839783433726	0.0932366921857	0.0469928719329	0.00714761872104	0.00735781585195
s	0.091478579301	0.45343140395	0.150771006759	0.0821608783242	0.109890065488	0.0563969440694	0.0385344902347	0.0173366145104
t	0.0666742073757	0.374135075003	0.164500349893	0.144305792733	0.083817785656	0.0938138894628	0.0503231772791	0.022429719882
e	0.0442277723306	0.268299110941	0.279339708804	0.221984833669	0.0516637079107	0.0861581723143	0.0219801944134	0.026346499994
k	0.0229231382717	0.145132374411	0.286189992661	0.200401928123	0.138489341282	0.131924170004	0.0488502787821	0.0260887775385
a	0.0130603244317	0.092988845495	0.20674452988	0.221377495274	0.198015282334	0.182559022303	0.0637624328202	0.0214920737964
m	0.0096663030125	0.053410093517	0.153112462687	0.202532361258	0.268345359778	0.226545938382	0.0690672817123	0.017320219513
b	0.0160307932365	0.0500116548437	0.069669930049	0.189885806099	0.373223204866	0.220334638449	0.0691468702498	0.0116971200357
ì	0.0218885751037	0.0567256259612	0.066703585779	0.236379654466	0.328468146542	0.155216497056	0.0517282420033	0.0828896716719
k	0.0178790876201	0.0554683033351	0.071134804869	0.210609548122	0.309285183661	0.175960205883	0.050623444456	0.109039423275
e	0.0115307066083	0.0490212232284	0.054574184015	0.170030663307	0.290891487694	0.283950632692	0.0689383635069	0.0710627396677
a	0.00569300336119	0.0264162341488	0.0339732902995	0.102468072536	0.213490615945	0.351135421631	0.189578278129	0.0772450847195
p	0.00278189375545	0.011235911563	0.0181138246359	0.0526338411373	0.217944334715	0.25440255623	0.38770531243	0.0551823395361
ò	0.00144262319455	0.00538764284658	0.00934380372068	0.0324385565328	0.218557545785	0.186688017163	0.515624828117	0.030517008136
t	0.00117739009272	0.00556547551551	0.00537640370965	0.0255141191239	0.199602713808	0.179000017574	0.54820940279	0.0355544993427
t	0.0216044416163	0.00950547418983	0.00737446495035	0.0402400665548	0.179195538243	0.173905245978	0.475189426601	0.0929853557116
u	0.0281613502889	0.0110288728742	0.00820224807557	0.0425377398343	0.104596974984	0.156648978013	0.355535703534	0.293288150771
</S>	0.0145030072958	0.0105091100722	0.00587705678677	0.0229056799279	0.062198707386	0.122785739137	0.315472659767	0.445748063385
