 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.371197851098	0.238393891528	0.0703723083315	0.048130865117	0.0307823713297	0.0567552472109	0.0153438803769	0.00600618219122	0.0165614435856	0.0206398066045	0.125816156269
p	0.344126166676	0.206491122847	0.145614982745	0.0663207019443	0.0368879824725	0.069993561971	0.0117728234248	0.00493801685282	0.0276651020564	0.0144157751837	0.0717737709275
e	0.300045075372	0.226256193109	0.163559001715	0.0638063067781	0.0275814412101	0.112371523527	0.0135371415281	0.00427364970441	0.0262716656567	0.00887566294894	0.0534223436188
t	0.208295904857	0.28455939545	0.193737597705	0.0687973638194	0.0224423413281	0.101791100478	0.016021817121	0.0143703895732	0.014579666383	0.0101412256337	0.065263200753
à	0.0907855467217	0.28070267727	0.330076129168	0.0686024395798	0.0424492156568	0.0652966112551	0.0141224623435	0.017776208462	0.0106253287157	0.0105446387063	0.0690187557267
c	0.133316308118	0.26267632805	0.343765408589	0.0911682127933	0.0598411867209	0.0392384535782	0.00675089574093	0.00674625471922	0.0138210624843	0.0118868886209	0.0307890253456
i	0.157923618016	0.185320499583	0.316520375996	0.180525881598	0.0465785760403	0.0531359179187	0.0112662390917	0.00309374988856	0.0151325007983	0.0123660844987	0.0181365639362
a	0.0785091678269	0.106274325125	0.329468497665	0.332772493999	0.0465805124001	0.0684514553176	0.0134713309106	0.00166648755651	0.00736274342404	0.00872843314742	0.00671455297058
k	0.0359099051257	0.0668062957814	0.294458330955	0.324625278066	0.1131869008	0.0662068922259	0.0122199030045	0.0060711534561	0.0374460761088	0.0265212574827	0.0165480032678
è	0.0217628058919	0.0954259979125	0.343958562718	0.193002103555	0.1533637138	0.0690264875486	0.0220409343215	0.0079923094622	0.0461328322139	0.0278962261246	0.0193980026311
c	0.0355723365966	0.154193742294	0.332668691346	0.134823748318	0.170401220347	0.0843549004602	0.0205752741538	0.00640123451527	0.0197428120801	0.0290452877611	0.0122207196872
c	0.0520472053189	0.206190071436	0.229360648355	0.124846468439	0.219913566196	0.0896318668974	0.0167690227113	0.00562624544436	0.0129871046364	0.0298508143444	0.0127769632203
i	0.0397975472545	0.165001118592	0.217390042518	0.22082545188	0.193542540599	0.0923315995058	0.0373523887478	0.00308815814745	0.00900469802473	0.0106922593014	0.0109741707692
a	0.0228947656593	0.0667751995162	0.230326536079	0.29380892236	0.1800196306	0.121493908775	0.0391771972633	0.00637731595782	0.0156214562963	0.015425799191	0.00807925283536
f	0.0179269517748	0.034969290513	0.186864287813	0.238724108053	0.224292618467	0.113426853658	0.0504769880138	0.0157206568879	0.0363909615736	0.0695246713855	0.0116826190956
o	0.0163983463916	0.022853713117	0.131274341151	0.195350638371	0.230196764422	0.151838589553	0.106093608107	0.0199588443406	0.0370231575699	0.0762080099801	0.0128039920818
r	0.00784052869411	0.0130376876748	0.095597821317	0.183572346277	0.201359688601	0.156439427151	0.164994074862	0.0357501185962	0.0364505255853	0.0663922141676	0.0385655516572
à	0.00421239697914	0.00853036458391	0.0725448263923	0.119441019906	0.228227825127	0.12062623735	0.225340369381	0.0542580154481	0.0501641531971	0.0652919311301	0.0513628417718
e	0.00207181142302	0.00405835079432	0.0731619146081	0.0736910048287	0.279032591376	0.195842627117	0.19929317686	0.0675279470827	0.0487677864084	0.031239592329	0.0253131921302
