 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.516778190676	0.138640503252	0.017982084199	0.10029991811	0.024158264979	0.0273283118709	0.0139276582936	0.0020754351259	0.00880255900117	0.0109091744762	0.0244439395121	0.00871265494834	0.0319438269315	0.0739974701573
n	0.405593156524	0.223231788967	0.122143200176	0.119884753013	0.0152085240863	0.013744288306	0.00868636153083	0.00410285055175	0.0071125818864	0.00435181599244	0.00905540381887	0.00534206958451	0.010902022192	0.0506411767091
è	0.236757141992	0.364044874334	0.227773141589	0.0797093460337	0.00894939783049	0.00928340440391	0.00682221894307	0.00446240110666	0.00622586941511	0.00210396385398	0.0036692248436	0.00371292847255	0.00376154072186	0.042724541753
r	0.129449979841	0.412048540967	0.303995607263	0.0720062727312	0.00820247917322	0.013697754505	0.0117424448952	0.00697844684949	0.00566552800228	0.00270720928601	0.00301606557295	0.00851356911893	0.0054265659351	0.0165495203081
t	0.0807520833717	0.364232540316	0.375312009554	0.0871993342771	0.0153136356644	0.0158471803447	0.0150969343967	0.00851680183276	0.00577900041899	0.00304199171335	0.00292826451505	0.0111877344254	0.00599205663898	0.00880041806633
i	0.0639072234933	0.317727073439	0.386984485651	0.153462731492	0.0394912843041	0.00891784767417	0.0094438319353	0.00447981326749	0.0022729357718	0.00120050553294	0.00114555256029	0.00490053596995	0.00202717784351	0.0040389986814
s	0.0340358451374	0.217495810096	0.408847799884	0.207461410231	0.0504414201567	0.0202670806827	0.0212916347498	0.00664683730196	0.00467278982611	0.00306318649915	0.00245444958482	0.00827568433954	0.00686636493137	0.0081796930643
e	0.020852127171	0.137666711535	0.440203770628	0.25038579181	0.0520446951922	0.0243558881176	0.0260773531753	0.00835777438385	0.00562716367684	0.00376557368199	0.00297137974672	0.00962075722897	0.0085117307366	0.00955929565622
s	0.0153030734589	0.098100001545	0.431059538876	0.280221714603	0.0576299246507	0.0308638664105	0.0292645053831	0.0152273972228	0.00622711716035	0.00426989302566	0.00351670076324	0.00811780718501	0.00663841083411	0.0135600637473
e	0.0118526088038	0.0776951184861	0.382762831225	0.307516771801	0.0811424236169	0.0374056106302	0.0359852672077	0.0210113937771	0.00729023601538	0.00475144976882	0.00386805610855	0.00773724287326	0.00606349536764	0.0149174896804
t	0.0108653145506	0.0505381085825	0.340563067342	0.327768750334	0.0864919486456	0.0508332462301	0.0369430196026	0.021867560321	0.0112372999629	0.00739295907254	0.00631500007998	0.00866917159367	0.00995790719955	0.0305566323501
t	0.0140721127495	0.0526601932435	0.278948530154	0.319198126158	0.0831933908885	0.05584641039	0.0433874437122	0.019306978531	0.019222976047	0.0119738959236	0.0102697474223	0.0164221844075	0.0120621901658	0.0634358054915
à	0.0185659709818	0.0487760543195	0.194409379891	0.286645249433	0.155441076729	0.0920586623767	0.0586616509221	0.0332985182943	0.0206041705083	0.01365808872	0.00814957392143	0.0149286671393	0.00508461347246	0.0497183033041
a	0.0135907475556	0.0324399398451	0.110920912944	0.225752260611	0.205495804776	0.128190040059	0.118723885641	0.0538427419714	0.0449650828428	0.0237126748633	0.0114999370645	0.00887285714363	0.00320523076371	0.0187878880215
n	0.00909524274523	0.0200891598752	0.0699802401013	0.16987368059	0.150220035992	0.177425724573	0.15255311384	0.0739054925505	0.0536241799076	0.0263976869011	0.0156418641095	0.0132319986099	0.0309792176825	0.036982385885
d	0.0228399577717	0.0265852760384	0.0555223946404	0.117261924137	0.0926227706107	0.183120197278	0.134081727507	0.11822007125	0.0650654075492	0.030271115667	0.0180390658392	0.0396311442366	0.0428035047476	0.0539354569422
e	0.0282600957969	0.0426036285715	0.0386107286375	0.086943823359	0.0965671960836	0.132046408026	0.138164046436	0.156936714617	0.105402225916	0.051955272129	0.0187995592397	0.0513974367355	0.0187271226196	0.033585743944
m	0.0200142176602	0.0382349794549	0.0391466262335	0.0643434506237	0.0877274712279	0.120507119675	0.130317198739	0.134206025699	0.129419749572	0.074955616523	0.0575183868066	0.0401262552685	0.0432346050569	0.0202482936623
i	0.0180894864835	0.0194819972359	0.0380120082982	0.0526743006246	0.0821330626093	0.095381451225	0.140949080173	0.125523855726	0.179655989324	0.0770461927077	0.0746943392022	0.0283002103882	0.051577378126	0.0164806458548
n	0.0090453789776	0.0122755914616	0.0290458156387	0.0352955873782	0.0653548858298	0.143702704808	0.135433487751	0.146225909989	0.179435186355	0.0600560969692	0.0475563404741	0.0320803528081	0.0792186191383	0.0252740497163
d	0.0211854361471	0.0188310545249	0.0226756723482	0.0311017862074	0.0302843998433	0.143048747376	0.080484712717	0.148525119596	0.177403864565	0.0704485157897	0.0516146184314	0.061075227816	0.104378714755	0.0389421409294
