 	non	sono	ancora	vestita	</S>
e	0.621652506012	0.137195609362	0.05121089912	0.0621636608426	0.127777350702
n	0.437593669435	0.258762198654	0.11828757436	0.0628296359069	0.122526946122
ì	0.189593645012	0.500040490351	0.163876086439	0.0253718545583	0.12111791395
m	0.112684869891	0.596368912184	0.146793656239	0.0975616688781	0.0465908590863
e	0.115597678601	0.427191892795	0.307021373926	0.122307502264	0.0278815375132
a	0.0808872997836	0.258364201005	0.584958838929	0.0557236732782	0.0200660130045
n	0.0346469462156	0.152725980208	0.594052724976	0.0989780082247	0.119596368011
k	0.0356820757736	0.226592475936	0.465285411659	0.116048864208	0.156391185394
ò	0.0570122060657	0.274662325832	0.419304043886	0.160820600669	0.0882008303613
r	0.0563849599044	0.156809971931	0.447225668629	0.25768332309	0.0818960694271
a	0.0369919382391	0.143497986699	0.44771545001	0.275452061335	0.0963425527157
e	0.0221897478256	0.120202168451	0.40061663847	0.33803669475	0.118954724152
n	0.0126926788406	0.0491013326442	0.27000638117	0.48680694845	0.181392629564
d	0.0207308729827	0.0877239281457	0.154871679537	0.519673005817	0.217000493568
i	0.0346963654963	0.112956127825	0.130388889939	0.461662541006	0.260296075436
m	0.0267887793834	0.0569456096513	0.12254885514	0.548604866602	0.245111914959
è	0.0134325600306	0.0312085476093	0.144228589967	0.600460944867	0.210669375933
n	0.0543572396504	0.0346610022313	0.110999619442	0.583401531622	0.216580605778
i	0.07178084558	0.0353952664556	0.0587126219756	0.425437853074	0.408673420593
</S>	0.0456747330548	0.0287928832416	0.0396239206302	0.243541625337	0.642366859296
