 	non	avete	mangiato	mai	un	rustico	</S>
e	0.505020890236	0.204554808026	0.0061325923336	0.091833700391	0.00327170347393	0.0507491303531	0.138437137836
n	0.38456215166	0.324339681809	0.0262510590912	0.114270773845	0.0314653557627	0.0250167153543	0.0940942452561
è	0.224999314191	0.518458088336	0.0482929315637	0.0722149297588	0.0424001677277	0.0140279066744	0.0796066795869
c	0.14385388357	0.579112845179	0.108661256455	0.0993574120634	0.0209252613306	0.0110666058105	0.037022747322
h	0.163897133257	0.44292746966	0.208411354152	0.107577941646	0.0121129585872	0.00970745269565	0.0553656861112
e	0.164421994229	0.384293637687	0.319639246384	0.0698337503933	0.00600406644297	0.00338403214761	0.0524232661674
t	0.0774882857299	0.340545200162	0.344945777348	0.126998224998	0.0472085717019	0.0332400112687	0.0295739166628
e	0.0344365210411	0.267716871094	0.320262613736	0.245421378599	0.0661380261283	0.0435807277324	0.0224438681326
f	0.0177455691716	0.177431884871	0.318337898865	0.325637370866	0.0676806200028	0.0688557301822	0.0243109311662
a	0.0131340289506	0.120440705437	0.280691116575	0.404971780289	0.0772672644676	0.0778700984994	0.0256249830561
m	0.0151093947883	0.107358705759	0.225747741938	0.438997288763	0.0894341314892	0.0974377659225	0.0259149607927
è	0.0121926560613	0.0846843931577	0.165222720193	0.433012184588	0.164456912096	0.110358482613	0.0300726652562
n	0.0281792976953	0.0722397934972	0.119646598751	0.452918133863	0.192388659965	0.108690615251	0.0259369161041
a	0.0349353947387	0.0649703351427	0.111558867454	0.406245557288	0.239316396322	0.118369446095	0.0246040049814
m	0.0279512787514	0.0611773159964	0.0961673127813	0.342842932696	0.285526148974	0.146009961356	0.0403250503205
à	0.0236852267442	0.0492259355815	0.0470134754871	0.299843084699	0.364355098791	0.164331126252	0.0515460575068
i	0.00881516910702	0.0497902444647	0.0212787481517	0.27943920974	0.42805790495	0.165944693584	0.0466740252356
è	0.00594227933359	0.0851581605816	0.0116613531355	0.218588519773	0.451413234303	0.186684425335	0.0405520241452
n	0.0190929314114	0.0985255746281	0.0179754664321	0.132985508344	0.456628010268	0.219394198465	0.0553983231817
a	0.0253030200969	0.0546197493135	0.0400986321627	0.112471542809	0.313656362689	0.317102911068	0.136747799127
n	0.0199562327581	0.0273222956978	0.0377647954801	0.083247254148	0.223143524296	0.395299036489	0.213266869309
r	0.0182201132135	0.0136081586421	0.0246560789003	0.0464332060887	0.207860879432	0.49092436403	0.19829719777
ù	0.0104481259475	0.0105716293459	0.0197169360515	0.0307162664556	0.173911245528	0.515249905743	0.239385893923
s	0.00753932231864	0.0146794312985	0.0151424697706	0.0217579416159	0.150492858427	0.520592615781	0.269795380441
t	0.0204160501068	0.0157641818657	0.0166986693793	0.0199452117566	0.140110950409	0.548235735127	0.23882922786
i	0.0214570821136	0.00919224030877	0.010770925004	0.0147787431282	0.107886897171	0.480845147442	0.355068981467
k	0.0135775462997	0.00689970645559	0.0062544219055	0.00882924366741	0.0676073747493	0.513965385414	0.382866322756
o	0.0115603734551	0.00641991116393	0.00628863885136	0.00761566161794	0.0559823994151	0.475562100071	0.436570918519
</S>	0.0075639425903	0.00484893419803	0.00714669846197	0.00778530649218	0.0587465201695	0.349579948036	0.56432866226
