 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.645160956185	0.117257497015	0.0184064037104	0.0926475452616	0.00991882581542	0.0087776212562	0.00225104060934	0.00654106794467	0.0990390378006
e	0.471281588468	0.304688102492	0.0377753938941	0.124577826974	0.0133589555857	0.0103252872921	0.00156618387048	0.00257959977116	0.0338470667099
f	0.264530512723	0.492353667431	0.0404017285514	0.111280687125	0.0338856745551	0.0362800438063	0.00343296098735	0.000924392405334	0.0169103338885
ò	0.179537650288	0.616644353144	0.0344662659571	0.0769184748886	0.0371587673775	0.0407909144317	0.00329363799706	0.000352599128925	0.0108373548451
r	0.187855592983	0.518233499915	0.0671133516857	0.116043623343	0.0422010565229	0.0334746734226	0.00871405710838	0.0047296202115	0.0216345465941
s	0.200837226694	0.3980106143	0.120246494142	0.151919836672	0.0441815867027	0.0309131361187	0.0106452391421	0.006232253372	0.0370136199825
i	0.156713406765	0.363160657829	0.289384694294	0.110809095775	0.0324106798498	0.0165737859197	0.00374737336787	0.00217777214081	0.0250225402619
è	0.0676967154737	0.336872496876	0.378560330751	0.114328371785	0.0462943316215	0.0393868762052	0.0050224371633	0.00182193127264	0.0100165174399
n	0.0301389680299	0.285220333072	0.318012092237	0.174380201128	0.0907625242918	0.0664281040835	0.0225636554122	0.0069491924768	0.00554492912289
a	0.0313610445197	0.171029017068	0.277245322079	0.222808420309	0.200916083694	0.0594636837118	0.0250735798363	0.00764812386747	0.00445472217913
m	0.0422098426601	0.119322499822	0.169523093293	0.30757751159	0.225403616505	0.0607727582239	0.0557609200228	0.0155918237399	0.00383794392538
b	0.0497125314772	0.106179276849	0.151727308778	0.40501555059	0.135164872308	0.053006438759	0.0774068474768	0.0184261012393	0.00336108272593
ì	0.0406450723524	0.100885836989	0.182569690073	0.334271593423	0.155464214656	0.0800719066041	0.0546783268995	0.00752461561601	0.0438887524513
k	0.0467880413745	0.046510244966	0.164909349322	0.294132639728	0.181602799199	0.128534844135	0.0727912623662	0.00581950442387	0.0589113229164
e	0.0478544596481	0.0224820858475	0.121129428793	0.274000387416	0.278643493826	0.157583605312	0.0688422687937	0.0044935522319	0.024970728568
à	0.0195132039533	0.0170762011667	0.0525625358709	0.172382096421	0.402473889242	0.273695426837	0.0390233578479	0.00958819955991	0.0136850999002
t	0.0135335383033	0.0164931000326	0.0302778119156	0.142248767316	0.372097032981	0.306324847612	0.059076463128	0.0480162934526	0.0119321579451
t	0.0239131138516	0.0451657092516	0.0474513139911	0.112295671972	0.316702958627	0.262750324471	0.123130640714	0.0548482197622	0.0137420618804
i	0.0220865605062	0.0526108041093	0.0463930603995	0.0573864263513	0.291034651842	0.32056056809	0.167852219833	0.0239778795967	0.0180978259221
f	0.0253008674502	0.0216972908278	0.0222768972509	0.0417785718111	0.282655389678	0.399543249468	0.141896252106	0.0480057789369	0.016845704862
i	0.0258027477636	0.0101867007096	0.0127096340151	0.030702518453	0.27034889569	0.432447190261	0.136798963974	0.0598041067723	0.021199260898
n	0.0117884103996	0.00540751644279	0.00754597201537	0.0312845243423	0.221863273568	0.429343384324	0.136410897793	0.124025990951	0.0323300309227
è	0.00671389899788	0.00324752803909	0.00508132566178	0.0305935779528	0.130013779774	0.499689848678	0.0962371050603	0.195000933184	0.0334220083242
s	0.00614433864397	0.00296893235766	0.00391085122225	0.0351847058809	0.092858023678	0.476683827559	0.0945243276201	0.252570250395	0.0351547550147
t	0.0199664239993	0.00791860245825	0.010992920758	0.0357071772403	0.0847003749993	0.33267901412	0.217444587807	0.229414214465	0.0611766881049
r	0.0278374520451	0.00973100800809	0.0135405597298	0.0182190360659	0.0568371603864	0.233620704107	0.363581837669	0.136551477555	0.140080773368
a	0.0165944404119	0.0052173834977	0.00706734288954	0.0115358359404	0.034552519625	0.190799650502	0.412640795407	0.124678289585	0.196913759596
o	0.00577463876729	0.00351494650509	0.00290757415018	0.0146859439176	0.0297358074044	0.173374360721	0.36460112212	0.261276525262	0.144129099039
l	0.00428667018061	0.00345206935052	0.00305745520685	0.0218740003841	0.0292487701289	0.152739272371	0.260136436773	0.455794585087	0.069410744753
à	0.00378974300498	0.00261522596905	0.00300529927147	0.0194522651837	0.0605901521772	0.172326925134	0.162914811064	0.505665272696	0.069640306351
d	0.0111721030799	0.0015161402111	0.00168628871004	0.0189588585763	0.0806648492544	0.175909465311	0.101366884175	0.518335459832	0.0903899590457
r	0.0190666189599	0.00341410322611	0.00439555607121	0.0176511635261	0.0743463524201	0.14717435595	0.129249377005	0.456180550877	0.148521927597
o	0.012022135597	0.00388684213747	0.0048666280818	0.00857395523772	0.0525704974255	0.09750655345	0.126035782803	0.295523332652	0.399014261052
</S>	0.00631187696112	0.00243901483908	0.0027333232095	0.00539259283039	0.0286087275909	0.066815414905	0.0895903801035	0.206515645866	0.591593001526
