 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
i	0.416963578848	0.190697667408	0.107130618174	0.0331761706898	0.0907969912303	0.00283251995884	0.0131960938569	0.145206366495
m	0.333186864629	0.315633630719	0.158395071911	0.0483239360966	0.058156137862	0.0116190848223	0.0113316344732	0.0633536317836
à	0.26305234601	0.401618309373	0.168774482224	0.0630598604882	0.0490007991479	0.020695596919	0.0107690587967	0.0230295306382
n	0.218438401727	0.433911866571	0.166801886708	0.100011068979	0.0432738294662	0.0182649838418	0.00418706705517	0.0151108884417
a	0.162239495502	0.450753108304	0.184054462169	0.125480728066	0.0496966791457	0.0135780025862	0.00195493035923	0.0122425904287
m	0.151567822447	0.440507248901	0.227812904656	0.124552912035	0.0330737820976	0.0113802729227	0.00597530706016	0.00512973904036
u	0.137896808346	0.321964930167	0.360337478419	0.124430544498	0.0289953898815	0.0143923447116	0.00745867261531	0.00452381545759
i	0.0606383421442	0.173208603745	0.50927894814	0.154830393853	0.0607677273075	0.0323502356201	0.00408472092453	0.00484101243021
p	0.0606933131346	0.0834283392843	0.457153740713	0.213205043551	0.111308898774	0.0507808794854	0.0174374680258	0.00599231808495
u	0.0603883008278	0.0539315385441	0.387671462638	0.270440047184	0.134029749325	0.0664182355045	0.0218004097408	0.00532026459938
l	0.0543189861742	0.0526195650707	0.354190351946	0.289781245328	0.117676298622	0.0736211181308	0.0340560458665	0.0237363923509
ì	0.0495707637007	0.0452355459586	0.266067770171	0.289253591369	0.145169820054	0.135567503757	0.0391573066025	0.0299777022372
z	0.0281416384295	0.0310836990679	0.189733323512	0.31511179645	0.202041872151	0.144878015232	0.0454882160285	0.0435214461497
z	0.0711114533565	0.0873914728226	0.157777222277	0.27855301515	0.202761337897	0.0736493856773	0.0510428840578	0.077713244177
e	0.0752765736759	0.0935486754519	0.114783570236	0.227377315483	0.239549669746	0.117421330426	0.0436572424943	0.088385641449
t	0.053875959643	0.0500670395687	0.0741773689893	0.217482806328	0.303152607522	0.161856361742	0.0623667082708	0.0770211629297
o	0.0462123411641	0.0358788120827	0.0561236227318	0.169846780109	0.340953851847	0.238695738581	0.0580314077896	0.0542574624319
s	0.0186837628978	0.0145515082012	0.0298641293793	0.121948792956	0.356238426869	0.301660594594	0.0981778160259	0.0588749806193
p	0.0500004142866	0.0455256206946	0.0369331412664	0.107000886505	0.302771722876	0.260639220198	0.138137579558	0.0589914215598
ì	0.0581477202726	0.0549488590212	0.0332197858308	0.088944713083	0.251474471625	0.255110780466	0.178226981086	0.0799266915599
t	0.037844431904	0.0280795698571	0.0218934222089	0.079412434029	0.257064518875	0.265817985355	0.197142761569	0.112744868493
i	0.0320616173019	0.0204536737743	0.0185274185344	0.0614277745183	0.208936389958	0.322213450852	0.16499167373	0.171387991431
k	0.0569514872962	0.0132253148142	0.0138880820252	0.0308074045414	0.156135811986	0.360656146951	0.205414454177	0.162921296177
à	0.0639585332534	0.00944697223785	0.0113633449612	0.0186048772521	0.123623557955	0.32140947871	0.340041938992	0.111551308092
i	0.0242517841319	0.00401090789195	0.00525026891549	0.0121472367436	0.0972253743717	0.248758292963	0.394895499664	0.213460649697
m	0.029081707481	0.00852162952283	0.00654177398944	0.0137624196552	0.0831827387839	0.226646457321	0.416399424555	0.215863863666
è	0.0278658019563	0.00919944128698	0.00571470999775	0.009554640556	0.0432967926146	0.211317902107	0.532149937518	0.160900785322
r	0.0236825908044	0.0106716117804	0.00557434640085	0.0174805066809	0.0463484846715	0.182341109569	0.559171873793	0.154729463241
i	0.0232601906642	0.0117153410601	0.00575189172828	0.0202841638091	0.0431594317038	0.140540299363	0.426738341218	0.32855032088
</S>	0.0131240023219	0.00671707125469	0.00331783015114	0.0105949235317	0.0237319050519	0.0856173801415	0.319372835609	0.53752404144
