 	non	ho	cosa	è	da	mangiare	</S>
e	0.671475761056	0.0756256938705	0.106046667189	0.0061154348991	0.00739547987453	0.0081987239835	0.125142238774
n	0.483118874939	0.137157327423	0.187421844376	0.044848532995	0.0165165507868	0.0506797198002	0.0802571376302
è	0.22401191068	0.329154081474	0.215489342372	0.0818631204223	0.019234252082	0.0648481233217	0.0653991606793
c	0.108219382533	0.396247801491	0.220278709257	0.112072201261	0.0463949643737	0.0763056291178	0.0404813061357
h	0.0645263165963	0.376593324164	0.209887155152	0.126228545007	0.0551635566646	0.0803666516179	0.0872344561319
o	0.0532718996605	0.342059618588	0.303215675584	0.156166991469	0.0323482591949	0.0279495935386	0.0849879834004
t	0.0311593803843	0.181500315129	0.433498669008	0.194287486623	0.043169779065	0.0843279547535	0.0320564262712
i	0.0147570813559	0.096419888955	0.348919859483	0.296356643008	0.119150984555	0.108930342631	0.0154651983072
è	0.00712255497849	0.0547310369155	0.187850690988	0.426025448336	0.195144206518	0.118173615044	0.0109524428099
n	0.00637146816629	0.032189280977	0.110124096823	0.371905082779	0.203148349639	0.257813533348	0.0184481863606
a	0.00683539575877	0.0235411059141	0.069348086775	0.245605851726	0.240156248346	0.379135645783	0.0353776736935
f	0.00545567653644	0.0141593243714	0.037379794799	0.161494300675	0.273368173782	0.435120337928	0.0730223955645
à	0.00375611756151	0.00764390955451	0.0204764464731	0.100078322622	0.212421290311	0.562688593976	0.0929353296548
o	0.00247073312801	0.0038468012254	0.0103560283846	0.0729177210207	0.142495916527	0.585411046659	0.182501760418
</S>	0.00284224216189	0.00308833612487	0.0092300669825	0.0751715020844	0.128794710823	0.50116485333	0.279708282209
