 	il	lenzuolo	vuole	lavato	</S>
o	0.505133981366	0.228357285775	0.0981597308374	0.00863837212655	0.159710606966
p	0.308172680667	0.285858914105	0.211725346392	0.115532776354	0.0787102776112
l	0.285707320932	0.272295511395	0.227631562862	0.166894348993	0.0474712562204
a	0.262650338071	0.475303961111	0.161495772839	0.0753282584983	0.025221679916
ù	0.106202340681	0.585910629704	0.266587790546	0.0274034824073	0.0138957818825
n	0.0492163553114	0.449117326968	0.369372839182	0.11514218535	0.0171513246315
a	0.0509425343501	0.359396379256	0.408491730061	0.156609770283	0.0245595968552
t	0.0428984073576	0.265053106885	0.47901609482	0.174256718594	0.0387756502964
è	0.0189134541435	0.169469357695	0.54511604774	0.212148071731	0.0543530381721
l	0.0627526861508	0.138396803152	0.506829114313	0.211237279844	0.0807840789574
i	0.0787693257772	0.100287423029	0.407442536171	0.271372958815	0.142127718046
p	0.0430142102327	0.0831376802447	0.35870584119	0.348137160672	0.167005085415
l	0.120153266824	0.0568360113116	0.25191164293	0.441271625424	0.12982745106
i	0.131474996725	0.0256812466483	0.13755147221	0.500661180608	0.204631111342
m	0.0486111446923	0.0192528261005	0.0703843382033	0.617244459669	0.244507219181
è	0.0209626252664	0.0175638183922	0.0579557219784	0.643861460123	0.259656348594
n	0.10730885362	0.0114754823687	0.0610349178501	0.543207228674	0.276973502531
o	0.136481399518	0.00756645225358	0.044621709772	0.421984724665	0.389345708377
</S>	0.0691179754231	0.00513979271381	0.031289393749	0.331989831392	0.562463006188
