 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.61149664999	0.049167448449	0.057476130184	0.019927408721	0.054835716591	0.0220787603808	0.0303776369378	0.00927013237072	0.0232802314093	0.122089885967
i	0.497490017663	0.181115023316	0.107667614666	0.0779764300097	0.0379832362973	0.0211435000381	0.0162664869776	0.00633580545025	0.0106281455444	0.0433937429226
n	0.248533970994	0.303146246605	0.196206456755	0.134849339377	0.0204567125576	0.0250422114413	0.0110824009459	0.010055438207	0.00486007552285	0.0457671366739
d	0.115070096418	0.357594879468	0.247422528385	0.132696323219	0.019022200877	0.0562405577173	0.0140980087485	0.0100963079807	0.00248758500128	0.0452714995367
è	0.0641266688853	0.390128612823	0.295564912262	0.106483919706	0.057437522559	0.0516323329836	0.0122055687453	0.00470752628725	0.00119953222471	0.016513401078
l	0.0329167523011	0.274122051976	0.364872068354	0.105595685869	0.101014811557	0.0283336880991	0.0145784616243	0.0174544085134	0.036145082602	0.0249669890905
a	0.0452940639898	0.144394811241	0.443269956785	0.142822838556	0.0842081584212	0.0234202748894	0.0182452619808	0.0221092691799	0.0482959914839	0.0279393776041
à	0.0428281246269	0.094448774981	0.514864571995	0.174086010052	0.101680936608	0.0265588820963	0.0109425632632	0.00804689585321	0.0166446095592	0.00989863273387
l	0.020760096392	0.057905946289	0.408703675598	0.179774069551	0.176215357266	0.0333483411975	0.0179862438772	0.0210999399645	0.06958484698	0.0146214829266
l	0.0379291091019	0.0340011507243	0.305777281066	0.250752926184	0.156982935787	0.0294429806186	0.0266822482397	0.0501664678441	0.0878652004221	0.0203997117472
e	0.0407765512937	0.0486771348198	0.253352296555	0.378205110395	0.084650595259	0.052987502314	0.0529822686609	0.0439761653605	0.0317991717511	0.0125932189335
s	0.018992105924	0.0515318057263	0.163453180745	0.461201457798	0.0687310848143	0.0582105731893	0.0682378111	0.0651618559518	0.0271996459423	0.0172804740915
è	0.00894744824353	0.0242177728668	0.109438023442	0.466906778066	0.147778257559	0.0628326081364	0.058659147072	0.0780620897303	0.0248930106668	0.018264837366
t	0.0134151578717	0.0151027466509	0.095003944514	0.434590550555	0.190352390266	0.0729888774655	0.0572700698773	0.0459273875274	0.0644472734478	0.0109015841354
t	0.0379998590354	0.0104391269083	0.0843760791713	0.465850286185	0.112529221777	0.0425722339668	0.0708798974924	0.0718778859745	0.0795768787267	0.0238985418365
e	0.0375155440884	0.0120059812122	0.0543178348171	0.429028008995	0.081087314161	0.109842923979	0.121752086297	0.0831091304402	0.0362876482853	0.0350535396195
k	0.0205590556431	0.0138207987842	0.0428745120718	0.328327061745	0.10165433914	0.160985507996	0.134669693899	0.107255121787	0.0590081372304	0.0308457784438
a	0.0136198026302	0.00850795565493	0.0328932083567	0.228442459928	0.149272014013	0.151974337279	0.164114458833	0.152253049262	0.0706250307135	0.0282976674493
v	0.00588869935043	0.00483565023834	0.0207156696711	0.150406832696	0.151355481238	0.1642467456	0.184137044544	0.217609446554	0.0760153165312	0.0247890760544
ò	0.00318700978449	0.00275954412639	0.0169078599712	0.119838981727	0.129783730406	0.13988014544	0.183144314048	0.268122522985	0.106917434154	0.0294584357715
e	0.00154155387367	0.00116092260375	0.0101883509657	0.0698627187223	0.104715081949	0.132139864347	0.249264039083	0.228378569328	0.143941466055	0.0588074255925
n	0.00113135992868	0.00136522142782	0.0056367449947	0.0327510195461	0.054662881211	0.102141667456	0.221734329161	0.285365591309	0.228365719652	0.0668454663195
ì	0.000545987211444	0.00132371667906	0.00356114844937	0.0306233789815	0.0450835148897	0.0611102219453	0.139440421387	0.41580097377	0.248638522384	0.0538721085465
m	0.00125590715048	0.00161167374907	0.00631058738146	0.0305176693833	0.0581949377612	0.0503541831018	0.156546433729	0.39839679479	0.228559885441	0.0682519145955
e	0.00213082996906	0.00336288435394	0.00838362795945	0.0175678068894	0.0520906295757	0.0393553004505	0.169451199104	0.28050327833	0.294716027167	0.132438410665
p	0.00723272468766	0.00346044526948	0.0080685881323	0.0140557916996	0.0327345563314	0.0402238155101	0.133434044729	0.277947473977	0.350742205056	0.132100337688
r	0.0131303653413	0.00224750982554	0.00697792546628	0.0133221512973	0.0319362410427	0.034205592814	0.0937075993697	0.297100306459	0.433288894352	0.074083403296
ò	0.00971025430038	0.00156301561594	0.00394071648436	0.00755352557103	0.0232920793712	0.0162529162433	0.0514531304899	0.203332064153	0.486746953717	0.196155357432
n	0.0123609144305	0.00340219422412	0.00837755723545	0.013474637422	0.0415525807017	0.0196660193371	0.0381980948633	0.132957225918	0.462974252172	0.267036534477
t	0.0175501352106	0.00401089562759	0.0100793650992	0.0167924344484	0.0682646925663	0.0249598777148	0.0385938344427	0.152224942806	0.441289085391	0.226234730472
a	0.0107828697928	0.00247556987932	0.00476886667187	0.00772934005747	0.0459909577956	0.0143304437317	0.0310721030072	0.125922329742	0.339543599797	0.417383904471
</S>	0.00559050051228	0.0024387084529	0.00321127879374	0.00403465501673	0.024923897763	0.0083232326793	0.0271400725006	0.072671507331	0.261492129899	0.590174004236
