 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.492900821644	0.28653213595	0.0154078367921	0.0222283046806	0.0101060903421	0.0178140362353	0.00161579893766	0.01816802772	0.135226935046
a	0.444309808215	0.377177392783	0.0327700205066	0.0404986177495	0.00940889788107	0.0181844185731	0.00120519862802	0.0103910602527	0.0660545563166
m	0.315385064972	0.488542740328	0.0413417812415	0.0391611104878	0.00938750609762	0.0216735644643	0.0174721394799	0.0158428182912	0.0511932416698
à	0.168382644077	0.616534130043	0.0899114801832	0.0229503559159	0.00708036759987	0.0222862750029	0.0226903734002	0.0175935495122	0.0325708026086
t	0.0973535872257	0.634632703348	0.126549912331	0.0456997164853	0.0203038788753	0.0251501709807	0.0151521031545	0.0122818865394	0.022876029147
i	0.070491907606	0.549076872683	0.197403806044	0.0823928379418	0.0297798047691	0.0281499351751	0.0126375649178	0.0105271845305	0.0195400878532
è	0.0473483250101	0.430813483968	0.373672712329	0.0871476965606	0.0205467927804	0.02543756296	0.00456529966656	0.00356416069843	0.00690396276026
n	0.0239232144207	0.282459727096	0.446656960158	0.10633044032	0.0416572392121	0.0433290450821	0.0317429404053	0.0167758380249	0.00712457355311
a	0.0191797789147	0.202547205896	0.435001854926	0.172303774907	0.062397452944	0.0393786638966	0.0406979056654	0.0212300851448	0.00726326746332
p	0.0137597475167	0.148523619149	0.426962810562	0.199525040169	0.0693762246747	0.0275029759642	0.0262094379547	0.0648257996245	0.0233143396002
r	0.0241158930696	0.0782971219697	0.393443669901	0.18485913339	0.0955932080249	0.0281842987434	0.0486268822385	0.0812205695292	0.0656592092754
à	0.0269627281069	0.109740262071	0.331032077484	0.171343022463	0.129159124408	0.0775787913411	0.0583250549632	0.0314203311193	0.0644386068332
m	0.0317196856454	0.150253197998	0.238540779545	0.190947594221	0.135922272803	0.106278627294	0.0485218447035	0.053661143652	0.0441548474511
a	0.0333863885793	0.131627563292	0.156025294429	0.20529406394	0.194400437134	0.144842134825	0.0384629324133	0.060253626518	0.0357075331941
n	0.0151840280642	0.0801836752577	0.112775907667	0.158374120427	0.290392603178	0.157906803475	0.0347917798204	0.105566482579	0.0448245689044
a	0.00707618292936	0.107107530781	0.0740196768664	0.106407669282	0.280131208059	0.220431453692	0.0370778975401	0.121551223183	0.0461971295073
s	0.00353930326668	0.123263112282	0.0524411681832	0.0955705435407	0.269621669166	0.253038171497	0.03909365248	0.112051760263	0.0513806058109
t	0.00582776287756	0.0573925729084	0.0475589604411	0.10059666144	0.290959822022	0.184645092366	0.09330859426	0.116631369168	0.103079166701
u	0.00590918997469	0.0703854635315	0.0304241511111	0.06854693452	0.227147265494	0.317484563922	0.125931029681	0.056941136276	0.0972302646379
d	0.0029207402624	0.0987384390585	0.0180002006171	0.0507822914267	0.165906261518	0.381716075907	0.110098614421	0.104369061059	0.0674683158976
i	0.00185305376383	0.111349938089	0.0114546655136	0.0475457785596	0.133468951726	0.392010436102	0.122287791928	0.12538124742	0.0546481482639
è	0.000774221467817	0.148704328328	0.00896005776493	0.0288331367252	0.0964402062287	0.442881183901	0.172063613986	0.0700862293627	0.0312570189346
t	0.00302673963928	0.157624558191	0.0202824916968	0.0494550911517	0.0874810077962	0.352216394834	0.181639575151	0.116762783544	0.0315113454215
s	0.0120446133176	0.104390874643	0.0264828739103	0.0555263912526	0.0707365741987	0.247398677878	0.20509786585	0.180500026981	0.0978220971972
i	0.0125013457277	0.0773386911169	0.0160055506458	0.0260042042105	0.0419429468982	0.236529238426	0.276909370281	0.170718160394	0.142050501646
è	0.00434047518534	0.12433645002	0.0114116435701	0.0156155411121	0.0194278462021	0.214732895742	0.356019835025	0.151142475998	0.102972846615
n	0.00234135611387	0.145654760866	0.0155231202774	0.0145470758674	0.0172170332714	0.137123537181	0.364498884275	0.232603713333	0.0704905270517
a	0.00195563141076	0.148042937391	0.014746077403	0.0137358143109	0.0168877580411	0.099038141363	0.270783480782	0.308936716378	0.125873453664
p	0.00236236360967	0.11914196536	0.0146872274847	0.0120561968314	0.0118512174244	0.082833168557	0.238297794084	0.372120622059	0.146649430541
r	0.00800265459256	0.0603215711395	0.0153328957411	0.0111247085361	0.0154211027348	0.0741775078523	0.275543399161	0.41303254002	0.127043597234
à	0.0160892485763	0.0318062133041	0.00769538657058	0.00513834868977	0.0122083684543	0.0696759199174	0.25404801094	0.350752686007	0.252585809478
m	0.0214801851766	0.0374236148149	0.0104819954741	0.0118219912543	0.0149904045674	0.0911944133258	0.193301302333	0.360833539336	0.258472559726
a	0.0161512236679	0.0372587860239	0.0149172905693	0.0143422061437	0.0172785696121	0.0904376702953	0.156164141014	0.327367896312	0.326082230475
</S>	0.00882500832164	0.0215919776299	0.0143214864765	0.00833147043224	0.0115123716306	0.0604911478477	0.129729472662	0.253856636956	0.491340441237
