 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.632034943907	0.0647174118585	0.107337680048	0.016566517805	0.0059712443424	0.00861658763597	0.0148761110281	0.149879485257
n	0.54996034488	0.126702299118	0.127457965561	0.0288221740991	0.031961460416	0.016185765438	0.00577565939807	0.113134309155
k	0.415840245237	0.310700445039	0.0754160489937	0.034608711333	0.0402602231181	0.0183457606012	0.00294781829644	0.101880723178
ò	0.366221190746	0.52037446328	0.0394305273132	0.0169620458875	0.0139907057966	0.00655107388181	0.00120386725219	0.0352660990381
r	0.235047330947	0.56962253856	0.0949044138264	0.0324207593688	0.0276237335274	0.0196328247274	0.00758737593357	0.0131610110091
a	0.124080623338	0.51565950592	0.193894715989	0.0720798742392	0.0529459711551	0.025674516444	0.00984447214852	0.00582031817571
s	0.0708276666667	0.50216766224	0.195531351596	0.0982740709904	0.0594396496545	0.0359453262098	0.00711727809941	0.0306969927398
t	0.0561483859849	0.543338003013	0.175787852939	0.0783371671928	0.0443851966574	0.0528001366193	0.00614911076219	0.0430541554264
e	0.0591598187458	0.478277337756	0.270350748453	0.0909000608669	0.0391151870535	0.0372618922344	0.00225829289016	0.0226766619035
m	0.0346591595881	0.325564574763	0.377400676551	0.109438294856	0.058509953623	0.0666630479303	0.0135872557562	0.014177024819
a	0.0258653318855	0.256264720717	0.40788985885	0.143841065847	0.0607112868232	0.0765004171594	0.0179460585128	0.0109812385757
r	0.0175607806624	0.171755670509	0.39729222197	0.225069744844	0.0543603863433	0.0746901136424	0.0156027131663	0.0436683403722
è	0.0210855938205	0.157604252592	0.336995685943	0.255677140681	0.0693068547011	0.0898962299475	0.0166219040741	0.0528123150211
o	0.0244219246381	0.151914220245	0.263205869314	0.325807181894	0.136315485967	0.0607415662918	0.0154194112471	0.0221743266412
c	0.0137929225064	0.0727700675865	0.255978735438	0.322670474498	0.175953499669	0.0556113732399	0.0684726953581	0.0347502275353
e	0.00984908544611	0.0520540410301	0.249932225146	0.280594449033	0.18252166857	0.09336598154	0.088436169626	0.0432463930051
e	0.00660677680854	0.0411952096859	0.198085842562	0.304255274344	0.237720508723	0.13841642938	0.0470003617553	0.0267196177017
n	0.00332481919404	0.0219024026185	0.120414222253	0.253586161288	0.212909746081	0.212780418567	0.119737373558	0.0553448692206
ì	0.00187163644982	0.0216445264297	0.0608644515603	0.197518289176	0.1402849938	0.321106829256	0.188587657853	0.0681216218269
n	0.00691691546645	0.0203602463302	0.0485764227248	0.152616188899	0.114031711333	0.305947967952	0.308469023418	0.0430815232823
e	0.00816213434463	0.0165778410802	0.0305149482231	0.104296421453	0.0967300902443	0.248791720251	0.374789934606	0.120136901361
p	0.00335343358977	0.0148517215604	0.0189324534902	0.0705871982403	0.0752292496148	0.262283809484	0.416218065669	0.138544059794
r	0.00273079323396	0.0092858111898	0.0287925625657	0.0452042146094	0.0502064793783	0.249756883561	0.550502929223	0.0635203264047
ò	0.00299765979413	0.00937342901842	0.0292904645408	0.0287567634165	0.0358944327328	0.199169387454	0.542147318408	0.152370546735
n	0.00594835928419	0.00919149325876	0.0133968362898	0.0153606788855	0.0282747382776	0.151656616885	0.572075398803	0.204095882378
t	0.00681797071664	0.00848605646808	0.0299501997703	0.0201938187442	0.0272968306005	0.127759974282	0.579649658268	0.199845499454
o	0.00326776730324	0.00637729348504	0.0331278853825	0.0175191944024	0.0194470361536	0.0879376617987	0.381726724689	0.450596451946
</S>	0.0018767276813	0.00604362297001	0.0171122699353	0.0093064740492	0.013453214345	0.0579470862764	0.238240146244	0.656020478973
