 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.596976524178	0.146940552886	0.011836633518	0.004649730831	0.0030175623542	0.0102911519364	0.00617395856286	0.00389162753471	0.00697566458249	0.00742043664465	0.0082161056568	0.10146335944	0.0921466514449
o	0.485739491126	0.326404375362	0.013841696116	0.00715459636233	0.00769169321693	0.0103761013102	0.00307538416108	0.00335376823072	0.00341013294673	0.00374357092799	0.00385977620018	0.0849022872126	0.0464470912485
c	0.288491703232	0.433799452854	0.0181817055153	0.0180977198688	0.0284199473287	0.0802017186758	0.0298233048351	0.0103367918309	0.0153257044182	0.00949132365531	0.00776596266947	0.0299926218746	0.0300720278327
h	0.199569171953	0.450091173485	0.0363058652218	0.0297950376029	0.0454308895912	0.107119921052	0.0404480218285	0.0125778156627	0.020141090082	0.0117661523088	0.00864218566646	0.011353139799	0.0267595377255
r	0.154337739455	0.571125970495	0.0567360806939	0.0426318964896	0.0342645274069	0.0714615807809	0.0175452915503	0.00751590938936	0.00905635556763	0.00480155272803	0.0033871965631	0.00403021628301	0.0231056861142
ò	0.0977896751447	0.617946646365	0.112957298631	0.0459100964899	0.0324450117851	0.0632749059755	0.00863178055584	0.00459965544656	0.00362040751079	0.00176043353444	0.00118862078246	0.00135054415975	0.00852492859728
n	0.0960122604653	0.516166684522	0.177219577744	0.03814989361	0.0465956647164	0.0632641286698	0.011309658682	0.00705549909282	0.0101811398291	0.0073052268581	0.0089738732758	0.0106349100258	0.00713150316874
o	0.0809348794221	0.320839461907	0.292622568781	0.0691741242033	0.0534035604308	0.0837429481723	0.035013673042	0.00937482912441	0.0138186853253	0.00921770836995	0.0115867351067	0.0137322943648	0.00653855627633
k	0.0674721784917	0.208567006836	0.356300586927	0.105491424734	0.0604967867263	0.0827076048975	0.0480883191369	0.0111617764093	0.015766235342	0.0117282692436	0.00878175738617	0.0180993976605	0.00533866593328
a	0.0481203361473	0.153286986479	0.347101423642	0.148999402045	0.0805808935754	0.0881824365765	0.0581809279741	0.0135893661182	0.0169709631234	0.0126640802751	0.00785958500966	0.0195539652216	0.00490964469528
m	0.0302524580392	0.14623450216	0.309636238014	0.164307811482	0.0962020164318	0.0918416270962	0.0639198677729	0.0200688479951	0.0207025338795	0.0176049561049	0.0136931223015	0.0127616170399	0.012774411498
b	0.0458584169264	0.209168501053	0.219550468238	0.121666278627	0.107563250917	0.0823538702982	0.0743550061187	0.0316017634656	0.0254374489763	0.0242242867378	0.0248001760909	0.0113839317414	0.0220365917585
è	0.0441137105254	0.152134651038	0.233305090779	0.101585181056	0.151244533106	0.106327164412	0.0936777673449	0.0409648705092	0.0200411259499	0.01692481841	0.0182689678085	0.00469399035034	0.0167181270117
n	0.0601864142004	0.066268096766	0.247015900193	0.107472295399	0.179485856235	0.130418114651	0.0773447704296	0.0406431592101	0.0271709162654	0.0203419448754	0.0178062228076	0.0114678028326	0.0143785207123
n	0.0980941170401	0.0422041538753	0.180055606798	0.132629294266	0.198495740745	0.117991169817	0.0701344242565	0.0352194256863	0.0306036639625	0.0349501695596	0.0329539021825	0.0147977822112	0.0118705663939
i	0.0741457861724	0.0275070977146	0.109281115666	0.150875011389	0.275779483515	0.130978637672	0.0784935576188	0.0460798522284	0.0289985157458	0.0353177694552	0.0307312721057	0.00610794377103	0.00570396030729
t	0.0287620936718	0.0128443349344	0.0861220184887	0.16172375543	0.312444503105	0.134563538557	0.0617784258596	0.0521009618715	0.0324476674106	0.0403261567498	0.0324498921181	0.0362047590027	0.00823187956855
i	0.0109767465602	0.00678844446995	0.0708104353296	0.13518369601	0.293911733322	0.192569761519	0.0655957738732	0.0596903692858	0.0369673780955	0.0414675794669	0.0314510210397	0.0461774524202	0.00840960381615
n	0.00617105050061	0.0067443275338	0.0488964283032	0.08847354607	0.282369040327	0.25577527864	0.0884292661111	0.0587248306819	0.0426726845145	0.030891037077	0.0287343852688	0.0277859183795	0.0343322170192
a	0.00443888196882	0.00669703988943	0.0400693436657	0.0667086141767	0.243029763842	0.289486536547	0.113313335037	0.069733390294	0.0436887089582	0.028517040283	0.0297358162265	0.0216726604215	0.0429088889701
d	0.00658400846854	0.00721607498531	0.0358791728732	0.0539960178789	0.179752843147	0.332326817516	0.135265430479	0.0747752622313	0.0443316158461	0.031588139266	0.0443267681334	0.0271471614785	0.0268106966576
r	0.0357444215174	0.0126442390378	0.0282099084177	0.0513133772663	0.163640335149	0.302157445105	0.130455801693	0.0533027182771	0.0391967477487	0.0331067437663	0.0728846248078	0.0337287571274	0.0436148869021
e	0.0415534030633	0.010527458794	0.0180768808112	0.0368090325954	0.153269583383	0.298996333635	0.159094599164	0.0820696574924	0.0506763829896	0.0321165912681	0.0614278838293	0.016593810424	0.0387884063306
f	0.0159255517038	0.00484090705002	0.0151070725571	0.0195446677651	0.109753973534	0.327105763065	0.165834541708	0.0954474192108	0.0582034350072	0.041269746252	0.0563219637619	0.070116483726	0.0205284858665
f	0.0898196124597	0.0174469915673	0.014787317967	0.0171305194217	0.0938991493913	0.290279235235	0.138052393156	0.0618038366103	0.0398113692597	0.0386578191093	0.0730577599439	0.0933289958253	0.031925003628
ì	0.113423342906	0.0217758290246	0.0110872092492	0.0151677878166	0.0743620016638	0.296197849172	0.149028344985	0.0776312985634	0.0562668084399	0.0369235960931	0.067427706351	0.0398063227669	0.0409019110803
m	0.0544908173077	0.018247924911	0.0143047566013	0.0137340973015	0.0530137533813	0.279775614524	0.186801677662	0.0955929792545	0.0880476609466	0.066340667303	0.052486764147	0.0489729538383	0.0281903303649
m	0.0370567567473	0.0192731961183	0.0155573838731	0.0167318289172	0.0543378132271	0.177442264301	0.278342419954	0.0925610091248	0.0899462047155	0.0933767769117	0.0527562126726	0.050152013134	0.022466103339
