 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.650090791445	0.0798238481185	0.111044198295	0.0067681144759	0.00628313784001	0.00373740822906	0.00727671577999	0.134975768813
s	0.672549848405	0.116986358487	0.135232015026	0.0103275139266	0.00358394183189	0.00713464645208	0.0035431194544	0.0506425265668
ò	0.627263562035	0.171923674621	0.156200044166	0.0096859577259	0.00307754410579	0.00815238797336	0.00131010248432	0.0223867031615
z	0.492429553045	0.212378823874	0.206348396789	0.0358722914283	0.00816284218218	0.00792382123266	0.00335416894234	0.0335300929564
i	0.276793474988	0.398005463625	0.209724919463	0.0563134945548	0.00995086764446	0.00790701888131	0.00405623908904	0.0372485266417
m	0.210543125767	0.396834210462	0.289660243441	0.0598045591383	0.00960255976195	0.0146367103141	0.00532712894506	0.0135914778849
i	0.189083265951	0.259701720741	0.4350797337	0.0773477921794	0.00987324133198	0.0172788235251	0.00576114807965	0.00587428285286
m	0.17069934492	0.208280338247	0.471869352273	0.104573931826	0.00936629678599	0.0281368958317	0.00398373939341	0.00309009172555
i	0.158637765362	0.164840979256	0.478731274464	0.145640420175	0.0107087261153	0.0337231394639	0.00344728197993	0.00427039591459
l	0.0772621873042	0.155484166272	0.505894673488	0.160773062925	0.0165171715651	0.061850630788	0.0030817798439	0.0191363192572
ì	0.0454294412921	0.127106307037	0.436405483829	0.222783630442	0.063301017735	0.0781577863333	0.0037689724703	0.0230473598034
s	0.0261674001554	0.102198454386	0.39839969661	0.268468874814	0.0939927497783	0.0699246805711	0.0149627029378	0.0258854376815
i	0.0187943493044	0.0690158319158	0.311914630003	0.349247765338	0.134110354793	0.0721485328864	0.0185529122199	0.0262156215473
a	0.0107304009592	0.045358828625	0.147339163234	0.413536644813	0.302877422664	0.0554994617821	0.014168037182	0.0104900488628
t	0.0415288071762	0.0230374126344	0.0967370244447	0.345805427828	0.343125021461	0.0830602687874	0.0302346627473	0.0364713755405
s	0.0930957189867	0.0174609676203	0.0953145690816	0.278123070067	0.244849697027	0.173229630976	0.0373875381091	0.0605388039455
è	0.0740680295719	0.0108569260817	0.0595898991539	0.204324082956	0.355435667642	0.218099192525	0.0370518975097	0.0405743062438
t	0.0531281647558	0.0119938029681	0.056951895518	0.158112457985	0.437447610881	0.163664923042	0.0932149933699	0.0254861429506
ù	0.046113911384	0.0121015241411	0.0541267886473	0.109721201348	0.442990854627	0.179273968547	0.129698463363	0.0259732718929
o	0.0163574099484	0.00480490929342	0.0192624032084	0.0520140915893	0.473774906476	0.239065202916	0.163922581828	0.0307984817543
m	0.0248620452594	0.00565951503924	0.0236314354008	0.0462762394164	0.378134284692	0.230163204305	0.257357091943	0.0339161823481
e	0.027337789657	0.00671496373373	0.0252923912501	0.0457855163188	0.280391060097	0.273247459368	0.272888780914	0.0683420472894
t	0.0290857027873	0.00796089792256	0.0195007628869	0.0396871789596	0.233241847726	0.253893335589	0.326544874571	0.0900854135565
i	0.0299840578578	0.00946259318048	0.0171914410061	0.0348455285065	0.198130135169	0.17835978233	0.43264327199	0.0993832049788
n	0.0139371529245	0.00561812769306	0.00660683125711	0.0174926007975	0.145788311426	0.13373228611	0.567016022463	0.1098086911
A	0.00782963189731	0.00245793541437	0.00278690901374	0.00815780000917	0.121634661879	0.0856253755033	0.682186384821	0.0893213246067
n	0.0045027021223	0.00137231238987	0.00205666169725	0.00705419429306	0.105886448026	0.114335553034	0.704165494274	0.0606266437689
n	0.011601023964	0.00227290244218	0.0122552445568	0.0158042943064	0.0570726024753	0.209090793145	0.598760948091	0.0931422083563
a	0.0127673075602	0.00287159169212	0.0149602100426	0.0152778593217	0.0311683740164	0.217743020128	0.408649921364	0.296561734319
</S>	0.00735635539939	0.00254312061162	0.00804023502454	0.00863352332015	0.0221648018952	0.162629205084	0.341532376682	0.44710039316
