 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.365590535689	0.035114524294	0.321644633211	0.109134656084	0.00207360651061	0.024869837286	0.1415721815
à	0.192780306234	0.0620170338247	0.497261531204	0.172275813091	0.0181147423045	0.00854937227881	0.0490011806483
b	0.152178322478	0.188134207362	0.388399377001	0.173765589611	0.0379673195821	0.040123554969	0.0194316170461
b	0.127795419019	0.454611789894	0.189608281734	0.135371857622	0.0309359488206	0.0507404087011	0.0109362845706
i	0.101730654693	0.666694530631	0.115265607111	0.0766525198967	0.0162894597391	0.0175980645437	0.00576916249368
t	0.0823399866177	0.658640745544	0.150286595066	0.0590043458549	0.0347622574637	0.0121611004816	0.0028049566578
o	0.0529650400992	0.558015873448	0.250077913331	0.0884286891223	0.0391730532984	0.00996643117112	0.00137297624425
u	0.0190576445007	0.359362964191	0.342165767257	0.199509273727	0.065297065154	0.0066017397716	0.00800554535744
k	0.0313972557899	0.251734150172	0.279299020286	0.218209932309	0.084453403728	0.11943847569	0.015467764547
o	0.0729912829603	0.349847590064	0.162100068282	0.186491860278	0.0563734360644	0.15726864734	0.0149271128432
r	0.0724201794418	0.348614607995	0.111473040854	0.228210102948	0.0663325172965	0.143948285843	0.029001273622
a	0.0494794371168	0.341224181572	0.078134986958	0.271350540396	0.0848784467455	0.138761075837	0.03617132802
s	0.0348514836352	0.286838738851	0.0560357433567	0.284345745232	0.113659084615	0.172326757148	0.0519424447393
ì	0.015481881374	0.187009013224	0.0359170225856	0.296228955311	0.171450688138	0.240246050145	0.0536663978024
u	0.00587137746634	0.12377894619	0.0285833309279	0.300739752037	0.355339477179	0.158373742382	0.0273133842065
t	0.00419091496618	0.0482345427245	0.02048095158	0.182701413699	0.480563969064	0.240860360698	0.0229678519452
è	0.00506614676155	0.0369687392429	0.015985340344	0.115651980177	0.461483107359	0.337829191666	0.0270154878884
l	0.0620282274333	0.04039135359	0.0173721972368	0.0913718825932	0.385437769853	0.371471950655	0.0319266184895
i	0.0824453506431	0.0531113683648	0.0168973491231	0.0473327941246	0.276879733151	0.413730473352	0.109602942383
à	0.0307481374099	0.0473376315562	0.0156081221937	0.0719462623382	0.27861921345	0.400757920353	0.154982720654
s	0.010627379546	0.0205502987844	0.00868488356153	0.0692431552061	0.262816844417	0.48692468922	0.141152755331
p	0.0560107805895	0.0226144811717	0.00866639180344	0.0260445002198	0.152269705729	0.549313401873	0.185080729211
r	0.185301313556	0.0302999952809	0.00899783630001	0.0113662903101	0.061647556133	0.463026375024	0.239360629047
o	0.177485367926	0.0227436195873	0.00576948387561	0.0063870076251	0.0304970624577	0.312879567055	0.444237906812
</S>	0.090522842035	0.0127383394752	0.00541278955291	0.00587326309655	0.0243308733989	0.239953023198	0.621168885406
