 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.507462361135	0.140531063051	0.0647512601347	0.0449951362801	0.0265082468945	0.026025056651	0.0275136796896	0.0283705211251	0.133842662755
a	0.605038899712	0.198298689722	0.0524819397271	0.0356693990141	0.0152352518832	0.0167627285454	0.0136024090321	0.015036162597	0.0478745226337
n	0.496935028357	0.29549047768	0.0460945728277	0.093467160778	0.0126332160168	0.00699209867958	0.00737363795025	0.00731152720735	0.0337022986584
o	0.351739627906	0.416978754476	0.0514780530092	0.119215099822	0.0119199691837	0.00332117003613	0.00491735536997	0.0046160549518	0.0358139361518
n	0.286925501946	0.395385994673	0.139774011723	0.104276382322	0.0154809008734	0.00496181602095	0.00525157485808	0.0147645439997	0.0331792782525
ì	0.225953240379	0.40986764771	0.194985870765	0.0989720364473	0.017677510565	0.00611046380979	0.00473527088354	0.018099041643	0.023598909134
s	0.19340058924	0.469936708856	0.178900114999	0.0730020318958	0.0212037665702	0.00579999034499	0.0137852020144	0.0289015970912	0.0150699941252
o	0.1462896012	0.398881658952	0.245583800726	0.101810771125	0.0350173684721	0.0105177917575	0.0172932933209	0.0324925483064	0.0121131815725
n	0.134260540517	0.282725967735	0.320296524815	0.105434653135	0.035375106056	0.0163807363949	0.0163284906091	0.0617328557071	0.0274651331829
t	0.103805252283	0.243666280596	0.373966950072	0.0967066444783	0.0344274254253	0.0163692954647	0.0207517549863	0.0719618044755	0.038344583116
a	0.100120326916	0.239228565532	0.333447762231	0.165802286693	0.0594932827351	0.0412540979089	0.0149681132951	0.0248288815795	0.0208566979577
t	0.0637081676818	0.148499317691	0.25064393295	0.272928491738	0.0828346638784	0.054742670629	0.0479886798	0.0393600552194	0.0392940500438
e	0.0447540463749	0.0955643971817	0.17374887545	0.343699720619	0.126014555126	0.0676094607717	0.060167975493	0.0440197668296	0.0444212131883
s	0.0377533458086	0.0730273477586	0.139318611617	0.371988574006	0.136820050642	0.0777926807839	0.0836084383277	0.026630537524	0.0530604099712
m	0.0193768017007	0.104819474713	0.200113828359	0.321205016982	0.093124873684	0.0453433462013	0.109973057634	0.021715949965	0.0843276231653
à	0.0663704425102	0.123777805128	0.211663313235	0.275361117507	0.0894383907647	0.0436557560404	0.0762910383643	0.0153428731923	0.09809922382
n	0.114757687952	0.0624478558821	0.189257518771	0.292353448582	0.0815356155216	0.0502982156068	0.0531654185728	0.0793222634678	0.0768619584087
t	0.081734697357	0.0407597495495	0.189029657481	0.330139251047	0.0855040303072	0.0598886608023	0.0758901922576	0.0965421112543	0.0405116360754
e	0.0361255059661	0.0269380236291	0.119643504448	0.286714461122	0.216192903902	0.115914008167	0.112187201519	0.0505480731774	0.0357363040623
ì	0.0146634504789	0.0138717290731	0.0418829212107	0.232526120107	0.305925352834	0.160038820942	0.105208562333	0.0942461984151	0.0316368413705
t	0.00642163521284	0.0196170084745	0.0479820341436	0.219059233836	0.248296270678	0.153242262367	0.112522036604	0.166119875097	0.0267396319419
s	0.0037406027304	0.0313692734909	0.0991809307445	0.149645781785	0.193481753426	0.216978629256	0.147528177535	0.131190798949	0.0268840285595
e	0.0020476211297	0.0215320110398	0.0848212878793	0.111495891671	0.217613243295	0.239889331019	0.197375491712	0.0912836601069	0.0339414493187
r	0.00163090575968	0.0116310240135	0.0311610803702	0.0809563835777	0.207853762965	0.202681446113	0.251972334837	0.181774032634	0.0303390364249
e	0.00135389202019	0.00842789708913	0.0244804822615	0.0646140602439	0.152711172542	0.199582614478	0.295800252146	0.223165975425	0.0298636622203
k	0.00259999901499	0.00574255241301	0.0239711074386	0.0593934928346	0.111332034381	0.222002279846	0.312507984315	0.231000546542	0.0314499919134
a	0.00293567931456	0.00384916644835	0.0529710314375	0.0439029587529	0.0671427488003	0.225456849769	0.308848256372	0.257387953914	0.0375053412578
n	0.00139051453874	0.00255796990695	0.0604139896346	0.036962845497	0.0466771074334	0.17484189659	0.311686796724	0.315660061305	0.0498088248059
a	0.000889824813987	0.00214796030417	0.0500599985052	0.0387617330621	0.0312895404218	0.122606082997	0.311582216575	0.377844350902	0.0648182931886
v	0.00296472394295	0.00397131686349	0.0471191371397	0.0400290711832	0.0241782261713	0.110244868199	0.271640219325	0.426340927234	0.0735114895429
r	0.00383629795068	0.0146552497589	0.0585307034602	0.0201088219557	0.0205919748438	0.1157060844	0.216396172975	0.435985190678	0.114189490328
è	0.00219056784082	0.0153022141842	0.0621382148541	0.0134632396805	0.0144399495087	0.0673932373751	0.157679801932	0.506198819826	0.161193944909
t	0.00265203269243	0.015369423512	0.0252230861617	0.0167780582461	0.0158701609903	0.0807907043001	0.181626055651	0.540038402209	0.12165206597
s	0.00252406001816	0.0231167082694	0.0384846819669	0.0181475988734	0.0303194641388	0.103739374367	0.237278258217	0.344869088503	0.20152077387
i	0.00129619666821	0.0156777984649	0.039157438573	0.0115137222076	0.0259761779626	0.0611284080672	0.180577110906	0.216354280668	0.448318874303
</S>	0.000855027788663	0.00811811427804	0.0199132990414	0.00911581543348	0.0149025997029	0.0357714689509	0.133450386403	0.202193655834	0.575679627152
