 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.726663700992	0.069497110434	0.0061938750614	0.0035746080886	0.00123934649038	0.00214327770726	0.00865923911031	0.00124129655651	0.00566670460716	0.0112288842973	0.0067888101872	0.047101923507	0.110001226026
l	0.673421130997	0.117522296345	0.0371196320174	0.00972243244727	0.00179984535972	0.00206766166426	0.0100915601467	0.000995223278171	0.00252205682228	0.00441221934974	0.0029039737282	0.0480097723558	0.0894122103609
l	0.549653606332	0.163322205915	0.0928083588325	0.0255442629664	0.0159365392482	0.00467650659775	0.0115835026362	0.00127580357475	0.00191382285748	0.00228623764586	0.001623100669	0.0481402039037	0.081235865931
ò	0.490863456577	0.299035161772	0.105823436271	0.0272284720969	0.0204397379594	0.00456315968835	0.00498113030876	0.000804190921158	0.00108508731328	0.00092353392592	0.000556233871203	0.0160964989084	0.0275999217471
r	0.302401748792	0.452977307591	0.0973647720437	0.0606088605624	0.0209848467009	0.00828053106322	0.0100549062754	0.00151460117575	0.00235446647233	0.000837080216003	0.000384367482392	0.0158603427732	0.0263761900999
a	0.190056676624	0.495926698397	0.121667806155	0.0912567678541	0.0288112950216	0.0115728788335	0.0126830066629	0.0024088825917	0.00284091649961	0.000818016266226	0.000334061081253	0.0159102174876	0.0257127867625
f	0.123314822688	0.432921123666	0.212692950938	0.0807198877114	0.0372792731552	0.0169863114762	0.0123500819883	0.00312669464796	0.00251043452152	0.00059402640698	0.000960173760425	0.0171729304759	0.0593713099167
è	0.0503268722607	0.377562914555	0.296291666013	0.102704972337	0.0405293700017	0.0238489957427	0.013299153268	0.00309329469974	0.00243352063131	0.000528239247054	0.00116548504885	0.0174876966733	0.0707278312881
t	0.033381361742	0.309139607718	0.326867628271	0.148211020812	0.0437936137306	0.0262987610249	0.0199020467248	0.00321076143378	0.00482096750434	0.00301648003563	0.00109696976249	0.0482213392236	0.0320394354261
i	0.0433432109726	0.168875649326	0.336559606357	0.234665793804	0.0627072844102	0.0315820172703	0.0273526092802	0.00515305060351	0.00623106068794	0.00398167400077	0.0010953479713	0.0591633237219	0.019289370801
p	0.0375167209591	0.108727620162	0.383868891619	0.230837981201	0.0639321262701	0.0396731984188	0.0290424008786	0.00682009721708	0.00675611628797	0.00210765682998	0.00182156094097	0.0563573110907	0.0325383104975
ò	0.0145480979384	0.0682024439673	0.44823057784	0.191692086667	0.0677992503634	0.0652092140063	0.032482093934	0.00936021816857	0.00741947641252	0.00153616593038	0.00206667289418	0.0547723621162	0.0366813248258
r	0.00712362215013	0.0427570245024	0.428936087113	0.221507318822	0.0780830915611	0.0724676755021	0.0343306499239	0.00984278692829	0.00910548781524	0.00407914126745	0.00227272468252	0.0637905826791	0.0257037998852
k	0.034555638682	0.0343258339608	0.371763965218	0.209315080941	0.106338945854	0.061350823614	0.0289057194349	0.00699588733376	0.011048556155	0.00644788503875	0.00266248466634	0.0827073001295	0.0435818838954
e	0.0436842347345	0.0322714910734	0.272295009486	0.267792356714	0.143808138885	0.0686684634713	0.0472887791183	0.0179284179455	0.013169076454	0.00438880766742	0.00290696065759	0.0454543129409	0.0403439489627
t	0.0310783467691	0.0449376293527	0.196193663515	0.301088555238	0.148274675228	0.0889976459571	0.0729167013125	0.0250786965385	0.022005256923	0.00510466927485	0.00426877676316	0.0335565744003	0.026498798017
e	0.0249776041995	0.0421460009643	0.140606345798	0.240782689413	0.211142286543	0.123121061119	0.101441420487	0.0285886031615	0.0306350254321	0.00592392584355	0.003565869207	0.0284806977743	0.0185884600287
è	0.0090014237408	0.041925342691	0.085802206046	0.218553378804	0.258631030381	0.190039766373	0.101522536299	0.0357517892938	0.0272406320094	0.00427094278912	0.00368783400732	0.0145010210949	0.00907208207724
r	0.00552210422938	0.0444568444976	0.076745654522	0.207664895601	0.24103815766	0.234072369458	0.075887924093	0.0286724356846	0.0219714763898	0.00796483173804	0.00723740165849	0.0406150395549	0.00815084401044
k	0.025224040424	0.0237360645685	0.0697271162607	0.163240116734	0.24401888322	0.223684257953	0.0898825033977	0.0204879688215	0.0248743393899	0.0143949364527	0.0076661731427	0.0659373618335	0.0271262209611
o	0.0300873008696	0.0131331939387	0.0507947528869	0.106912152911	0.21024378224	0.227248616718	0.175066068066	0.0364651727405	0.0411906511366	0.0170837633582	0.00942264388023	0.0472814303971	0.0350704778897
m	0.0166627942602	0.00793675665214	0.0336899468023	0.078633079237	0.17907470442	0.213741134839	0.231276847806	0.0500092568868	0.0527945909322	0.0241281593267	0.0129931791847	0.0743288977923	0.0247306625111
e	0.0120059398598	0.00560439062863	0.0255580165621	0.058601454679	0.148473752113	0.210806144546	0.263444699719	0.0596222362689	0.0679738574641	0.0259870861676	0.0136964308249	0.0826465370131	0.0255794506464
m	0.00614893489838	0.0105526207854	0.0151932899787	0.0465755654263	0.119266103304	0.218196492982	0.295874128753	0.0643930679563	0.076678269808	0.0316666679692	0.0149111089863	0.0712324984147	0.0293112422462
a	0.00412526008093	0.0120516611062	0.0104851852372	0.0381261603754	0.102190935588	0.203901122194	0.317583825764	0.0729304141188	0.083623150456	0.0379235568157	0.0157997749274	0.0711377125607	0.0301212382945
p	0.00357908944191	0.0250880565465	0.0080956610534	0.0496055630851	0.0685441441493	0.212242415998	0.297245425428	0.0862426613396	0.0964069238853	0.041686694305	0.0286291127011	0.0552864907327	0.0273477767039
à	0.00331376685829	0.0295539268175	0.00843923605313	0.0511594246997	0.0451862959164	0.193863757199	0.223442943249	0.112262935813	0.106287586828	0.0613571877901	0.0576137576537	0.0832140036316	0.0243051946853
l	0.00198479329295	0.0121049258141	0.00988881579038	0.0463342305779	0.0356168446388	0.158232701	0.217586246616	0.113228604404	0.123854549276	0.0822665494234	0.0639759547446	0.113756062171	0.0211697265991
e	0.00156328917667	0.00608850399212	0.00889565625814	0.0434361607233	0.0330459926889	0.1192435828	0.245321996472	0.130784884268	0.157049353759	0.0828829781011	0.0504481819949	0.0961153430843	0.025124073161
e	0.000596718602675	0.00283050068185	0.00406921474673	0.0256060081702	0.040324948673	0.0867253255333	0.196842629824	0.210075305556	0.205223617586	0.068965560367	0.070201625265	0.0657573254534	0.022781204076
t	0.00420378318909	0.00627975223447	0.00957885105551	0.0197835899419	0.039408549725	0.0876452165111	0.111914047561	0.208419938252	0.192365277595	0.102910277722	0.0927858364017	0.0908189355985	0.0338859396677
t	0.0363604970565	0.0124787098738	0.0205628359638	0.0108456111073	0.024103508155	0.0813903155037	0.116291969607	0.163222272951	0.159189329665	0.137350790574	0.0710907735672	0.107289101575	0.0598242964742
ù	0.0431194514108	0.00987604604714	0.0169286531839	0.00599658498097	0.0155660536633	0.0524877069746	0.103455406336	0.153618277384	0.170992582888	0.138173537085	0.109541239089	0.110664044565	0.0695804298684
