 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
e	0.564900100873	0.11649093108	0.060635387613	0.0181067144502	0.0215007611424	0.00539438685844	0.00406071214672	0.0348698422994	0.174041160238
t	0.58522813199	0.202230053332	0.0611547372079	0.0253657791945	0.0221818679798	0.0149854115184	0.00457035936335	0.0149858505992	0.0692978035105
t	0.642947455757	0.213294352844	0.0290967958489	0.0263591137485	0.0226318193704	0.0204636108515	0.00460799013877	0.00576491982088	0.0348339449617
è	0.516629586103	0.421467273081	0.014720809001	0.0138102964504	0.00836720626841	0.00934560946737	0.00157616119793	0.00194663552923	0.0121364269208
d	0.323230379978	0.51815379874	0.060459083987	0.0528528479737	0.0270838266823	0.00941686159645	0.00156535194694	0.00225862675672	0.00497921587054
e	0.231035363266	0.443213594627	0.207644321329	0.0672658354066	0.0346470707481	0.00958573723988	0.00160533765108	0.00236663119264	0.00263610712509
c	0.174072311099	0.382438869338	0.288270606423	0.0834495854442	0.0502350656253	0.00815363991192	0.00296596893811	0.00818031169259	0.00223365780899
i	0.153672665345	0.339448332509	0.331558667454	0.0944157642814	0.0564280940435	0.00767331313785	0.00350470235062	0.0101850359607	0.00311345238219
d	0.0682904263821	0.301863915816	0.423443769818	0.0956323940471	0.0561224674489	0.0166801916909	0.0220503120489	0.00895550369908	0.00696103469067
è	0.0393043304556	0.224918382852	0.472151486606	0.118809141416	0.0790399113896	0.0213679016974	0.0282604506889	0.00867274154367	0.00747564985266
t	0.0184395843958	0.198775051651	0.461807127935	0.164514859005	0.0803133546232	0.0299398250409	0.0188931010187	0.0202224503529	0.00709464108052
s	0.0334268501293	0.116482901882	0.472939128748	0.166779044368	0.0652289079277	0.0960602099143	0.0164361682747	0.0239759346765	0.00867084286477
a	0.0341451767589	0.123370189578	0.421999815793	0.235485311956	0.0596950640292	0.102115837708	0.00815891327223	0.00819517938141	0.00683450257396
m	0.135015710991	0.116680183407	0.279462939438	0.310725843585	0.0737055563197	0.051078353332	0.0145978826447	0.0130386539852	0.00569489994649
o	0.1681989157	0.0971406224072	0.243553996926	0.321355011462	0.0905285092166	0.0371548087673	0.0173835332818	0.0149312375659	0.00975339299866
k	0.0987733245029	0.084300543507	0.224811866355	0.308743260154	0.168579793686	0.0412406127124	0.0414281208439	0.0213162097442	0.0108062726777
