 	le	melanzane	vogliono	girate	</S>
e	0.411145777246	0.364037160581	0.0393166716217	0.032290135436	0.153210253996
m	0.265012149538	0.550615011394	0.0752651927214	0.0484406962111	0.0606669495228
a	0.151154159513	0.671041906998	0.0903046209661	0.0536941653553	0.033805135471
r	0.139293550471	0.700007122999	0.060577475581	0.04616468205	0.0539571662737
a	0.135279171782	0.717434465	0.0496396665203	0.0420923201018	0.0555543991722
n	0.0714702106807	0.71053699544	0.0434004557668	0.0540183821124	0.120573968531
g	0.196624642122	0.470521420433	0.0711297054489	0.102035600421	0.1596886514
i	0.260375757228	0.442760982991	0.133789116374	0.081072431446	0.0820017318885
à	0.113636855844	0.551433607397	0.257916183915	0.0369778652532	0.040035489298
n	0.0586442899086	0.418255056866	0.325928493891	0.126085905807	0.0710862716432
e	0.055677332272	0.322707253222	0.38430208501	0.152699070169	0.0846142775277
e	0.0357968753844	0.310827535221	0.547627207179	0.0664772391217	0.039271131997
t	0.0130418391116	0.180816956208	0.593817136122	0.133979548273	0.0783445010467
è	0.0157459551895	0.163261396939	0.476266006994	0.241935940651	0.102790701276
l	0.0370436746967	0.187944130824	0.359258221218	0.330252777844	0.085501196312
u	0.0397762291079	0.153125727735	0.291553437473	0.377729832281	0.137814761871
n	0.0259259651524	0.105630149531	0.252603498758	0.475269748627	0.140570643024
v	0.0591865178516	0.062289206119	0.245510499386	0.529654129742	0.103359647008
o	0.0658584941099	0.0580922757273	0.224447101375	0.430903137914	0.220698974269
t	0.0294391117801	0.0462237684623	0.14883687975	0.484880163305	0.290620076703
i	0.0159904198827	0.0359373637271	0.100504804455	0.485194661568	0.362372758848
m	0.00899271724747	0.0188386946698	0.0799485385317	0.544369800989	0.347850254436
m	0.0695364715042	0.0160518732299	0.106915552264	0.589191110996	0.218304981664
è	0.0874765529267	0.0144527790772	0.119772032445	0.502254572999	0.276044044587
n	0.0996918209546	0.00791424921633	0.099844368905	0.535910081866	0.256639465162
e	0.106333929199	0.00656924033788	0.0850698775223	0.398286810889	0.403740134687
</S>	0.0581983245302	0.0065885611826	0.0593871470921	0.247409252544	0.628416717344
