 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.477313141668	0.133087140711	0.0156596053847	0.088703290251	0.0586517215504	0.0312261031332	0.119921997816	0.075437019467
n	0.387158049493	0.225009937064	0.119042329922	0.111955449744	0.0404515038695	0.014026609825	0.049104369745	0.0532517466924
è	0.230449742189	0.368721463988	0.217993903767	0.0746664870747	0.0348893253119	0.00787067023992	0.0204947283621	0.0449136638596
r	0.137067266057	0.411383336983	0.296893338122	0.0666330705382	0.0294131745882	0.0248430616129	0.00980357873398	0.0239631688102
t	0.0950589338383	0.363024394841	0.373355859574	0.0826213588861	0.0263690915566	0.0308579418218	0.00625832241473	0.0224540886686
i	0.0900837119302	0.30235737288	0.388004685525	0.160634907269	0.0290175005839	0.0143088122585	0.00211270910857	0.0134802923222
s	0.0537586277917	0.175217524554	0.426526634508	0.231491498356	0.0341633579523	0.0349969405334	0.0215940361939	0.022251386561
t	0.0386437489758	0.160695353712	0.395119880169	0.278943664252	0.0173522576904	0.0404724501503	0.028487675435	0.0402849785125
e	0.0404956766687	0.167206515937	0.343797010856	0.364458830217	0.0208152696599	0.0193031186631	0.0100500012066	0.0338735678774
s	0.0256905937057	0.103582298624	0.345087029485	0.346912885072	0.0317256307234	0.0440455335883	0.0320916525882	0.0708643614835
e	0.0163634742119	0.0462048937142	0.339662331228	0.368211824157	0.0454865302145	0.0647668922294	0.0397755531814	0.0795284930454
t	0.0108863348441	0.0233953624876	0.318967940449	0.386387407966	0.0610821288315	0.0747949299498	0.0352147731157	0.08927110899
t	0.0120634590399	0.0200408424639	0.277134033456	0.377738961609	0.0448250240272	0.0811970865699	0.0385207600653	0.148479827541
à	0.0313611130282	0.0287540042934	0.213394642885	0.360778276376	0.119439974866	0.09973317579	0.0260929229578	0.120445900788
e	0.0295874192169	0.022693991646	0.11924725922	0.207926857525	0.377561624075	0.0992281796433	0.0814530096793	0.0623016657299
v	0.0481153023769	0.00965307242066	0.0541505518296	0.108921467022	0.481800181645	0.135453931394	0.105713138673	0.0561923584572
ò	0.0550871040009	0.00961932538535	0.0437136049505	0.100855153287	0.323507447982	0.331788633331	0.083379498291	0.0520492498924
s	0.0333671886694	0.00988292522638	0.0843793981195	0.120657215929	0.210394522527	0.40099337151	0.0907658404153	0.0495595593841
t	0.0380575653639	0.0109633150113	0.0906055731505	0.117715218896	0.135362520089	0.385430666703	0.10108069149	0.120784454228
e	0.0285233968142	0.0388373422485	0.0427542001455	0.072183533548	0.060629090363	0.350631679368	0.179059104297	0.227381648109
m	0.0133365696544	0.0435508950315	0.0267491052441	0.041513936928	0.043720585901	0.289793354543	0.346951878099	0.19438366677
a	0.0112179688109	0.0480602398075	0.0239789773598	0.0261526395981	0.030446997591	0.255486764934	0.470565221346	0.134091182123
r	0.00994421596567	0.0491297102559	0.0216614611675	0.0172446589798	0.0309187050703	0.240312562582	0.502890975095	0.127897698974
è	0.00455304703757	0.0274238227304	0.0137722108754	0.0121280285351	0.0309905789414	0.238264399865	0.575329357165	0.0975385635913
o	0.00295094290951	0.0195593105083	0.00882252135837	0.00595344945437	0.0304562969349	0.137885464122	0.578629168522	0.215742875997
</S>	0.00199468560093	0.0100965043752	0.00731452487963	0.00466733868988	0.041964812136	0.077072829211	0.520947255261	0.335942075999
