 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.405013399858	0.28057280972	0.118364487486	0.014836581802	0.00193091613302	0.0331831240963	0.00156157318664	0.0230894745175	0.0192084749955	0.10223915973
t	0.272132707468	0.446236891973	0.14130840306	0.0134507918316	0.0186340406502	0.0170849884556	0.00549883727346	0.0101669968152	0.0090683981224	0.0664179371557
e	0.160878478007	0.611488366391	0.100020756378	0.0186430820055	0.0246462820939	0.0116934265492	0.00678260868273	0.00585151525994	0.00567660767033	0.0543188605138
l	0.100150732063	0.62932994473	0.103846750886	0.0431493058778	0.0303280742573	0.013971139811	0.0115763612715	0.0110517119077	0.0262422620584	0.0303537212715
ì	0.105348848206	0.55894009551	0.153946032429	0.0525444533859	0.0329770694712	0.0147904702604	0.0132080843979	0.0127932345796	0.0330993673576	0.0223523467718
s	0.0662328392359	0.56458126117	0.20605390481	0.0553528073153	0.0344661137801	0.0196606544273	0.0143012566549	0.0106102754669	0.0126191772088	0.0161217194356
i	0.0297644960397	0.497807333457	0.29172092387	0.0767893501518	0.0374132674366	0.0220180301279	0.0147523287769	0.00990241499962	0.00579014366531	0.0140417399708
n	0.0150317787285	0.442871760352	0.337674813157	0.0877576499173	0.0394114913517	0.025512880365	0.0184288415959	0.00538975991041	0.0182863060961	0.00963474245617
a	0.0135363531146	0.364752364251	0.376510373652	0.118649994639	0.044891692448	0.0272433013869	0.0198320609976	0.00394106708881	0.0224588440211	0.00818395675232
m	0.0259533156797	0.240650993417	0.426630320017	0.13970814688	0.0557699982493	0.0342261594622	0.02421946356	0.0154170344349	0.0312184030151	0.00620618315254
ì	0.0345632850073	0.147284455606	0.440601869939	0.16550075596	0.0801723201431	0.0421853838714	0.030462227692	0.0193814070005	0.0341421644034	0.00570614977197
n	0.0508326759502	0.110162529522	0.405823743846	0.21712532012	0.074079823141	0.0568584472141	0.034854966596	0.0243442169927	0.0169948731218	0.00892339998041
i	0.0471401624028	0.0853910162619	0.274557088215	0.325622705507	0.118774930114	0.0646612546777	0.0363685095947	0.0262898633159	0.0112831919196	0.00991126676961
p	0.0346679155322	0.0678760919019	0.206895091672	0.383376449569	0.154058738518	0.0543200908339	0.0513038651689	0.0245781487533	0.0168268175116	0.00609679656751
à	0.0275634368615	0.0537017909838	0.161090926491	0.384299782923	0.197293232919	0.0562856844326	0.0690665811163	0.0263241793991	0.0190837065318	0.00529070319978
n	0.0207622911498	0.0432332575084	0.10290656415	0.408316564041	0.22278298964	0.0685047296462	0.0674362092388	0.0412882019257	0.0185723626228	0.00619684936814
t	0.0260800597651	0.0350471350848	0.0681238840273	0.375957371307	0.210472596977	0.0724111087774	0.114624205298	0.0507160907659	0.0300870207667	0.0164805425212
a	0.0186942234122	0.0312425477434	0.0419628906008	0.270084734996	0.339020925689	0.0927718335791	0.132339207311	0.0295814459193	0.0224340485612	0.0218681615577
l	0.0138270189416	0.0325046735222	0.0342017800013	0.173129888385	0.384699236217	0.12577683426	0.122294661077	0.0471949146598	0.0471392003072	0.0192318110363
e	0.0108517740914	0.0264162699449	0.0232114159618	0.166501734782	0.35706021706	0.154321988533	0.130188357492	0.0594713333799	0.0556822704991	0.0162946418974
t	0.00474045487744	0.0230969466472	0.0153512411986	0.177879644067	0.361670410029	0.160535195298	0.111902546277	0.0447384652866	0.066452982885	0.0336321069958
t	0.00475297857057	0.0199130057611	0.0122290528495	0.195500859868	0.336481521172	0.116288615686	0.0958125437657	0.0421784470289	0.123149316795	0.0536936647419
ò	0.00434106534292	0.0249210827088	0.00669570102897	0.158299863795	0.282314987611	0.126195683295	0.181955065549	0.0476096839763	0.118559102872	0.0491077719706
m	0.0153558930278	0.0437492225981	0.00936836680412	0.104881458958	0.20760994127	0.161167546965	0.25032626025	0.0662272981588	0.095564407226	0.0457495997835
i	0.0192898913752	0.0391195136142	0.0105799110103	0.076481840062	0.164708687157	0.183519665922	0.263716736083	0.10312854772	0.081223389104	0.0582318098012
f	0.0105406655792	0.0219231412275	0.00778226045914	0.0456489227433	0.11610726245	0.176317809394	0.289854606828	0.158343127773	0.118665824715	0.0548163684471
à	0.00727027238946	0.0156262027556	0.00597315327338	0.0366606370944	0.101531788368	0.142491289618	0.318509828009	0.157965226124	0.171683676512	0.0422879074424
i	0.00463633131875	0.0131121349008	0.00413791025984	0.0311321004975	0.141009822983	0.106018905006	0.30622593147	0.129674905841	0.171078164971	0.0929737869741
t	0.00415570991374	0.0127652048557	0.00468884999795	0.0209314981545	0.118219728343	0.069104906722	0.225487755957	0.195643981014	0.22907318039	0.119929192818
o	0.00191838038417	0.00833612188134	0.0032763462908	0.0148863734102	0.0845272117974	0.071476171454	0.171520227119	0.253573601271	0.28663356985	0.103851993526
v	0.00334077571136	0.00918722478162	0.00574432523286	0.0198130268514	0.0949135472905	0.0695571802667	0.176952853573	0.24332606129	0.285963464917	0.091201543562
r	0.00528986423699	0.0110202306839	0.00741888428269	0.0227087306591	0.0663973848602	0.0511456065109	0.172840056124	0.27236692343	0.296971482219	0.0938408498807
à	0.00346585758458	0.0151682334159	0.00407017116621	0.0249350630012	0.0562937086189	0.0413732858063	0.171509911915	0.22704371601	0.29704785794	0.15909219716
i	0.00268233339094	0.01742045249	0.00350841249419	0.0216745094075	0.0611319907291	0.0294517589288	0.159717138912	0.11872203507	0.34022354018	0.245467809853
</S>	0.00341218458321	0.0135739255603	0.004109938887	0.0140458828273	0.0543407262206	0.0217480328004	0.117175903956	0.090707060035	0.39331017559	0.287576135527
