 	è	facile	che	stanno	ancora	svegli	</S>
è	0.487767812844	0.252316375404	0.124952796008	0.0129906753748	0.00368396738012	0.0147604260185	0.103527977425
f	0.275256850117	0.389127455401	0.21333722408	0.0463016937081	0.0174778871449	0.0210405944998	0.0374583108719
à	0.161093082306	0.490072973134	0.220270831253	0.0699888743294	0.0212649816678	0.0210437214219	0.01626550814
c	0.102000115719	0.515450452145	0.178697560711	0.157373891636	0.0307880948297	0.00882059306929	0.00686925700148
i	0.0919110422733	0.519365108482	0.16919043177	0.177679232512	0.0341249871681	0.00447299947605	0.00325618718996
l	0.0834142133739	0.440288830761	0.23568473879	0.150908560437	0.0813710403364	0.00448126653513	0.00385136591762
e	0.0689346831791	0.24127656112	0.337291616663	0.244996737946	0.0988333243038	0.00445647430652	0.00421061033954
k	0.0522359624161	0.132994804507	0.379335662174	0.297516907255	0.116230931657	0.0149304646752	0.00675526498218
a	0.0225844038567	0.0597317801423	0.316619969011	0.436897756025	0.135959035601	0.0203355303428	0.00787152931859
s	0.0122786996563	0.0364779975274	0.291133022824	0.478800499808	0.1398432338	0.0196025362603	0.0218640125994
t	0.0197208069162	0.0300194924158	0.247994169068	0.451803738136	0.155624833597	0.0181823921172	0.0766545695205
è	0.0272227874889	0.0253475055373	0.148260901029	0.508245905779	0.184681654663	0.0207724560055	0.0854687701722
o	0.0165112458897	0.0212391923106	0.092539490423	0.410300760326	0.325803604954	0.0855812941955	0.0480243836094
n	0.0195860451836	0.0167744242697	0.064449171901	0.294006802909	0.386652359985	0.147808904387	0.0707222897018
e	0.0226981774263	0.0125374258783	0.0614777695577	0.284434707723	0.387619198395	0.1594414434	0.0717912896206
a	0.0105738014094	0.007893781439	0.0402579706608	0.252935430472	0.448377735932	0.194697193991	0.0452640943402
n	0.00470355771688	0.00498152076287	0.0193513526805	0.149176733954	0.432945118031	0.24415479793	0.144686922687
k	0.0652503169874	0.032384120717	0.0309301756162	0.136972035223	0.292185195197	0.236202233301	0.206075926214
ò	0.0904043199853	0.0415184335718	0.0370468967582	0.191632298961	0.248460424866	0.244952133824	0.145985500509
r	0.0438408805782	0.0202917268034	0.0250060569302	0.173087644154	0.308361865355	0.313286665541	0.116125167523
a	0.0240829743973	0.0132401136927	0.0234922118333	0.161152506424	0.324930557592	0.358907462407	0.0941941695943
a	0.0144954094006	0.0100232117442	0.0194498648165	0.140469452133	0.290554939537	0.445327008196	0.0796801085314
t	0.0233629684059	0.0198827446292	0.0226409693403	0.0766501494695	0.227764900579	0.462148970499	0.167549294844
s	0.0812601353105	0.0238796161118	0.0266728931446	0.0719078088018	0.19314293016	0.342136931393	0.260999684528
ù	0.0866392483231	0.0129102857613	0.0160480975667	0.073569870399	0.193519020633	0.329072304091	0.288241180423
n	0.0303580723209	0.00504243457926	0.00747900934983	0.0404569513468	0.148879746996	0.418108925497	0.349674861274
n	0.0474397966006	0.0332041423042	0.0104151144744	0.0202299186124	0.0943744479167	0.418077070032	0.376259509625
i	0.0524815087485	0.0425146106286	0.0100136446951	0.0141171802623	0.0971131734322	0.402351848944	0.381408044542
t	0.0563846276661	0.0359295948786	0.0122869314875	0.0143607575802	0.0977224860656	0.368248365355	0.415067243667
i	0.0571119491349	0.0331668579773	0.0126528326559	0.0164754737194	0.0775456904103	0.222448889558	0.580598312976
</S>	0.0288838727003	0.016695647028	0.00678906986165	0.0142419650348	0.0651192387756	0.134615207179	0.733655011488
