 	dovevo	comprare	il	pane	</S>
ì	0.660462953134	0.0529953812147	0.066189251649	0.0771027946002	0.143249610699
c	0.658859588731	0.116623328052	0.137758403322	0.0350256554165	0.0517330223068
h	0.506538986444	0.268931655461	0.175726241766	0.0241185654673	0.0246845622975
a	0.458486540381	0.397288883983	0.118497248972	0.0126736477605	0.0130536905879
n	0.355407770862	0.43728291449	0.144939824416	0.0565262121137	0.00584328123547
a	0.210360392122	0.509937963163	0.201798006037	0.0727379912781	0.00516564873542
a	0.195199705774	0.492676407521	0.19423399203	0.0440803389386	0.0738095666685
f	0.123012146952	0.300315508907	0.25105255169	0.226991101373	0.0986287083065
o	0.101935392059	0.213150013522	0.32772362843	0.306114174911	0.0510767877728
r	0.109439672002	0.24397842619	0.303306985054	0.26147666249	0.0817982321149
à	0.0570401143247	0.170449123991	0.240231289842	0.35099547123	0.181283980552
s	0.0505482277789	0.077800956595	0.231783020594	0.42320288941	0.216664902117
o	0.105346058557	0.0443382209381	0.264135408778	0.382069015503	0.204111300172
t	0.110791749682	0.026805210911	0.251534542666	0.441956344534	0.168912164191
o	0.111471221768	0.0173149979952	0.193472074989	0.514773174111	0.162968537297
t	0.116392723338	0.0120412942194	0.148305706323	0.55096634797	0.172293933599
s	0.0788712718528	0.0126741834711	0.142290683561	0.64278248799	0.123381393353
o	0.0503375688203	0.0110803477765	0.119714744575	0.499648220837	0.319219143938
m	0.0828886543711	0.016291750789	0.0530233202567	0.468297265652	0.379499033446
ì	0.092201856889	0.0177799577287	0.0245775966902	0.446736312684	0.418704283949
</S>	0.0470603705729	0.00891198828188	0.014376589837	0.322904476742	0.606746569975
