 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.54402541251	0.136987023464	0.026711804285	0.0815747526	0.049889474304	0.0155586386713	0.0105284797284	0.00990282958034	0.124821616725
n	0.41297146375	0.2198643887	0.121038246108	0.112565354	0.028660244718	0.00819037041613	0.00484153075604	0.00350765606194	0.0883607686139
è	0.241611671102	0.358172079179	0.217025131429	0.0792233259487	0.0204377727042	0.00437105327729	0.00202756935001	0.00132556748939	0.0758058517746
r	0.137115766882	0.41178652028	0.30361382241	0.0688596217049	0.0283452652545	0.012948905336	0.0042204598362	0.00194240205256	0.0311672492436
t	0.0847100494973	0.359834473513	0.38219806627	0.097823080375	0.0343098252701	0.0162373822625	0.00507273105082	0.00217010423916	0.0176443011592
i	0.076009211278	0.300125851304	0.426014218223	0.161583837018	0.0186094074518	0.00747227514459	0.00194940276575	0.000757260516061	0.00747855190216
s	0.0487950571137	0.196189029724	0.460475198074	0.217985570673	0.037276981835	0.0149563170103	0.0117019063034	0.00179652323246	0.0108234337657
e	0.0306705249788	0.123954567566	0.479944784025	0.269166065958	0.0495731246961	0.0172281166698	0.0154403856243	0.00215248556542	0.0118699608395
s	0.022512914967	0.0802432851973	0.467827739475	0.292088679319	0.0567593068574	0.0205118184333	0.0252582994251	0.00456960832335	0.0302283624197
i	0.0157536278574	0.0577628254292	0.415500075958	0.314478267773	0.100787065311	0.0235473511778	0.030066340971	0.00553802517962	0.0365664348996
t	0.013282915318	0.0299839936265	0.382357510759	0.326104331858	0.11059456497	0.0271899064393	0.0405608653781	0.0139067571139	0.0560191624616
t	0.0108166309911	0.0274386056222	0.306378384006	0.326564199359	0.119933846663	0.0315086108111	0.0519876621687	0.01709173296	0.108280336991
à	0.0173219005044	0.0426733087243	0.229476748782	0.334928404326	0.188753877428	0.0423562643017	0.0497579765756	0.00844171190307	0.0862898058337
a	0.0145441838651	0.0368616596937	0.150685999147	0.258789469442	0.322059238876	0.102637850101	0.0583815442519	0.0146975096234	0.0413425472231
n	0.00626751453028	0.0152082190412	0.0792689175623	0.168891967677	0.338122100548	0.14365896731	0.0747823604973	0.0958558239225	0.0779441400789
k	0.0210482768697	0.0282880167017	0.0661251704408	0.131954618689	0.266452631692	0.118367810513	0.117895273626	0.152404389053	0.0974638093176
ò	0.028106451764	0.0719136776129	0.0527432578736	0.122563786923	0.265677381084	0.122072299704	0.146333276675	0.129215319284	0.0613745487939
r	0.0267453775717	0.0687098995433	0.0722000035912	0.127438374668	0.234651872361	0.142830714835	0.143835555825	0.132568173895	0.0510200387846
a	0.0324403177247	0.0443825133777	0.0922715415784	0.116857101355	0.176141390187	0.170108787878	0.181744024342	0.119632962232	0.0664213726482
e	0.0193779621061	0.032529881888	0.0559732250301	0.066878019149	0.143989786996	0.274845986626	0.249445255047	0.088104121744	0.0688557749961
n	0.00656093861489	0.0117866008008	0.0326534058327	0.0320890036966	0.0990157187985	0.273042724632	0.279120846116	0.158600175848	0.107130595712
è	0.00267794736984	0.00527080122043	0.0235653244038	0.0169141772089	0.064037307166	0.158908734034	0.312781109539	0.299841006349	0.116003593704
p	0.00255590923795	0.00333332201937	0.0151722618942	0.0152273155247	0.0539443551553	0.0986116008113	0.263701081713	0.485052327983	0.0624018115213
r	0.00262998635132	0.00263650909552	0.0122845344807	0.0123448416449	0.0441140971944	0.0725642623018	0.163652213811	0.648927330661	0.0408462204138
ò	0.0019354823311	0.00468986929544	0.0058411667627	0.0077109987301	0.0386464797521	0.0511210446653	0.11555538951	0.60443838322	0.170061200025
n	0.00403395372215	0.00508624297628	0.016883680414	0.00638691455983	0.0194429242954	0.0362506257951	0.0936050449033	0.555827563407	0.262483061342
t	0.00442120451977	0.00223753130833	0.0198646291533	0.00476769515461	0.0220342777998	0.040686663023	0.10709146659	0.528179359802	0.270717184119
o	0.00220528337872	0.00584215776364	0.00868438639806	0.0032072184059	0.0216922221983	0.032160326151	0.083574462662	0.333991821334	0.508642131711
</S>	0.00189982389975	0.0102616625961	0.00690249140647	0.0026806026495	0.0125394865946	0.0191973386135	0.051268137895	0.203303331767	0.691947131855
