 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.62156807712	0.147206295856	0.0054864739123	0.001799662016	0.00118063074348	0.00347723956012	0.11690252282	0.102379098164
v	0.662938373707	0.124965182767	0.00743080806037	0.0121670053155	0.02816257522	0.0261034594991	0.0985440845986	0.0396885145651
ò	0.490720962302	0.344784748024	0.0225080622951	0.0236088036826	0.0373307122288	0.0321484634354	0.0349120084482	0.0139862344099
s	0.241694235967	0.568189274941	0.0396462950517	0.0376921689531	0.0322436951724	0.0269102485483	0.0449148133386	0.00870927357698
t	0.0994250833461	0.59917811128	0.115688846424	0.0574795999726	0.0412952493056	0.026836337771	0.0482331634086	0.0118636153807
i	0.0566431315055	0.499054275393	0.243660000481	0.13248572544	0.0292302671897	0.0113267642596	0.0161725989504	0.0114272276678
z	0.0434404805243	0.337904183931	0.29196287836	0.165584845547	0.0447686864449	0.0481353431689	0.0408252205004	0.0273783577662
o	0.0299190941488	0.232859969644	0.31857444552	0.228268348182	0.0503742820233	0.0603517916079	0.0490522668824	0.0305997982622
ì	0.0158851892723	0.165157524851	0.334614233173	0.373420982394	0.0519305972358	0.0286661538209	0.0183141940543	0.0120111117398
m	0.0399632036618	0.12123759972	0.290291805258	0.332156568825	0.0870449047666	0.056590660327	0.0526913020233	0.0200239494069
m	0.0550913037291	0.11241952324	0.266344538219	0.214635391122	0.120947080682	0.111644823896	0.0639956448814	0.0549217030146
u	0.0295595198748	0.0878349175313	0.218717373806	0.320547244194	0.155082876541	0.104210087719	0.0245788829557	0.0594691128052
ì	0.0110972187087	0.0509878061784	0.142819443842	0.424236773131	0.217775831847	0.102109383073	0.0168854843754	0.0340880776571
m	0.0246936673754	0.0557418051541	0.147002330321	0.302105886477	0.231867404682	0.145332908558	0.0674268976441	0.0258291274131
e	0.0289403502802	0.056459213989	0.134243635064	0.209085089366	0.229947519294	0.219651012586	0.0921205188947	0.029552692111
p	0.0181326729476	0.0346298863515	0.11678396741	0.164874725455	0.204541013731	0.350992042262	0.0833362645449	0.026709455817
à	0.0143571595064	0.0232975425994	0.0982349474953	0.115763164012	0.161949951744	0.427588966021	0.132820790628	0.0259874962323
n	0.00617530678579	0.0209970375857	0.0471304455558	0.104299224557	0.165679529448	0.43565839394	0.189688080876	0.0303719795508
t	0.00939756844047	0.0171829992948	0.034785913992	0.070622518923	0.157935407123	0.49130233698	0.174189369159	0.0445838820169
a	0.00926372559238	0.0119912180174	0.0281097359411	0.0626053532267	0.155802063333	0.40837584566	0.205631663586	0.118220409292
p	0.0129063808732	0.0122111493666	0.0288639296144	0.0840727617056	0.134938221736	0.307434762553	0.294930411395	0.124642393111
o	0.0141312041766	0.0107416167079	0.0289000427029	0.0874774046636	0.117001629579	0.292685907518	0.354511605398	0.0945506101837
l	0.00847325811297	0.0102484890204	0.0233992632163	0.0718857525645	0.0886128538003	0.289637019839	0.406457093399	0.101286303195
e	0.00657702748588	0.00985572318381	0.0191360654442	0.0590402597153	0.0649744908674	0.281389946613	0.438200663133	0.120825836132
m	0.00889986669158	0.0111109884989	0.0137940645854	0.0461049858803	0.0530334653698	0.262445606204	0.486450527711	0.118160492631
i	0.0097481863682	0.0107644861551	0.0112288853154	0.0319102420613	0.0441371421849	0.241698442535	0.509674756037	0.14083784413
m	0.00760488758538	0.0078308891754	0.00918573453403	0.0258193312801	0.041541302426	0.219659221978	0.522447679479	0.16591094543
m	0.0129945180265	0.0331872262091	0.00677635361541	0.0121335813299	0.0409579302927	0.273432176926	0.457251466873	0.163266749625
è	0.0108109246874	0.0396809291093	0.00574047749581	0.00683279826794	0.0407124481842	0.218508410615	0.401343782004	0.276370224303
n	0.00928174557639	0.019112885133	0.00648676282888	0.00750223209362	0.0483886068047	0.158297952245	0.481503344668	0.269426453928
a	0.00877718869933	0.0132586371905	0.0116397557211	0.0124959947472	0.0494501059559	0.131615263355	0.421503410756	0.351259632469
</S>	0.00470504967991	0.00881931540747	0.0138092787484	0.0144006584981	0.0342962430424	0.0920796335875	0.309315382178	0.522574436234
