 	la	pasta	vuole	sale	</S>
i	0.621226290621	0.0891094756398	0.148953743288	0.0121196415476	0.128590862395
p	0.402159714174	0.138411256947	0.202641994936	0.156062482852	0.100724555733
à	0.219169266491	0.303946834982	0.185521532312	0.200869971057	0.0904924038822
s	0.227514275297	0.427427213661	0.217776602371	0.0872182685964	0.0400636478936
t	0.182278248386	0.467413561707	0.173933189977	0.151710191675	0.0246648055729
a	0.122606652459	0.464594175322	0.233481019846	0.16511508451	0.0142030566843
t	0.0915255799637	0.292857344507	0.379675493155	0.225241455908	0.0107001298241
è	0.0391769444174	0.182643844412	0.478365036925	0.277128167009	0.0226860282614
l	0.083180582402	0.15996215978	0.516088630975	0.200899602616	0.0398690456845
i	0.101172997721	0.12605924603	0.444178936725	0.256687820205	0.0719010194748
à	0.0431288489885	0.0785034252955	0.412621998108	0.385420476264	0.0803252626316
l	0.0196760966066	0.0383836849002	0.300067890769	0.546549206217	0.0953231363305
a	0.0127331415934	0.0182775416248	0.171685260896	0.531530395206	0.265773668543
</S>	0.00778255761004	0.0138013316696	0.148521319508	0.429258453303	0.400636325272
