 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.514344810366	0.242626690946	0.0694302086994	0.0329284459468	0.0163900445022	0.00351305085254	0.120766742117
ì	0.514091142622	0.314463839229	0.0735330319496	0.0402317973526	0.0136980798969	0.00251798876892	0.0414640966322
s	0.529323039767	0.316814565117	0.047514942033	0.0352337862487	0.0293109390498	0.00589955092034	0.0359031491138
i	0.422325070736	0.386522053413	0.0563051910056	0.0568794484675	0.0366815745139	0.00704059572042	0.0342460547896
f	0.336122397945	0.428530418703	0.0778501398199	0.0634934743611	0.0573095542115	0.0230052234554	0.0136887856437
a	0.2496492198	0.452231210733	0.110530541783	0.082004108173	0.070429261461	0.0283970927913	0.00675855857422
m	0.202807365392	0.464353909911	0.122315137781	0.0870112665983	0.0711223693841	0.0420352918325	0.0103546682844
ì	0.186375885558	0.480445002037	0.101207331727	0.0980415208928	0.07390496663	0.0480363109454	0.0119890117787
g	0.164478535921	0.415180568779	0.072180928529	0.169239763191	0.115769995752	0.0241671647497	0.0389830709621
l	0.204264451803	0.26457867836	0.054134982063	0.181889799284	0.158975233384	0.0310354021266	0.105121461864
i	0.158988693026	0.22767621332	0.191463971954	0.174377174115	0.121492731088	0.0292031053878	0.0967980955584
a	0.080635376187	0.18938620892	0.386707373985	0.164439401838	0.118485287589	0.0188402411302	0.0415060872089
e	0.0330031698085	0.154953481073	0.437782494995	0.170563059079	0.16348073013	0.0195070782487	0.0207099795953
n	0.0148492883541	0.0973017130973	0.30702972765	0.233535520133	0.21858536441	0.0918710793829	0.0368273022604
è	0.00896229659785	0.075746319708	0.165986822202	0.299560058418	0.25164621517	0.149124302728	0.0489739796768
c	0.0444284523211	0.0928747452253	0.145981853814	0.254634124073	0.21419997047	0.204270789092	0.0436100654756
h	0.0619075062517	0.0901325713684	0.116424997554	0.177760815491	0.219311358237	0.274791914013	0.0596708343452
i	0.0286981059348	0.0555541265322	0.0866470871947	0.15295417621	0.253922725079	0.288615131338	0.133608649935
n	0.0113932076217	0.0219107290048	0.0639034607982	0.116687264423	0.27588336768	0.354631955779	0.155590024398
a	0.00525458017102	0.0137990581192	0.0363439699837	0.101694301274	0.274914745213	0.445951780593	0.122041563019
f	0.00258799036239	0.0116319360887	0.0213049018062	0.0773416748513	0.221460316971	0.530621664864	0.1350514978
à	0.00164455556186	0.0057629273409	0.00983417269833	0.0416572352104	0.156500650644	0.675998214955	0.108602237127
i	0.00156363294826	0.00384849652893	0.00915372071311	0.0240704014443	0.085669024888	0.657090348318	0.218604388709
</S>	0.00184439279731	0.00400561953442	0.0124874824627	0.0214152650935	0.062299397324	0.538760028159	0.359187833354
