 	voglio	che	Maria	venga	domani	</S>
i	0.533686898567	0.07938569214	0.0772252946793	0.099483486916	0.058545082364	0.151673586743
t	0.521639676537	0.128108018487	0.0922024162554	0.0878486697366	0.119148081629	0.0510531784728
è	0.505890521719	0.228841431202	0.101575743767	0.0387966475168	0.107301157576	0.0175945352583
l	0.439728387893	0.225885968887	0.107007537542	0.0865412812296	0.0731251260933	0.0677117247434
o	0.318436530751	0.308410949316	0.123366377733	0.105742410974	0.058358645684	0.0856850933731
i	0.156779950816	0.334339811912	0.243702542378	0.103480442045	0.128802786122	0.0328944590235
M	0.0625119086628	0.218123805531	0.234523365395	0.215189432131	0.245069736916	0.024581754666
a	0.100504453846	0.229939349104	0.228242138632	0.22995245989	0.18169285358	0.0296687608135
r	0.204983507582	0.187723360917	0.226624216251	0.163798973594	0.143737382103	0.0731325698483
ì	0.234682581786	0.17474533349	0.161828288228	0.126232402696	0.216793864634	0.0857175088013
a	0.167340129476	0.213602433358	0.13678987879	0.14583503103	0.266777579101	0.0696549196819
n	0.0989828816544	0.248015106256	0.08558633653	0.217769602817	0.2478024735	0.101843593297
a	0.0771778051226	0.255279375534	0.152497529797	0.240650642079	0.175136947463	0.0992576929823
r	0.0720661967967	0.223072210987	0.165780535057	0.295159756353	0.178178784251	0.0657425044941
t	0.111856965508	0.194014717764	0.087893034581	0.293463242558	0.14599167123	0.166780365476
i	0.107821312794	0.163064068005	0.0946295749643	0.232024574813	0.14620959483	0.256250863737
à	0.0402279281815	0.0992486944125	0.0899515496341	0.185121206291	0.41795062495	0.167499989788
v	0.0141751264016	0.0350225328138	0.0587121437682	0.178758263537	0.578097106317	0.135234841819
v	0.113302713899	0.0374660532771	0.0432611000835	0.154913220612	0.413024402526	0.23803251542
r	0.220996862162	0.09685163828	0.0207569450421	0.0787294543433	0.247927436055	0.334737653088
i	0.1513868463	0.0950050514577	0.0129024984492	0.0486364198151	0.149314147618	0.542755029844
</S>	0.0791649061266	0.0508568174638	0.015099858731	0.0348526203996	0.095573858019	0.724451940922
