 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.502024292955	0.251777705838	0.0232284107724	0.0218690488261	0.0154001095427	0.0334457529431	0.152254648152
m	0.331566607465	0.387260604946	0.0272398225441	0.0494911754677	0.0711675973242	0.0496169946101	0.0836571984314
à	0.209681137622	0.543205292649	0.0340299783987	0.0615330364524	0.0828713001162	0.0383205751814	0.0303587183632
k	0.198104688674	0.61532195155	0.0610376848302	0.0517606124906	0.0403734043516	0.0173852786418	0.0160164103242
i	0.229220410393	0.580256988517	0.10947755621	0.0332380287289	0.0264154600878	0.0104128877011	0.0109786681907
n	0.136263525392	0.534391620172	0.190670277337	0.0704218443516	0.0551823554328	0.0069420685903	0.0061282900971
a	0.0655442558632	0.418693340057	0.344760416846	0.0944593716172	0.0658419646509	0.00614711181687	0.0045535318646
t	0.0398290565043	0.277806670452	0.469043526949	0.106779637072	0.0647392910196	0.0264144241244	0.0153874014938
è	0.0228224819031	0.175786628357	0.52526679565	0.152697621691	0.0690873835525	0.0340716181175	0.0202674874963
l	0.0583318212587	0.152308631092	0.496108745883	0.207995059324	0.0417806470775	0.0235930709465	0.0198820253225
i	0.0749592831199	0.122497668195	0.365954810961	0.329877275668	0.0656616966658	0.0211584672842	0.0198908007235
s	0.037246618265	0.0910035172737	0.303256582654	0.417050568556	0.102762754275	0.0341301520674	0.0145498118384
t	0.0376123300663	0.0440307366152	0.226443612358	0.472545727519	0.156242628545	0.0450730663691	0.0180518761311
i	0.0369291459485	0.0362375594229	0.121113682999	0.45862432364	0.242982451848	0.0565780332184	0.0475347950577
a	0.0136098923356	0.0366962382437	0.0717027034597	0.371343664613	0.327860714216	0.101780200695	0.077006589973
m	0.0256020052417	0.0247450526054	0.0409745498599	0.296506417711	0.311545240672	0.226013090058	0.0746136536614
m	0.0886189443294	0.0257340014501	0.0319741578333	0.201875966277	0.258533064791	0.276694913366	0.116568972867
è	0.0889171077909	0.0264796976107	0.0308173777978	0.218163522992	0.284342295697	0.178492718602	0.172787296796
n	0.0906952773924	0.022567703823	0.0299510840659	0.263701589471	0.281920338032	0.178144965267	0.133019062865
i	0.0920859108195	0.0205175356722	0.0273839105209	0.232452061904	0.332681381344	0.214793033289	0.080086179155
à	0.0319410114232	0.0147449908341	0.0167413198912	0.246505142285	0.404600035848	0.21445570204	0.071011803485
t	0.018436642207	0.0118399032039	0.0463206180711	0.204004905438	0.348059911216	0.29155434249	0.0797836755283
t	0.0776913059403	0.02121651474	0.0640642977824	0.104898701013	0.300848469339	0.326088851563	0.105191842992
o	0.0902498399024	0.0215199818977	0.0333092048985	0.0956558100333	0.307068787246	0.290334821521	0.16186154028
m	0.0562611428331	0.0151464426446	0.0162486762954	0.0878702390868	0.288185735682	0.355506462507	0.18078129242
e	0.0463477553999	0.0126631829735	0.0107122631649	0.0918112736659	0.249571484494	0.367647317169	0.2212467148
k	0.0207792863805	0.00869467507313	0.00959657947982	0.091911356139	0.193934616631	0.464633890056	0.21044958936
k	0.0492846319262	0.0187091880547	0.0136388492306	0.060508960193	0.167201838924	0.552006126685	0.138650404557
à	0.0644424059048	0.0193534507358	0.0114451282915	0.0601577596377	0.154480521555	0.402843963095	0.287276778529
n	0.0550974739973	0.011741097973	0.0151930724485	0.0419514497059	0.152624842385	0.402776558565	0.320615519376
i	0.0442708415504	0.0109858645342	0.0183030507799	0.0420275011776	0.133753864242	0.363902232188	0.386756669659
k	0.0276219826348	0.00771336199571	0.0115920422184	0.0419424360168	0.0985396404807	0.411888326063	0.40070223402
o	0.0217307576922	0.00514650812872	0.0078275010025	0.0299653472245	0.0784918027802	0.437651977754	0.419186104807
</S>	0.0124835343405	0.00347955832273	0.00480891673285	0.0313218210076	0.0544122359901	0.295226696477	0.598267218404
