 	ora	che	loro	non	vengono	più	</S>
à	0.77940779119	0.0927303376771	0.00621666722968	0.00715410260533	0.00129985907282	0.0108461837767	0.10234506877
r	0.596113175997	0.208594197492	0.0287772318455	0.033849402255	0.0564743277901	0.0357103750404	0.0404812818924
t	0.372142382262	0.328651593964	0.103998978175	0.0475874619183	0.0821572480259	0.0448727569367	0.0205895676014
e	0.317061226617	0.463766584788	0.123706578632	0.0317644080248	0.038555545556	0.0173631971335	0.00778244381235
k	0.195957403426	0.466875466596	0.143462788571	0.0738799910269	0.0416837122125	0.0699331047037	0.00820750467531
a	0.119832841982	0.423959708532	0.22548524683	0.0926483530756	0.0420675308184	0.0875691064958	0.0084371927806
c	0.100927063258	0.330321243644	0.250204327756	0.156256487559	0.054382814317	0.102486973456	0.00542108468037
ì	0.105554651063	0.207707748681	0.264308234994	0.24043001792	0.0634140842123	0.110828038707	0.00775720327952
n	0.144434623998	0.186310984694	0.308275302534	0.206811134353	0.0697071789374	0.055814122834	0.0286466354132
i	0.104051327736	0.125804603218	0.303116122451	0.293814660098	0.105354417439	0.0350655002916	0.0327933773613
e	0.0424574957281	0.112113200671	0.213337867184	0.470234596499	0.098587872233	0.0504559926863	0.0128129869076
n	0.0195364766456	0.0870926290063	0.153826772828	0.4695257041	0.149519285104	0.0970002754398	0.0234988479474
è	0.0129505613012	0.0677788872974	0.167223541676	0.391239436633	0.240981083768	0.0915713874133	0.0282550954591
r	0.0140451782677	0.0647810712237	0.165786342625	0.361044318878	0.246058517456	0.118891476658	0.0293931038757
k	0.0354790458299	0.0414342868172	0.173368144926	0.280307101159	0.256458306532	0.142426324366	0.0705267860439
o	0.0385925780037	0.0290511316148	0.142962473361	0.219903375753	0.333023955424	0.135947006935	0.100519464953
t	0.0167314307273	0.024520012824	0.0650829989753	0.181769238031	0.403315893941	0.236127906445	0.0724525109177
t	0.0110329644836	0.0229113608873	0.0835521444284	0.119050292717	0.439959056714	0.240834903148	0.0826592768079
e	0.00738406153365	0.0169866663797	0.0890237584695	0.101059176286	0.398122809038	0.197544492849	0.189879025505
p	0.00325043866365	0.0123902811369	0.0334291744143	0.0775893140487	0.282963701033	0.407677432683	0.182699655855
l	0.006487060968	0.0361676736373	0.0522684128759	0.0576859785809	0.269011691364	0.482932544894	0.095446650505
è	0.00791356905385	0.0400677401835	0.058663335041	0.046172214725	0.273424821348	0.474255057631	0.0995032561017
o	0.00377741645276	0.0141916363559	0.0200864391262	0.0248921433297	0.166084345009	0.557793586544	0.213174418101
</S>	0.00239051553782	0.00792257347151	0.0102155462438	0.0183400518468	0.100671431805	0.549274667272	0.31118520405
