 	sul	muro	vuole	uno	specchio	</S>
s	0.634865431179	0.102586143504	0.129443263268	0.00351061593563	0.00590042852676	0.12369411612
t	0.68622217998	0.114379039117	0.140186730837	0.00578512938503	0.00634643998841	0.0470804808555
o	0.701836079447	0.129676017682	0.138498385472	0.00573235473421	0.00400735431501	0.0202497976165
t	0.41882902953	0.263312346187	0.214785141737	0.0182439355168	0.0728791465511	0.0119503811564
ì	0.203558182306	0.468241472202	0.1905034561	0.0275504954279	0.0964404256297	0.0137059693669
c	0.127853530116	0.498053383595	0.146745502961	0.104498870615	0.111698839854	0.0111498899572
h	0.197322590984	0.296063240986	0.14497038852	0.191635163385	0.116748908915	0.0532597149478
o	0.236780155934	0.234203522669	0.237529012107	0.157635621795	0.0416494200294	0.0922022853243
t	0.102114048411	0.211222401563	0.364883830302	0.103646727598	0.158823225009	0.059309793639
è	0.0436122276187	0.156788893141	0.418784130301	0.124576687999	0.198693000668	0.0575450685876
l	0.0587180102309	0.193556009679	0.386706679367	0.201098518333	0.102136690596	0.0577840831659
i	0.063540678531	0.204474373115	0.308142387626	0.267146215178	0.0957414038213	0.0609549217693
o	0.027690385558	0.137617025144	0.206928591329	0.334182953259	0.22541257889	0.0681684558371
j	0.0098052800765	0.0551951065983	0.0924919179397	0.340981357753	0.46388726423	0.0376390814824
e	0.0114071768683	0.0645050226368	0.0853282699926	0.304859455271	0.439439604477	0.0944604752608
l	0.0124715410831	0.0831937985216	0.0817263094669	0.282603012017	0.424178255959	0.11582707572
ì	0.00529739870157	0.0501164129212	0.038013083043	0.183691381179	0.476507529986	0.246374170007
</S>	0.00271347524459	0.0297446478916	0.0240116333475	0.10590224769	0.415608002993	0.422019961004
